symbol,name,best_band,top1000_years,n_snap_top1000,band_1001_1800_years,n_snap_1001_1800,delisted,in_project
300150.SZ,世纪瑞尔,1001_1800,,0,2014-2016,23,,N
300272.SZ,开能健康,1001_1800,,0,2014-2016,23,,N
300289.SZ,利德曼,1001_1800,,0,2014-2016,23,,N
600222.SH,太龙药业,1001_1800,,0,2014-2016,23,,N
600371.SH,万向德农,1001_1800,,0,2014-2016,23,,N
600781.SH,退辅仁(退),1001_1800,,0,2014-2019,23,20230628,N
002776.SZ,*ST柏龙(退),1001_1800,,0,2017-2020,22,20240125,N
002116.SZ,中国海诚,1001_1800,,0,2014-2016,21,,N
002391.SZ,长青股份,1001_1800,,0,2014-2016,21,,N
300492.SZ,华图山鼎,1001_1800,,0,2024-2026,21,,N
300580.SZ,贝斯特,1001_1800,,0,2024-2026,21,,N
300641.SZ,正丹股份,1001_1800,,0,2024-2026,21,,N
300913.SZ,兆龙互连,1001_1800,,0,2024-2026,21,,N
300926.SZ,博俊科技,1001_1800,,0,2024-2026,21,,N
301565.SZ,中仑新材,1001_1800,,0,2024-2026,21,,N
301589.SZ,诺瓦星云,1001_1800,,0,2024-2026,21,,N
600698.SH,湖南天雁,1001_1800,,0,2014-2016,21,,N
600982.SH,宁波能源,1001_1800,,0,2014-2016,21,,N
603219.SH,富佳股份,1001_1800,,0,2024-2026,21,,N
603496.SH,恒为科技,1001_1800,,0,2024-2026,21,,N
603992.SH,松霖科技,1001_1800,,0,2020-2026,21,,N
605116.SH,奥锐特,1001_1800,,0,2024-2026,21,,N
688443.SH,智翔金泰,1001_1800,,0,2024-2026,21,,N
688522.SH,纳睿雷达,1001_1800,,0,2024-2026,21,,N
688523.SH,航天环宇,1001_1800,,0,2024-2026,21,,N
688612.SH,威迈斯,1001_1800,,0,2024-2026,21,,N
688631.SH,莱斯信息,1001_1800,,0,2024-2026,21,,N
002323.SZ,*ST雅博,1001_1800,,0,2016-2018,19,,N
001338.SZ,永顺泰,1001_1800,,0,2023-2024,18,,N
001376.SZ,百通能源,1001_1800,,0,2024-2025,18,,N
002059.SZ,云南旅游,1001_1800,,0,2017-2018,18,,N
002113.SZ,*ST天润(退),1001_1800,,0,2017-2019,18,20230811,N
002188.SZ,中天服务,1001_1800,,0,2016-2017,18,,N
002763.SZ,汇洁股份,1001_1800,,0,2015-2017,18,,N
002771.SZ,真视通,1001_1800,,0,2016-2017,18,,N
002790.SZ,瑞尔特,1001_1800,,0,2016-2018,18,,N
002793.SZ,罗欣药业,1001_1800,,0,2020-2022,18,,N
002796.SZ,世嘉科技,1001_1800,,0,2019-2021,18,,N
002802.SZ,洪汇新材,1001_1800,,0,2016-2018,18,,N
002869.SZ,金溢科技,1001_1800,,0,2020-2021,18,,N
002872.SZ,ST天圣,1001_1800,,0,2017-2019,18,,N
002962.SZ,五方光电,1001_1800,,0,2020-2021,18,,N
002982.SZ,湘佳股份,1001_1800,,0,2020-2022,18,,N
002989.SZ,中天精装,1001_1800,,0,2020-2022,18,,N
300018.SZ,中元股份,1001_1800,,0,2016-2017,18,,N
300107.SZ,建新股份,1001_1800,,0,2019-2020,18,,N
300473.SZ,德尔股份,1001_1800,,0,2016-2017,18,,N
300522.SZ,世名科技,1001_1800,,0,2016-2018,18,,N
300603.SZ,立昂技术,1001_1800,,0,2020-2021,18,,N
300793.SZ,佳禾智能,1001_1800,,0,2020-2021,18,,N
300798.SZ,锦鸡股份,1001_1800,,0,2020-2021,18,,N
301246.SZ,宏源药业,1001_1800,,0,2023-2025,18,,N
301508.SZ,中机认检,1001_1800,,0,2024-2026,18,,N
301558.SZ,三态股份,1001_1800,,0,2024-2025,18,,N
600613.SH,神奇制药,1001_1800,,0,2015-2017,18,,N
600792.SH,云煤能源,1001_1800,,0,2015-2016,18,,N
600935.SH,华塑股份,1001_1800,,0,2022-2023,18,,N
601188.SH,龙江交通,1001_1800,,0,2015-2016,18,,N
603020.SH,爱普股份,1001_1800,,0,2015-2017,18,,N
603032.SH,德新科技,1001_1800,,0,2022-2024,18,,N
603165.SH,荣晟环保,1001_1800,,0,2018-2019,18,,N
603277.SH,银都股份,1001_1800,,0,2018-2019,18,,N
603318.SH,水发燃气,1001_1800,,0,2019-2020,18,,N
603551.SH,奥普科技,1001_1800,,0,2020-2021,18,,N
603680.SH,今创集团,1001_1800,,0,2018-2020,18,,N
603758.SH,秦安股份,1001_1800,,0,2017-2019,18,,N
603789.SH,ST星农,1001_1800,,0,2015-2017,18,,N
603817.SH,海峡环保,1001_1800,,0,2017-2019,18,,N
605339.SH,南侨食品,1001_1800,,0,2021-2023,18,,N
688030.SH,山石网科,1001_1800,,0,2020-2022,18,,N
688046.SH,药康生物,1001_1800,,0,2023-2024,18,,N
688173.SH,希荻微,1001_1800,,0,2023-2024,18,,N
688239.SH,航宇科技,1001_1800,,0,2023-2024,18,,N
688365.SH,光云科技,1001_1800,,0,2021-2022,18,,N
688499.SH,利元亨,1001_1800,,0,2022-2024,18,,N
688699.SH,明微电子,1001_1800,,0,2022-2023,18,,N
688733.SH,壹石通,1001_1800,,0,2022-2024,18,,N
688788.SH,科思科技,1001_1800,,0,2021-2023,18,,N
000606.SZ,顺利退(退),1001_1800,,0,2014-2016,17,20230706,N
000663.SZ,永安林业,1001_1800,,0,2014-2016,17,,N
002165.SZ,红宝丽,1001_1800,,0,2014-2016,17,,N
002394.SZ,联发股份,1001_1800,,0,2014-2016,17,,N
002398.SZ,垒知集团,1001_1800,,0,2014-2016,17,,N
002566.SZ,益盛药业,1001_1800,,0,2014-2016,17,,N
002693.SZ,双成药业,1001_1800,,0,2014-2016,17,,N
002700.SZ,万憬能源,1001_1800,,0,2014-2016,17,,N
300025.SZ,华星创业,1001_1800,,0,2014-2016,17,,N
300067.SZ,安诺其,1001_1800,,0,2014-2016,17,,N
300082.SZ,奥克股份,1001_1800,,0,2014-2016,17,,N
300103.SZ,达刚控股,1001_1800,,0,2014-2016,17,,N
300200.SZ,高盟新材,1001_1800,,0,2014-2016,17,,N
300259.SZ,新天科技,1001_1800,,0,2014-2016,17,,N
300301.SZ,ST长方,1001_1800,,0,2014-2016,17,,N
300331.SZ,苏大维格,1001_1800,,0,2014-2016,17,,N
300335.SZ,迪森股份,1001_1800,,0,2014-2016,17,,N
300370.SZ,安控科技,1001_1800,,0,2014-2016,17,,N
600368.SH,五洲交通,1001_1800,,0,2014-2016,17,,N
600778.SH,友好集团,1001_1800,,0,2014-2016,17,,N
600791.SH,京能置业,1001_1800,,0,2014-2016,17,,N
600833.SH,第一医药,1001_1800,,0,2014-2016,17,,N
601798.SH,蓝科高新,1001_1800,,0,2014-2016,17,,N
300831.SZ,ST派瑞,1001_1800,,0,2021-2022,16,,N
301215.SZ,中汽股份,1001_1800,,0,2025-2026,16,,N
601089.SH,福元医药,1001_1800,,0,2025-2026,16,,N
002613.SZ,北玻股份,1001_1800,,0,2014-2016,15,,N
002881.SZ,美格智能,1001_1800,,0,2025-2026,15,,N
002892.SZ,科力尔,1001_1800,,0,2025-2026,15,,N
002897.SZ,意华股份,1001_1800,,0,2025-2026,15,,N
300234.SZ,开尔新材,1001_1800,,0,2014-2016,15,,N
300493.SZ,润欣科技,1001_1800,,0,2025-2026,15,,N
300925.SZ,法本信息,1001_1800,,0,2025-2026,15,,N
301061.SZ,匠心家居,1001_1800,,0,2025-2026,15,,N
301091.SZ,深城交,1001_1800,,0,2025-2026,15,,N
301109.SZ,军信股份,1001_1800,,0,2025-2026,15,,N
301522.SZ,上大股份,1001_1800,,0,2025-2026,15,,N
301551.SZ,无线传媒,1001_1800,,0,2025-2026,15,,N
301556.SZ,托普云农,1001_1800,,0,2025-2026,15,,N
301571.SZ,国科天成,1001_1800,,0,2025-2026,15,,N
301592.SZ,六九一二,1001_1800,,0,2025-2026,15,,N
301600.SZ,慧翰股份,1001_1800,,0,2025-2026,15,,N
301602.SZ,超研股份,1001_1800,,0,2025-2026,15,,N
301622.SZ,英思特,1001_1800,,0,2025-2026,15,,N
301631.SZ,壹连科技,1001_1800,,0,2025-2026,15,,N
603072.SH,天和磁材,1001_1800,,0,2025-2026,15,,N
603193.SH,润本股份,1001_1800,,0,2025-2026,15,,N
603194.SH,中力股份,1001_1800,,0,2025-2026,15,,N
603395.SH,红四方,1001_1800,,0,2025-2026,15,,N
605555.SH,德昌股份,1001_1800,,0,2025-2026,15,,N
688003.SH,天准科技,1001_1800,,0,2025-2026,15,,N
688031.SH,星环科技,1001_1800,,0,2023-2026,15,,N
688165.SH,埃夫特,1001_1800,,0,2025-2026,15,,N
688252.SH,天德钰,1001_1800,,0,2025-2026,15,,N
688306.SH,均普智能,1001_1800,,0,2025-2026,15,,N
688543.SH,国科军工,1001_1800,,0,2025-2026,15,,N
688584.SH,上海合晶,1001_1800,,0,2025-2026,15,,N
688698.SH,伟创电气,1001_1800,,0,2025-2026,15,,N
301004.SZ,嘉益股份,1001_1800,,0,2025-2026,14,,N
600242.SH,退中昌(退),1001_1800,,0,2019-2020,14,20230629,N
601313.SH,,1001_1800,,0,2015-2016,13,,N
001356.SZ,富岭股份,1001_1800,,0,2025-2026,12,,N
002090.SZ,金智科技,1001_1800,,0,2016-2017,12,,N
002175.SZ,*ST东智,1001_1800,,0,2017-2018,12,,N
002478.SZ,常宝股份,1001_1800,,0,2019-2020,12,,N
002504.SZ,*ST弘高(退),1001_1800,,0,2016-2017,12,20230821,N
002731.SZ,*ST萃华,1001_1800,,0,2015-2016,12,,N
002742.SZ,冀衡医药,1001_1800,,0,2018-2019,12,,N
002750.SZ,龙津退(退),1001_1800,,0,2016-2017,12,20250627,N
002932.SZ,*ST明德,1001_1800,,0,2023-2024,12,,N
300519.SZ,新光药业,1001_1800,,0,2016-2017,12,,N
301206.SZ,三元生物,1001_1800,,0,2022-2023,12,,N
301348.SZ,蓝箭电子,1001_1800,,0,2024-2025,12,,N
301559.SZ,中集环科,1001_1800,,0,2024-2025,12,,N
600370.SH,*ST三房,1001_1800,,0,2022-2023,12,,N
601113.SH,华鼎股份,1001_1800,,0,2018-2019,12,,N
603075.SH,热威股份,1001_1800,,0,2024-2025,12,,N
603235.SH,天新药业,1001_1800,,0,2022-2023,12,,N
603309.SH,维力医疗,1001_1800,,0,2016-2017,12,,N
603390.SH,通达电气,1001_1800,,0,2020-2021,12,,N
603408.SH,建霖家居,1001_1800,,0,2020-2021,12,,N
603511.SH,爱慕股份,1001_1800,,0,2021-2022,12,,N
603969.SH,银龙股份,1001_1800,,0,2015-2016,12,,N
603976.SH,正川股份,1001_1800,,0,2021-2022,12,,N
605368.SH,蓝天燃气,1001_1800,,0,2024-2025,12,,N
605577.SH,龙版传媒,1001_1800,,0,2024-2025,12,,N
688055.SH,龙腾光电,1001_1800,,0,2021-2022,12,,N
688086.SH,退紫晶(退),1001_1800,,0,2021-2022,12,20230707,N
688095.SH,福昕软件,1001_1800,,0,2021-2022,12,,N
688098.SH,申联生物,1001_1800,,0,2020-2021,12,,N
688108.SH,赛诺医疗,1001_1800,,0,2020-2021,12,,N
688148.SH,芳源股份,1001_1800,,0,2022-2023,12,,N
688152.SH,麒麟信安,1001_1800,,0,2023-2024,12,,N
688238.SH,和元生物,1001_1800,,0,2023-2024,12,,N
688330.SH,宏力达,1001_1800,,0,2022-2023,12,,N
688381.SH,帝奥微,1001_1800,,0,2023-2024,12,,N
688505.SH,复旦张江,1001_1800,,0,2021-2022,12,,N
000026.SZ,飞亚达,1001_1800,,0,2014-2015,11,,N
002199.SZ,东晶电子,1001_1800,,0,2014-2015,11,,N
002264.SZ,新华都,1001_1800,,0,2014-2015,11,,N
002272.SZ,川润股份,1001_1800,,0,2014-2015,11,,N
002278.SZ,神开股份,1001_1800,,0,2014-2015,11,,N
002286.SZ,保龄宝,1001_1800,,0,2014-2015,11,,N
002360.SZ,ST同德,1001_1800,,0,2014-2015,11,,N
002492.SZ,恒基达鑫,1001_1800,,0,2014-2015,11,,N
002514.SZ,*ST宝馨,1001_1800,,0,2014-2015,11,,N
002587.SZ,奥拓电子,1001_1800,,0,2014-2015,11,,N
002598.SZ,ST章鼓,1001_1800,,0,2014-2015,11,,N
002629.SZ,仁智股份,1001_1800,,0,2014-2015,11,,N
002679.SZ,福建金森,1001_1800,,0,2014-2015,11,,N
002688.SZ,金河生物,1001_1800,,0,2014-2015,11,,N
002694.SZ,*ST顾地,1001_1800,,0,2014-2015,11,,N
002708.SZ,光洋股份,1001_1800,,0,2014-2015,11,,N
002719.SZ,ST麦趣,1001_1800,,0,2014-2015,11,,N
002722.SZ,物产金轮,1001_1800,,0,2014-2015,11,,N
002725.SZ,跃岭股份,1001_1800,,0,2014-2015,11,,N
300154.SZ,瑞凌股份,1001_1800,,0,2014-2015,11,,N
300161.SZ,华中数控,1001_1800,,0,2014-2015,11,,N
300169.SZ,天晟新材,1001_1800,,0,2014-2015,11,,N
300239.SZ,东宝生物,1001_1800,,0,2014-2015,11,,N
300241.SZ,瑞丰光电,1001_1800,,0,2014-2015,11,,N
300270.SZ,中威电子,1001_1800,,0,2014-2015,11,,N
300275.SZ,梅安森,1001_1800,,0,2014-2015,11,,N
300286.SZ,安科瑞,1001_1800,,0,2014-2015,11,,N
300372.SZ,欣泰退(退),1001_1800,,0,2014-2015,11,20170828,N
300375.SZ,鹏翎股份,1001_1800,,0,2014-2015,11,,N
600182.SH,S佳通,1001_1800,,0,2014-2015,11,,N
600615.SH,鑫源智造,1001_1800,,0,2014-2015,11,,N
600695.SH,退绿庭(退),1001_1800,,0,2014-2015,11,20220614,N
600714.SH,金瑞矿业,1001_1800,,0,2014-2015,11,,N
600822.SH,上海物贸,1001_1800,,0,2014-2015,11,,N
600891.SH,退秋林(退),1001_1800,,0,2014-2015,11,20210512,N
601996.SH,丰林集团,1001_1800,,0,2014-2015,11,,N
300917.SZ,特发服务,1001_1800,,0,2025-2026,10,,N
002300.SZ,太阳电缆,1001_1800,,0,2014-2015,9,,N
002412.SZ,汉森制药,1001_1800,,0,2014-2015,9,,N
002715.SZ,登云股份,1001_1800,,0,2014-2015,9,,N
002882.SZ,金龙羽,1001_1800,,0,2025-2026,9,,N
002896.SZ,中大力德,1001_1800,,0,2025-2026,9,,N
002965.SZ,祥鑫科技,1001_1800,,0,2025-2026,9,,N
300341.SZ,麦克奥迪,1001_1800,,0,2025-2026,9,,N
300385.SZ,ST雪浪,1001_1800,,0,2014-2015,9,,N
300387.SZ,富邦科技,1001_1800,,0,2014-2015,9,,N
300809.SZ,华辰装备,1001_1800,,0,2025-2026,9,,N
301000.SZ,肇民科技,1001_1800,,0,2025-2026,9,,N
301127.SZ,武汉天源,1001_1800,,0,2025-2026,9,,N
301263.SZ,泰恩康,1001_1800,,0,2025-2026,9,,N
301275.SZ,汉朔科技,1001_1800,,0,2025-2026,9,,N
301345.SZ,涛涛车业,1001_1800,,0,2025-2026,9,,N
301658.SZ,首航新能,1001_1800,,0,2025-2026,9,,N
301665.SZ,泰禾股份,1001_1800,,0,2025-2026,9,,N
301678.SZ,新恒汇,1001_1800,,0,2025-2026,9,,N
603014.SH,威高血净,1001_1800,,0,2025-2026,9,,N
603202.SH,天有为,1001_1800,,0,2025-2026,9,,N
603809.SH,豪能股份,1001_1800,,0,2025-2026,9,,N
605198.SH,安德利,1001_1800,,0,2025-2026,9,,N
688068.SH,热景生物,1001_1800,,0,2025-2026,9,,N
688182.SH,灿勤科技,1001_1800,,0,2025-2026,9,,N
688552.SH,航天南湖,1001_1800,,0,2025-2026,9,,N
688591.SH,泰凌微,1001_1800,,0,2025-2026,9,,N
688726.SH,拉普拉斯,1001_1800,,0,2025-2026,9,,N
301101.SZ,明月镜片,1001_1800,,0,2026-2026,8,,N
002866.SZ,传艺科技,1001_1800,,0,2023-2024,7,,N
688486.SH,龙迅股份,1001_1800,,0,2026-2026,7,,N
002380.SZ,科远智慧,1001_1800,,0,2016-2017,6,,N
301286.SZ,侨源股份,1001_1800,,0,2023-2024,6,,N
603262.SH,技源集团,1001_1800,,0,2025-2026,6,,N
000590.SZ,古汉医药,1001_1800,,0,2014-2015,5,,N
000635.SZ,英力特,1001_1800,,0,2014-2015,5,,N
000716.SZ,黑芝麻,1001_1800,,0,2014-2015,5,,N
002014.SZ,永新股份,1001_1800,,0,2014-2015,5,,N
002213.SZ,大为股份,1001_1800,,0,2014-2015,5,,N
002350.SZ,北京科锐,1001_1800,,0,2014-2015,5,,N
002473.SZ,圣莱退(退),1001_1800,,0,2014-2015,5,20220622,N
002623.SZ,亚玛顿,1001_1800,,0,2014-2015,5,,N
002637.SZ,赞宇科技,1001_1800,,0,2014-2015,5,,N
002661.SZ,克明食品,1001_1800,,0,2014-2015,5,,N
002674.SZ,兴业科技,1001_1800,,0,2014-2015,5,,N
002686.SZ,亿利达,1001_1800,,0,2014-2015,5,,N
002691.SZ,*ST冀凯,1001_1800,,0,2014-2015,5,,N
002692.SZ,远程股份,1001_1800,,0,2014-2015,5,,N
002718.SZ,友邦吊顶,1001_1800,,0,2014-2015,5,,N
002723.SZ,小崧股份,1001_1800,,0,2014-2015,5,,N
300106.SZ,西部牧业,1001_1800,,0,2014-2015,5,,N
300167.SZ,ST迪威迅,1001_1800,,0,2014-2015,5,,N
300196.SZ,长海股份,1001_1800,,0,2014-2015,5,,N
300240.SZ,飞力达,1001_1800,,0,2014-2015,5,,N
300306.SZ,远方信息,1001_1800,,0,2014-2015,5,,N
300371.SZ,汇中股份,1001_1800,,0,2014-2015,5,,N
600706.SH,曲江文旅,1001_1800,,0,2014-2015,5,,N
001382.SZ,新亚电缆,1001_1800,,0,2026-2026,4,,N
002827.SZ,高争民爆,1001_1800,,0,2026-2026,4,,N
000534.SZ,万泽股份,1001_1800,,0,2026-2026,3,,N
001233.SZ,海安集团,1001_1800,,0,2026-2026,3,,N
001359.SZ,平安电工,1001_1800,,0,2026-2026,3,,N
001369.SZ,双欣材料,1001_1800,,0,2026-2026,3,,N
002211.SZ,ST宏达,1001_1800,,0,2014-2015,3,,N
002330.SZ,得利斯,1001_1800,,0,2014-2015,3,,N
002922.SZ,伊戈尔,1001_1800,,0,2026-2026,3,,N
003010.SZ,若羽臣,1001_1800,,0,2026-2026,3,,N
300153.SZ,科泰电源,1001_1800,,0,2026-2026,3,,N
300680.SZ,隆盛科技,1001_1800,,0,2026-2026,3,,N
300969.SZ,恒帅股份,1001_1800,,0,2026-2026,3,,N
300990.SZ,同飞股份,1001_1800,,0,2026-2026,3,,N
301005.SZ,超捷股份,1001_1800,,0,2026-2026,3,,N
301196.SZ,唯科科技,1001_1800,,0,2026-2026,3,,N
301225.SZ,恒勃股份,1001_1800,,0,2026-2026,3,,N
301389.SZ,隆扬电子,1001_1800,,0,2026-2026,3,,N
301413.SZ,安培龙,1001_1800,,0,2026-2026,3,,N
301421.SZ,波长光电,1001_1800,,0,2026-2026,3,,N
301488.SZ,豪恩汽电,1001_1800,,0,2026-2026,3,,N
301563.SZ,云汉芯城,1001_1800,,0,2026-2026,3,,N
301584.SZ,建发致新,1001_1800,,0,2026-2026,3,,N
301632.SZ,广东建科,1001_1800,,0,2026-2026,3,,N
301662.SZ,宏工科技,1001_1800,,0,2026-2026,3,,N
601026.SH,道生天合,1001_1800,,0,2026-2026,3,,N
603248.SH,锡华科技,1001_1800,,0,2026-2026,3,,N
603319.SH,美湖股份,1001_1800,,0,2026-2026,3,,N
603376.SH,大明电子,1001_1800,,0,2026-2026,3,,N
603402.SH,陕西旅游,1001_1800,,0,2026-2026,3,,N
603406.SH,天富龙,1001_1800,,0,2026-2026,3,,N
603418.SH,友升股份,1001_1800,,0,2026-2026,3,,N
603950.SH,长源东谷,1001_1800,,0,2026-2026,3,,N
688353.SH,华盛锂电,1001_1800,,0,2026-2026,3,,N
688593.SH,新相微,1001_1800,,0,2026-2026,3,,N
688691.SH,灿芯股份,1001_1800,,0,2026-2026,3,,N
000526.SZ,学大教育,1001_1800,,0,2014-2014,2,,N
000622.SZ,恒立退(退),1001_1800,,0,2014-2014,2,20250716,N
002361.SZ,神剑股份,1001_1800,,0,2014-2014,2,,N
002417.SZ,深南退(退),1001_1800,,0,2014-2014,2,20230710,N
002620.SZ,*ST瑞和,1001_1800,,0,2014-2014,2,,N
002702.SZ,海欣食品,1001_1800,,0,2014-2014,2,,N
300022.SZ,吉峰科技,1001_1800,,0,2014-2014,2,,N
300099.SZ,尤洛卡,1001_1800,,0,2014-2014,2,,N
600097.SH,开创国际,1001_1800,,0,2014-2014,2,,N
600678.SH,ST金顶,1001_1800,,0,2014-2014,2,,N
600722.SH,金牛化工,1001_1800,,0,2014-2014,2,,N
600890.SH,退中房(退),1001_1800,,0,2014-2014,2,20220621,N
688001.SH,华兴源创,1001_1800,,0,2020-2026,69,,Y
002515.SZ,金字火腿,1001_1800,,0,2016-2022,66,,Y
300660.SZ,江苏雷利,1001_1800,,0,2017-2026,51,,Y
002125.SZ,湘潭电化,1001_1800,,0,2023-2026,39,,Y
605020.SH,永和股份,1001_1800,,0,2023-2026,39,,Y
688206.SH,概伦电子,1001_1800,,0,2023-2026,39,,Y
688337.SH,普源精电,1001_1800,,0,2023-2026,36,,Y
688383.SH,新益昌,1001_1800,,0,2022-2025,36,,Y
002655.SZ,共达电声,1001_1800,,0,2014-2018,35,,Y
002975.SZ,博杰股份,1001_1800,,0,2020-2023,30,,Y
300516.SZ,久之洋,1001_1800,,0,2016-2019,30,,Y
300576.SZ,容大感光,1001_1800,,0,2024-2026,27,,Y
605599.SH,菜百股份,1001_1800,,0,2024-2026,27,,Y
688515.SH,裕太微-U,1001_1800,,0,2024-2026,27,,Y
001269.SZ,欧晶科技,1001_1800,,0,2023-2025,24,,Y
603687.SH,大胜达,1001_1800,,0,2019-2021,24,,Y
603938.SH,三孚股份,1001_1800,,0,2022-2024,24,,Y
002980.SZ,华盛昌,1001_1800,,0,2020-2022,18,,Y
603773.SH,沃格光电,1001_1800,,0,2018-2020,18,,Y
688222.SH,成都先导,1001_1800,,0,2021-2022,18,,Y
688233.SH,神工股份,1001_1800,,0,2022-2023,18,,Y
603002.SH,宏昌电子,1001_1800,,0,2014-2016,17,,Y
301458.SZ,钧崴电子,1001_1800,,0,2025-2026,15,,Y
000880.SZ,潍柴重机,1001_1800,,0,2025-2026,9,,Y
688275.SH,万润新能,1001_1800,,0,2023-2024,6,,Y
301489.SZ,思泉新材,1001_1800,,0,2026-2026,3,,Y
688605.SH,先锋精科,1001_1800,,0,2026-2026,3,,Y
