symbol,name,theme,benchmark,invest_type,management,list_date,delist_date,list_status,m_fee,c_fee,scale_yi,scale_reliable,n_qualify_years,first_qualify_year,last_qualify_year,peak_year,peak_avg_daily_yi,latest_year,latest_avg_daily_yi,theme_representative,theme_norm,sector
510100.SH,易方达上证50ETF,上证50,上证50指数收益率×100%,被动指数型,易方达基金管理有限公司,20191009,nan,L,0.15,0.05,28.54,Y,4,2023,2026,2026,4.2035,2026,4.2035,Y,上证50,上证50
562800.SH,嘉实中证稀有金属主题ETF,中证稀有金属主题,中证稀有金属主题指数收益率×100%,被动指数型,嘉实基金管理有限公司,20210927,nan,L,0.5,0.1,54.71,Y,4,2022,2026,2026,4.177,2026,4.177,Y,中证稀有金属主题,有色金属
159928.SZ,汇添富中证主要消费ETF,中证主要消费,中证主要消费指数×100%,被动指数型,汇添富基金管理股份有限公司,20130916,nan,L,0.5,0.1,153.53,Y,7,2020,2026,2025,4.7395,2026,4.1545,Y,中证主要消费,食品饮料
513160.SH,银华恒生港股通中国科技ETF,恒生港股通中国科技,恒生港股通中国科技指数收益率(经估值汇率调整)×100%,被动指数型,银华基金管理股份有限公司,20220209,nan,L,0.5,0.1,30.84,Y,2,2025,2026,2025,6.0452,2026,4.0493,Y,恒生港股通中国科技,跨境-港股科技
515980.SH,华富中证人工智能产业ETF,中证人工智能产业,中证人工智能产业指数收益率×100%,被动指数型,华富基金管理有限公司,20200210,nan,L,0.5,0.1,64.67,Y,3,2024,2026,2026,3.9234,2026,3.9234,Y,中证人工智能产业,人工智能
513520.SH,华夏野村日经225ETF(QDII),日经225,日经225指数收益率×100%,被动指数型,华夏基金管理有限公司,20190625,nan,L,0.2,0.05,24.49,Y,3,2024,2026,2024,4.7527,2026,3.8815,Y,日经225,日经225
526000.SH,华夏中证港股通信息技术综合ETF,中证港股通信息技术综合,中证港股通信息技术综合指数(港元)收益率×100%,被动指数型,华夏基金管理有限公司,20260410,nan,L,0.5,0.1,2.15,Y,1,2026,2026,2026,3.8304,2026,3.8304,Y,中证港股通信息技术综合,跨境-港股科技
513630.SH,摩根标普港股通低波红利ETF,标普港股通低波红利,标普港股通低波红利指数×100%,被动指数型,摩根基金管理(中国)有限公司,20231208,nan,L,0.5,0.1,119.34,Y,3,2024,2026,2026,3.8263,2026,3.8263,Y,标普港股通低波红利,跨境-港股红利
561980.SH,招商中证半导体产业ETF,中证半导体产业,中证半导体产业指数收益率×100%,被动指数型,招商基金管理有限公司,20230901,nan,L,0.5,0.1,58.68,Y,2,2025,2026,2026,3.7224,2026,3.7224,Y,中证半导体产业,半导体芯片
159259.SZ,易方达国证成长100ETF,国证成长100,国证成长100指数收益率×100%,被动指数型,易方达基金管理有限公司,20250828,nan,L,0.5,0.1,65.31,Y,2,2025,2026,2026,3.6517,2026,3.6517,Y,国证成长100,国证成长100
518600.SH,广发上海金ETF,合约代码:SHAU)的午盘基准价格,上海黄金交易所上海金集中定价合约(合约代码:SHAU)的午盘基准价格收益率×100%,黄金现货合约,广发基金管理有限公司,20200805,nan,L,0.5,0.1,77.29,Y,2,2025,2026,2026,3.6346,2026,3.6346,Y,上海金集中定价,黄金
588790.SH,博时上证科创板人工智能ETF,上证科创板人工智能,上证科创板人工智能指数收益率×100%,被动指数型,博时基金管理有限公司,20250109,nan,L,0.5,0.1,26.65,Y,2,2025,2026,2025,3.7326,2026,3.6133,Y,上证科创板人工智能,人工智能
159227.SZ,华夏国证航天航空行业ETF,国证航天航空行业,国证航天航空行业指数收益率×100%,被动指数型,华夏基金管理有限公司,20250516,nan,L,0.5,0.1,47.92,Y,2,2025,2026,2026,3.5954,2026,3.5954,Y,国证航天航空行业,航天航空卫星
159851.SZ,华宝中证金融科技主题ETF,中证金融科技主题,中证金融科技主题指数收益率×100%,被动指数型,华宝基金管理有限公司,20210319,nan,L,0.5,0.1,64.44,Y,3,2024,2026,2025,6.6919,2026,3.5807,Y,中证金融科技主题,中证金融科技主题
516650.SH,华夏中证细分有色金属产业主题ETF,中证细分有色金属产业主题,中证细分有色金属产业主题指数收益率×100%,被动指数型,华夏基金管理有限公司,20210621,nan,L,0.5,0.1,99.68,Y,2,2025,2026,2026,3.5619,2026,3.5619,Y,中证细分有色金属产业主题,有色金属
515180.SH,易方达中证红利ETF,中证红利,中证红利指数收益率×100%,被动指数型,易方达基金管理有限公司,20191220,nan,L,0.15,0.05,189.21,Y,3,2024,2026,2026,3.4978,2026,3.4978,Y,中证红利,红利策略
513260.SH,汇添富恒生科技ETF(QDII),经人民币汇率调整的恒生科技,经人民币汇率调整的恒生科技指数收益率×100%,被动指数型,汇添富基金管理股份有限公司,20220913,nan,L,0.15,0.05,53.08,Y,3,2024,2026,2025,6.384,2026,3.4722,Y,恒生科技,跨境-港股科技
159732.SZ,华夏国证消费电子主题ETF,国证消费电子主题,国证消费电子主题指数收益率×100%,被动指数型,华夏基金管理有限公司,20210823,nan,L,0.5,0.1,32.81,Y,3,2024,2026,2026,3.4631,2026,3.4631,Y,国证消费电子主题,消费电子
513500.SH,博时标普500ETF(QDII),标普500,标普500指数×100%,被动指数型,博时基金管理有限公司,20140115,nan,L,0.6,0.2,276.99,Y,8,2015,2026,2025,3.7896,2026,3.4383,Y,标普500,标普500
518660.SH,工银瑞信黄金ETF,上海黄金交易所Au99.99现货实盘合约收盘价,上海黄金交易所Au99.99现货实盘合约收盘价收益率×100%,黄金现货合约,工银瑞信基金管理有限公司,20200529,nan,L,0.15,0.05,87.83,Y,2,2025,2026,2026,3.3744,2026,3.3744,Y,黄金现货Au99.99,黄金
159687.SZ,南方基金南方东英富时亚太精选ETF(QDII),经估值汇率调整的富时亚太精选,经估值汇率调整的富时亚太精选指数(FTSEAsiaPacificSelectIndex)收益率×100%,被动指数型,南方基金管理股份有限公司,20221230,nan,L,0.2,0.05,30.12,Y,3,2024,2026,2026,3.3516,2026,3.3516,Y,富时亚太精选,富时亚太精选
159901.SZ,易方达深证100ETF,深证100,深证100指数(价格)×100%,被动指数型,易方达基金管理有限公司,20060424,nan,L,0.15,0.05,35.05,Y,12,2013,2026,2015,9.2073,2026,3.3194,Y,深证100,深证100
159605.SZ,广发中证海外中国互联网30ETF(QDII),中证海外中国互联网30,中证海外中国互联网30指数(同期人民币计价)×100%,被动指数型,广发基金管理有限公司,20211202,nan,L,0.5,0.1,32.52,Y,5,2022,2026,2023,12.2134,2026,3.2899,Y,中证海外中国互联网30,跨境-中概互联
159796.SZ,汇添富中证电池主题ETF,中证电池主题,中证电池主题指数收益率×100%,被动指数型,汇添富基金管理股份有限公司,20220314,nan,L,0.15,0.05,51.67,Y,2,2025,2026,2026,3.2517,2026,3.2517,Y,中证电池主题,新能源车电池
159101.SZ,华夏国证港股通科技ETF,经估值汇率调整后的国证港股通科技,经估值汇率调整后的国证港股通科技指数收益率×100%,被动指数型,华夏基金管理有限公司,20250903,nan,L,0.5,0.1,21.27,Y,2,2025,2026,2025,3.1771,2026,3.1704,Y,国证港股通科技,跨境-港股科技
561360.SH,国泰中证油气产业ETF,中证油气产业,中证油气产业指数收益率×100%,被动指数型,国泰基金管理有限公司,20231031,nan,L,0.5,0.1,20.39,Y,1,2026,2026,2026,3.1452,2026,3.1452,Y,中证油气产业,石油天然气
516150.SH,嘉实中证稀土产业ETF,中证稀土产业,中证稀土产业指数收益率×100%,被动指数型,嘉实基金管理有限公司,20210317,nan,L,0.5,0.1,67.5,Y,5,2021,2026,2026,3.0918,2026,3.0918,Y,中证稀土产业,有色金属
518680.SH,富国上海金ETF,上海黄金交易所上海金集中定价合约,上海黄金交易所上海金集中定价合约(合约代码:SHAU)午盘基准价格收益率×100%,黄金现货合约,富国基金管理有限公司,20200728,nan,L,0.15,0.05,73.88,Y,2,2025,2026,2026,3.067,2026,3.067,Y,上海金集中定价,黄金
513380.SH,广发恒生科技ETF(QDII),同期恒生科技,同期恒生科技指数收益率(人民币计价)×100%,被动指数型,广发基金管理有限公司,20220512,nan,L,0.5,0.1,93.89,Y,4,2023,2026,2025,4.9121,2026,3.0634,Y,恒生科技,跨境-港股科技
159387.SZ,国泰创业板新能源ETF,创业板新能源,创业板新能源指数收益率×100%,被动指数型,国泰基金管理有限公司,20250610,nan,L,0.5,0.1,10.55,Y,1,2026,2026,2026,2.785,2026,2.785,Y,创业板新能源,创业板新能源
515230.SH,国泰中证全指软件ETF,中证全指软件,中证全指软件指数收益率×100%,被动指数型,国泰基金管理有限公司,20210302,nan,L,0.5,0.1,56.59,Y,4,2023,2026,2026,2.7076,2026,2.7076,Y,中证全指软件,中证全指软件
159502.SZ,嘉实标普生物科技精选行业ETF(QDII),标普生物科技精选行业,标普生物科技精选行业指数收益率(经估值汇率调整)×100%,被动指数型,嘉实基金管理有限公司,20240110,nan,L,0.5,0.1,18.23,Y,3,2024,2026,2026,2.6329,2026,2.6329,Y,标普生物科技精选行业,跨境-美股行业
159691.SZ,工银瑞信中证港股通高股息精选ETF,经汇率调整后的中证港股通高股息精选,经汇率调整后的中证港股通高股息精选指数收益率×100%,被动指数型,工银瑞信基金管理有限公司,20230421,nan,L,0.45,0.07,45.86,Y,3,2024,2026,2026,2.6156,2026,2.6156,Y,中证港股通高股息精选,跨境-港股红利
159766.SZ,富国中证旅游主题ETF,中证旅游主题,中证旅游主题指数收益率×100%,被动指数型,富国基金管理有限公司,20210723,nan,L,0.5,0.1,31.35,Y,5,2022,2026,2026,2.5527,2026,2.5527,Y,中证旅游主题,旅游
159650.SZ,博时中债0-3年国开行债券ETF,中债-0-3年国开行债券,中债-0-3年国开行债券指数收益率×100%,被动指数型,博时基金管理有限公司,20221028,nan,L,0.15,0.05,52.93,Y,4,2023,2026,2023,16.4239,2026,2.5369,Y,中债-0-3年国开行债券,中债-0-3年国开行债券
516160.SH,南方中证新能源ETF,中证新能源,中证新能源指数收益率×100%,被动指数型,南方基金管理股份有限公司,20210204,nan,L,0.15,0.05,37.14,Y,6,2021,2026,2026,2.5185,2026,2.5185,Y,中证新能源,新能源
159100.SZ,华夏布拉德斯科巴西伊博维斯帕ETF(QDII),经估值汇率调整后的巴西伊博维斯帕,经估值汇率调整后的巴西伊博维斯帕指数收益率×100%,被动指数型,华夏基金管理有限公司,20251113,nan,L,0.5,0.1,5.15,Y,1,2026,2026,2026,2.458,2026,2.458,Y,巴西IBOVESPA,巴西IBOVESPA
513910.SH,华夏中证港股通央企红利ETF,经估值汇率调整后的中证港股通央企红利,经估值汇率调整后的中证港股通央企红利指数收益率×100%,被动指数型,华夏基金管理有限公司,20240304,nan,L,0.5,0.1,31.17,Y,2,2025,2026,2026,2.3427,2026,2.3427,Y,中证港股通央企红利,跨境-港股红利
510760.SH,国泰上证综合ETF,上证综合,上证综合指数收益率×100%,被动指数型,国泰基金管理有限公司,20200909,nan,L,0.15,0.05,41.82,Y,3,2024,2026,2026,2.2652,2026,2.2652,Y,上证综合,上证综合
513400.SH,鹏华道琼斯工业平均ETF(QDII),道琼斯工业平均,道琼斯工业平均指数收益率(经汇率调整后)×100%,被动指数型,鹏华基金管理有限公司,20240202,nan,L,0.5,0.15,36.88,Y,3,2024,2026,2026,2.2259,2026,2.2259,Y,道琼斯工业平均,道琼斯工业平均
515030.SH,华夏中证新能源汽车ETF,中证新能源汽车,中证新能源汽车指数收益率×100%,被动指数型,华夏基金管理有限公司,20200304,nan,L,0.5,0.1,24.07,Y,7,2020,2026,2021,4.9553,2026,2.2122,Y,中证新能源汽车,汽车
588780.SH,国联安上证科创板芯片设计主题ETF,上证科创板芯片设计主题,上证科创板芯片设计主题指数收益率×100%,被动指数型,国联安基金管理有限公司,20241226,nan,L,0.5,0.1,10.3,Y,2,2025,2026,2026,2.1809,2026,2.1809,Y,上证科创板芯片设计主题,半导体芯片
159263.SZ,易方达国证价值100ETF,国证价值100,国证价值100指数收益率×100%,被动指数型,易方达基金管理有限公司,20250708,nan,L,0.15,0.05,71.0,Y,1,2026,2026,2026,2.1612,2026,2.1612,Y,国证价值100,国证价值100
511160.SH,东财中证1-3年国债ETF,中证1-3年国债,中证1-3年国债指数收益率×100%,被动指数型,东财基金管理有限公司,20250106,nan,L,0.15,0.05,22.39,Y,2,2025,2026,2025,4.34,2026,2.1044,Y,中证1-3年国债,中证1-3年国债
159865.SZ,国泰中证畜牧养殖ETF,中证畜牧养殖,中证畜牧养殖指数收益率×100%,被动指数型,国泰基金管理有限公司,20210308,nan,L,0.5,0.1,67.47,Y,6,2021,2026,2026,2.1041,2026,2.1041,Y,中证畜牧养殖,农业养殖
513690.SH,博时恒生港股通红利ETF,恒生港股通红利,恒生港股通红利指数(港元)收益率(经估值汇率调整后)×100%,被动指数型,博时基金管理有限公司,20210520,nan,L,0.5,0.1,36.41,Y,3,2024,2026,2026,2.0932,2026,2.0932,Y,恒生港股通红利,跨境-港股红利
513920.SH,华安恒生港股通中国央企红利ETF,恒生港股通中国央企红利,恒生港股通中国央企红利指数收益率(经汇率调整)×100%,被动指数型,华安基金管理有限公司,20240105,nan,L,0.5,0.1,41.05,Y,3,2024,2026,2026,2.0882,2026,2.0882,Y,恒生港股通中国央企红利,跨境-港股红利
159667.SZ,国泰中证机床ETF,中证机床,中证机床指数收益率×100%,被动指数型,国泰基金管理有限公司,20221026,nan,L,0.5,0.1,24.71,Y,2,2025,2026,2026,2.0487,2026,2.0487,Y,中证机床,机械
513530.SH,华泰柏瑞中证港股通高股息投资ETF(QDII),中证港股通高股息投资,中证港股通高股息投资指数收益率×100%,被动指数型,华泰柏瑞基金管理有限公司,20220425,nan,L,0.5,0.1,45.69,Y,3,2024,2026,2026,2.0293,2026,2.0293,Y,中证港股通高股息投资,跨境-港股红利
159399.SZ,国泰富时中国A股自由现金流聚焦ETF,富时中国A股自由现金流聚焦,富时中国A股自由现金流聚焦指数(FTSEChinaAFreeCashFlowFocusIndex)收益率×100%,被动指数型,国泰基金管理有限公司,20250227,nan,L,0.15,0.05,44.9,Y,2,2025,2026,2025,2.7959,2026,1.9939,Y,富时中国A股自由现金流聚焦,富时中国A股自由现金流聚焦
159232.SZ,南方中证全指自由现金流ETF,中证全指自由现金流,中证全指自由现金流指数收益率×100%,被动指数型,南方基金管理股份有限公司,20250430,nan,L,0.15,0.05,25.91,Y,2,2025,2026,2026,1.982,2026,1.982,Y,中证全指自由现金流,中证全指自由现金流
515450.SH,南方标普中国A股大盘红利低波50ETF,标普中国A股大盘红利低波50,标普中国A股大盘红利低波50指数×100%,被动指数型,南方基金管理股份有限公司,20200226,nan,L,0.5,0.1,200.61,Y,2,2025,2026,2026,1.979,2026,1.979,Y,标普中国A股大盘红利低波50,红利策略
520600.SH,广发中证港股通汽车产业主题ETF,中证港股通汽车产业主题,中证港股通汽车产业主题指数收益率(使用估值汇率折算)×100%,被动指数型,广发基金管理有限公司,20241230,nan,L,0.5,0.1,2.38,Y,2,2025,2026,2025,3.5316,2026,1.9612,Y,中证港股通汽车产业主题,跨境-港股消费
