symbol,name,theme,year,bars,avg_daily_amount_yi,qualifies
510600.SH,申万菱信上证50ETF,上证50,2018,66,0.0625,
510600.SH,申万菱信上证50ETF,上证50,2019,244,0.0565,
510600.SH,申万菱信上证50ETF,上证50,2020,243,0.0706,
510600.SH,申万菱信上证50ETF,上证50,2021,243,0.0919,
510600.SH,申万菱信上证50ETF,上证50,2022,242,0.0224,
510600.SH,申万菱信上证50ETF,上证50,2023,242,0.0388,
510600.SH,申万菱信上证50ETF,上证50,2024,242,0.056,
510600.SH,申万菱信上证50ETF,上证50,2025,243,0.0244,
510600.SH,申万菱信上证50ETF,上证50,2026,177,0.0235,
510610.SH,华夏上证能源ETF,上证能源行业,2013,160,0.1221,
510610.SH,华夏上证能源ETF,上证能源行业,2014,245,0.0922,
510610.SH,华夏上证能源ETF,上证能源行业,2015,244,0.3235,
510620.SH,华夏上证原材料ETF,上证原材料行业,2013,160,0.0479,
510620.SH,华夏上证原材料ETF,上证原材料行业,2014,245,0.0524,
510620.SH,华夏上证原材料ETF,上证原材料行业,2015,240,0.2706,
510630.SH,华夏上证主要消费ETF,上证主要消费行业,2013,160,0.1408,
510630.SH,华夏上证主要消费ETF,上证主要消费行业,2014,245,0.0987,
510630.SH,华夏上证主要消费ETF,上证主要消费行业,2015,244,0.2913,
510630.SH,华夏上证主要消费ETF,上证主要消费行业,2016,244,0.0235,
510630.SH,华夏上证主要消费ETF,上证主要消费行业,2017,244,0.0231,
510630.SH,华夏上证主要消费ETF,上证主要消费行业,2018,243,0.0147,
510630.SH,华夏上证主要消费ETF,上证主要消费行业,2019,244,0.0233,
510630.SH,华夏上证主要消费ETF,上证主要消费行业,2020,243,0.1397,
510630.SH,华夏上证主要消费ETF,上证主要消费行业,2021,242,0.2098,
510630.SH,华夏上证主要消费ETF,上证主要消费行业,2022,242,0.115,
510630.SH,华夏上证主要消费ETF,上证主要消费行业,2023,242,0.1198,
510630.SH,华夏上证主要消费ETF,上证主要消费行业,2024,242,0.1841,
510630.SH,华夏上证主要消费ETF,上证主要消费行业,2025,243,0.2801,
510630.SH,华夏上证主要消费ETF,上证主要消费行业,2026,177,0.3867,
510650.SH,华夏上证金融地产ETF,上证金融地产行业,2013,160,0.2985,
510650.SH,华夏上证金融地产ETF,上证金融地产行业,2014,245,0.7205,Y
510650.SH,华夏上证金融地产ETF,上证金融地产行业,2015,244,1.242,Y
510650.SH,华夏上证金融地产ETF,上证金融地产行业,2016,243,0.011,
510650.SH,华夏上证金融地产ETF,上证金融地产行业,2017,241,0.0038,
510650.SH,华夏上证金融地产ETF,上证金融地产行业,2018,242,0.0075,
510650.SH,华夏上证金融地产ETF,上证金融地产行业,2019,239,0.0032,
510650.SH,华夏上证金融地产ETF,上证金融地产行业,2020,243,0.0244,
510650.SH,华夏上证金融地产ETF,上证金融地产行业,2021,243,0.1913,
510650.SH,华夏上证金融地产ETF,上证金融地产行业,2022,242,0.1249,
510650.SH,华夏上证金融地产ETF,上证金融地产行业,2023,242,0.1097,
510650.SH,华夏上证金融地产ETF,上证金融地产行业,2024,242,0.0872,
510650.SH,华夏上证金融地产ETF,上证金融地产行业,2025,243,0.0288,
510650.SH,华夏上证金融地产ETF,上证金融地产行业,2026,177,0.0147,
510660.SH,华夏上证医药卫生ETF,上证医药卫生行业,2013,160,0.4932,
510660.SH,华夏上证医药卫生ETF,上证医药卫生行业,2014,245,0.2181,
510660.SH,华夏上证医药卫生ETF,上证医药卫生行业,2015,244,0.4271,
510660.SH,华夏上证医药卫生ETF,上证医药卫生行业,2016,244,0.0338,
510660.SH,华夏上证医药卫生ETF,上证医药卫生行业,2017,244,0.0094,
510660.SH,华夏上证医药卫生ETF,上证医药卫生行业,2018,243,0.0211,
510660.SH,华夏上证医药卫生ETF,上证医药卫生行业,2019,244,0.0263,
510660.SH,华夏上证医药卫生ETF,上证医药卫生行业,2020,243,0.0413,
510660.SH,华夏上证医药卫生ETF,上证医药卫生行业,2021,243,0.0397,
510660.SH,华夏上证医药卫生ETF,上证医药卫生行业,2022,242,0.0313,
510660.SH,华夏上证医药卫生ETF,上证医药卫生行业,2023,242,0.0368,
510660.SH,华夏上证医药卫生ETF,上证医药卫生行业,2024,242,0.0366,
510660.SH,华夏上证医药卫生ETF,上证医药卫生行业,2025,243,0.0268,
510660.SH,华夏上证医药卫生ETF,上证医药卫生行业,2026,177,0.0947,
510670.SH,华夏上证180ETF,上证180,2026,177,0.0556,
510680.SH,万家上证50ETF,上海证券交易所50成份,2014,236,0.0097,
510680.SH,万家上证50ETF,上海证券交易所50成份,2015,228,0.0051,
510680.SH,万家上证50ETF,上海证券交易所50成份,2016,147,0.0027,
510680.SH,万家上证50ETF,上海证券交易所50成份,2017,210,0.0002,
510680.SH,万家上证50ETF,上海证券交易所50成份,2018,215,0.0003,
510680.SH,万家上证50ETF,上海证券交易所50成份,2019,203,0.0003,
510680.SH,万家上证50ETF,上海证券交易所50成份,2020,243,0.0183,
510680.SH,万家上证50ETF,上海证券交易所50成份,2021,243,0.0149,
510680.SH,万家上证50ETF,上海证券交易所50成份,2022,242,0.0123,
510680.SH,万家上证50ETF,上海证券交易所50成份,2023,242,0.0204,
510680.SH,万家上证50ETF,上海证券交易所50成份,2024,242,0.2466,
510680.SH,万家上证50ETF,上海证券交易所50成份,2025,243,0.1129,
510680.SH,万家上证50ETF,上海证券交易所50成份,2026,177,0.0581,
510690.SH,兴业上证180金融ETF,上证180金融股,2020,131,0.0279,
510690.SH,兴业上证180金融ETF,上证180金融股,2021,229,0.0038,
510700.SH,长盛上证市值百强ETF,上证市值100,2013,143,0.0579,
510700.SH,长盛上证市值百强ETF,上证市值100,2014,226,0.0077,
510700.SH,长盛上证市值百强ETF,上证市值100,2015,179,0.0082,
510710.SH,博时上证50ETF,上海证券交易所50成份,2015,136,0.0784,
510710.SH,博时上证50ETF,上海证券交易所50成份,2016,244,0.0053,
510710.SH,博时上证50ETF,上海证券交易所50成份,2017,244,0.009,
510710.SH,博时上证50ETF,上海证券交易所50成份,2018,243,0.055,
510710.SH,博时上证50ETF,上海证券交易所50成份,2019,244,0.3963,
510710.SH,博时上证50ETF,上海证券交易所50成份,2020,243,0.2857,
510710.SH,博时上证50ETF,上海证券交易所50成份,2021,243,0.291,
510710.SH,博时上证50ETF,上海证券交易所50成份,2022,242,0.2042,
510710.SH,博时上证50ETF,上海证券交易所50成份,2023,242,0.1563,
510710.SH,博时上证50ETF,上海证券交易所50成份,2024,242,0.1134,
510710.SH,博时上证50ETF,上海证券交易所50成份,2025,243,0.0876,
510710.SH,博时上证50ETF,上海证券交易所50成份,2026,177,0.0608,
510720.SH,国泰上证国有企业红利ETF,上证国有企业红利,2024,157,0.4508,
510720.SH,国泰上证国有企业红利ETF,上证国有企业红利,2025,243,1.0613,Y
510720.SH,国泰上证国有企业红利ETF,上证国有企业红利,2026,177,1.5513,Y
510760.SH,国泰上证综合ETF,上证综合,2020,76,0.4006,
510760.SH,国泰上证综合ETF,上证综合,2021,243,0.3913,
510760.SH,国泰上证综合ETF,上证综合,2022,242,0.3739,
510760.SH,国泰上证综合ETF,上证综合,2023,242,0.4421,
510760.SH,国泰上证综合ETF,上证综合,2024,242,1.7705,Y
510760.SH,国泰上证综合ETF,上证综合,2025,243,1.2696,Y
510760.SH,国泰上证综合ETF,上证综合,2026,177,2.2652,Y
510770.SH,申万菱信上证G60战略新兴产业成份ETF,上证G60战略新兴产业成份,2021,64,0.0535,
510770.SH,申万菱信上证G60战略新兴产业成份ETF,上证G60战略新兴产业成份,2022,241,0.0046,
510770.SH,申万菱信上证G60战略新兴产业成份ETF,上证G60战略新兴产业成份,2023,242,0.0106,
510770.SH,申万菱信上证G60战略新兴产业成份ETF,上证G60战略新兴产业成份,2024,242,0.0237,
510770.SH,申万菱信上证G60战略新兴产业成份ETF,上证G60战略新兴产业成份,2025,243,0.0136,
510770.SH,申万菱信上证G60战略新兴产业成份ETF,上证G60战略新兴产业成份,2026,177,0.0355,
510800.SH,建信上证50ETF,上海证券交易所50成份,2018,234,0.0336,
510800.SH,建信上证50ETF,上海证券交易所50成份,2019,244,0.0717,
510800.SH,建信上证50ETF,上海证券交易所50成份,2020,243,0.1621,
510800.SH,建信上证50ETF,上海证券交易所50成份,2021,243,0.2078,
510800.SH,建信上证50ETF,上海证券交易所50成份,2022,242,0.1861,
510800.SH,建信上证50ETF,上海证券交易所50成份,2023,242,0.131,
510800.SH,建信上证50ETF,上海证券交易所50成份,2024,242,0.1748,
510800.SH,建信上证50ETF,上海证券交易所50成份,2025,243,0.0968,
510800.SH,建信上证50ETF,上海证券交易所50成份,2026,177,0.0435,
510810.SH,汇添富中证上海国企ETF,中证上海国企,2016,83,0.6786,Y
510810.SH,汇添富中证上海国企ETF,中证上海国企,2017,244,0.3009,
510810.SH,汇添富中证上海国企ETF,中证上海国企,2018,243,0.0277,
510810.SH,汇添富中证上海国企ETF,中证上海国企,2019,236,0.1893,
510810.SH,汇添富中证上海国企ETF,中证上海国企,2020,243,0.1381,
510810.SH,汇添富中证上海国企ETF,中证上海国企,2021,243,0.111,
510810.SH,汇添富中证上海国企ETF,中证上海国企,2022,242,0.0674,
510810.SH,汇添富中证上海国企ETF,中证上海国企,2023,242,0.1068,
510810.SH,汇添富中证上海国企ETF,中证上海国企,2024,242,0.1168,
510810.SH,汇添富中证上海国企ETF,中证上海国企,2025,243,0.153,
510810.SH,汇添富中证上海国企ETF,中证上海国企,2026,177,0.2158,
510850.SH,工银瑞信上证50ETF,上证50,2019,204,1.7853,Y
510850.SH,工银瑞信上证50ETF,上证50,2020,243,1.2865,Y
510850.SH,工银瑞信上证50ETF,上证50,2021,243,0.5766,Y
510850.SH,工银瑞信上证50ETF,上证50,2022,242,0.323,
510850.SH,工银瑞信上证50ETF,上证50,2023,242,0.1567,
510850.SH,工银瑞信上证50ETF,上证50,2024,242,0.1308,
510850.SH,工银瑞信上证50ETF,上证50,2025,243,0.1458,
510850.SH,工银瑞信上证50ETF,上证50,2026,177,0.122,
510860.SH,兴业上证50ETF,上证50,2021,232,0.013,
510880.SH,华泰柏瑞上证红利ETF,上海证券交易所上证红利,2013,238,0.1051,
510880.SH,华泰柏瑞上证红利ETF,上海证券交易所上证红利,2014,245,0.0923,
510880.SH,华泰柏瑞上证红利ETF,上海证券交易所上证红利,2015,244,1.0708,Y
510880.SH,华泰柏瑞上证红利ETF,上海证券交易所上证红利,2016,244,0.0479,
510880.SH,华泰柏瑞上证红利ETF,上海证券交易所上证红利,2017,244,0.1561,
510880.SH,华泰柏瑞上证红利ETF,上海证券交易所上证红利,2018,243,0.1968,
510880.SH,华泰柏瑞上证红利ETF,上海证券交易所上证红利,2019,244,0.2747,
510880.SH,华泰柏瑞上证红利ETF,上海证券交易所上证红利,2020,243,0.8337,Y
510880.SH,华泰柏瑞上证红利ETF,上海证券交易所上证红利,2021,243,2.7643,Y
510880.SH,华泰柏瑞上证红利ETF,上海证券交易所上证红利,2022,242,2.8652,Y
510880.SH,华泰柏瑞上证红利ETF,上海证券交易所上证红利,2023,242,2.4101,Y
510880.SH,华泰柏瑞上证红利ETF,上海证券交易所上证红利,2024,242,4.5066,Y
510880.SH,华泰柏瑞上证红利ETF,上海证券交易所上证红利,2025,243,4.6891,Y
510880.SH,华泰柏瑞上证红利ETF,上海证券交易所上证红利,2026,177,6.3256,Y
510890.SH,兴业上证红利低波动ETF,上证红利低波动,2019,131,0.0403,
510890.SH,兴业上证红利低波动ETF,上证红利低波动,2020,241,0.0449,
510890.SH,兴业上证红利低波动ETF,上证红利低波动,2021,115,0.0219,
510900.SH,易方达恒生中国企业ETF(QDII),恒生中国企业,2013,238,0.0144,
510900.SH,易方达恒生中国企业ETF(QDII),恒生中国企业,2014,244,0.0106,
510900.SH,易方达恒生中国企业ETF(QDII),恒生中国企业,2015,244,2.206,Y
510900.SH,易方达恒生中国企业ETF(QDII),恒生中国企业,2016,244,4.0041,Y
510900.SH,易方达恒生中国企业ETF(QDII),恒生中国企业,2017,244,9.7578,Y
510900.SH,易方达恒生中国企业ETF(QDII),恒生中国企业,2018,243,14.6976,Y
510900.SH,易方达恒生中国企业ETF(QDII),恒生中国企业,2019,244,9.7342,Y
510900.SH,易方达恒生中国企业ETF(QDII),恒生中国企业,2020,243,15.9439,Y
510900.SH,易方达恒生中国企业ETF(QDII),恒生中国企业,2021,243,8.8902,Y
510900.SH,易方达恒生中国企业ETF(QDII),恒生中国企业,2022,242,4.9643,Y
510900.SH,易方达恒生中国企业ETF(QDII),恒生中国企业,2023,242,3.6331,Y
510900.SH,易方达恒生中国企业ETF(QDII),恒生中国企业,2024,242,4.826,Y
510900.SH,易方达恒生中国企业ETF(QDII),恒生中国企业,2025,243,3.5912,Y
510900.SH,易方达恒生中国企业ETF(QDII),恒生中国企业,2026,177,1.9499,Y
510910.SH,南方上证综合ETF,上证综合,2026,80,0.3372,
510950.SH,广发上证50ETF,上证50,2024,160,0.1874,
510950.SH,广发上证50ETF,上证50,2025,243,0.0702,
510950.SH,广发上证50ETF,上证50,2026,177,0.1381,
510980.SH,汇添富上证综合ETF,上证综合,2024,242,0.4205,
510980.SH,汇添富上证综合ETF,上证综合,2025,243,0.4041,
510980.SH,汇添富上证综合ETF,上证综合,2026,177,0.9492,Y
510990.SH,工银瑞信中证180ESGETF,中证180ESG,2021,125,0.0321,
510990.SH,工银瑞信中证180ESGETF,中证180ESG,2022,242,0.0351,
510990.SH,工银瑞信中证180ESGETF,中证180ESG,2023,242,0.0562,
510990.SH,工银瑞信中证180ESGETF,中证180ESG,2024,242,0.0733,
510990.SH,工银瑞信中证180ESGETF,中证180ESG,2025,243,0.0566,
510990.SH,工银瑞信中证180ESGETF,中证180ESG,2026,177,0.0548,
511010.SH,国泰上证5年期国债ETF,上证5年期国债,2013,187,7.0275,Y
511010.SH,国泰上证5年期国债ETF,上证5年期国债,2014,245,6.1591,Y
511010.SH,国泰上证5年期国债ETF,上证5年期国债,2015,244,6.8325,Y
511010.SH,国泰上证5年期国债ETF,上证5年期国债,2016,244,2.4701,Y
511010.SH,国泰上证5年期国债ETF,上证5年期国债,2017,244,4.7117,Y
511010.SH,国泰上证5年期国债ETF,上证5年期国债,2018,243,1.4385,Y
511010.SH,国泰上证5年期国债ETF,上证5年期国债,2019,244,1.0488,Y
511010.SH,国泰上证5年期国债ETF,上证5年期国债,2020,243,0.8433,Y
511010.SH,国泰上证5年期国债ETF,上证5年期国债,2021,243,0.7814,Y
511010.SH,国泰上证5年期国债ETF,上证5年期国债,2022,242,2.4034,Y
511010.SH,国泰上证5年期国债ETF,上证5年期国债,2023,242,3.8688,Y
511010.SH,国泰上证5年期国债ETF,上证5年期国债,2024,242,4.4894,Y
511010.SH,国泰上证5年期国债ETF,上证5年期国债,2025,243,11.571,Y
511010.SH,国泰上证5年期国债ETF,上证5年期国债,2026,177,12.3139,Y
511020.SH,平安中证5-10年期国债活跃券ETF,中证5-10年期国债活跃券,2019,193,0.0049,
511020.SH,平安中证5-10年期国债活跃券ETF,中证5-10年期国债活跃券,2020,225,0.0037,
511020.SH,平安中证5-10年期国债活跃券ETF,中证5-10年期国债活跃券,2021,196,0.0017,
511020.SH,平安中证5-10年期国债活跃券ETF,中证5-10年期国债活跃券,2022,230,0.5758,Y
511020.SH,平安中证5-10年期国债活跃券ETF,中证5-10年期国债活跃券,2023,242,4.3799,Y
511020.SH,平安中证5-10年期国债活跃券ETF,中证5-10年期国债活跃券,2024,242,3.523,Y
511020.SH,平安中证5-10年期国债活跃券ETF,中证5-10年期国债活跃券,2025,243,5.9542,Y
511020.SH,平安中证5-10年期国债活跃券ETF,中证5-10年期国债活跃券,2026,177,9.3541,Y
511030.SH,平安中债-中高等级公司债利差因子ETF,中债-中高等级公司债利差因子,2019,184,0.004,
511030.SH,平安中债-中高等级公司债利差因子ETF,中债-中高等级公司债利差因子,2020,207,0.0054,
511030.SH,平安中债-中高等级公司债利差因子ETF,中债-中高等级公司债利差因子,2021,242,0.0155,
511030.SH,平安中债-中高等级公司债利差因子ETF,中债-中高等级公司债利差因子,2022,242,0.5404,Y
511030.SH,平安中债-中高等级公司债利差因子ETF,中债-中高等级公司债利差因子,2023,242,2.4766,Y
511030.SH,平安中债-中高等级公司债利差因子ETF,中债-中高等级公司债利差因子,2024,242,4.4033,Y
511030.SH,平安中债-中高等级公司债利差因子ETF,中债-中高等级公司债利差因子,2025,243,17.0785,Y
511030.SH,平安中债-中高等级公司债利差因子ETF,中债-中高等级公司债利差因子,2026,177,29.483,Y
511050.SH,兴业上证1-5年期地方政府债ETF,上证1-5年期地方政府债,2020,99,0.0003,
511050.SH,兴业上证1-5年期地方政府债ETF,上证1-5年期地方政府债,2021,95,0.0005,
511060.SH,海富通上证5年期地方政府债ETF,上证5年期地方政府债,2020,241,0.1157,
511060.SH,海富通上证5年期地方政府债ETF,上证5年期地方政府债,2021,239,0.0501,
511060.SH,海富通上证5年期地方政府债ETF,上证5年期地方政府债,2022,242,1.3335,Y
511060.SH,海富通上证5年期地方政府债ETF,上证5年期地方政府债,2023,242,3.7296,Y
511060.SH,海富通上证5年期地方政府债ETF,上证5年期地方政府债,2024,242,2.4574,Y
511060.SH,海富通上证5年期地方政府债ETF,上证5年期地方政府债,2025,243,10.6599,Y
511060.SH,海富通上证5年期地方政府债ETF,上证5年期地方政府债,2026,177,11.8055,Y
511070.SH,南方上证基准做市公司债ETF,上证基准做市公司债,2025,229,62.4543,Y
511070.SH,南方上证基准做市公司债ETF,上证基准做市公司债,2026,177,70.2475,Y
511090.SH,鹏扬中债-30年期国债ETF,中债-30年期国债,2023,136,0.9683,Y
511090.SH,鹏扬中债-30年期国债ETF,中债-30年期国债,2024,242,16.0365,Y
511090.SH,鹏扬中债-30年期国债ETF,中债-30年期国债,2025,243,83.9953,Y
511090.SH,鹏扬中债-30年期国债ETF,中债-30年期国债,2026,177,42.6573,Y
511100.SH,华夏上证基准做市国债ETF,上证基准做市国债,2024,242,16.2005,Y
511100.SH,华夏上证基准做市国债ETF,上证基准做市国债,2025,243,36.9784,Y
511100.SH,华夏上证基准做市国债ETF,上证基准做市国债,2026,177,98.8689,Y
511110.SH,易方达上证基准做市公司债ETF,上证基准做市公司债,2025,227,35.1235,Y
511110.SH,易方达上证基准做市公司债ETF,上证基准做市公司债,2026,177,64.4499,Y
511120.SH,广发上证AAA科技创新公司债ETF,上证AAA科技创新公司债,2025,114,37.5142,Y
511120.SH,广发上证AAA科技创新公司债ETF,上证AAA科技创新公司债,2026,177,33.9981,Y
511130.SH,博时上证30年期国债ETF,上证30年期国债,2024,186,15.1439,Y
511130.SH,博时上证30年期国债ETF,上证30年期国债,2025,243,29.9843,Y
511130.SH,博时上证30年期国债ETF,上证30年期国债,2026,177,25.2042,Y
511150.SH,永赢上证AAA科技创新公司债ETF,上证AAA科技创新公司债,2025,65,32.997,Y
511150.SH,永赢上证AAA科技创新公司债ETF,上证AAA科技创新公司债,2026,177,24.9601,Y
511160.SH,东财中证1-3年国债ETF,中证1-3年国债,2025,241,4.34,Y
511160.SH,东财中证1-3年国债ETF,中证1-3年国债,2026,177,2.1044,Y
511180.SH,海富通上证投资级可转债及可交换债券ETF,上证投资级可转债及可交换债券,2020,86,0.1346,
511180.SH,海富通上证投资级可转债及可交换债券ETF,上证投资级可转债及可交换债券,2021,243,0.3861,
511180.SH,海富通上证投资级可转债及可交换债券ETF,上证投资级可转债及可交换债券,2022,242,0.887,Y
511180.SH,海富通上证投资级可转债及可交换债券ETF,上证投资级可转债及可交换债券,2023,242,1.8484,Y
511180.SH,海富通上证投资级可转债及可交换债券ETF,上证投资级可转债及可交换债券,2024,242,3.3357,Y
511180.SH,海富通上证投资级可转债及可交换债券ETF,上证投资级可转债及可交换债券,2025,243,13.7234,Y
511180.SH,海富通上证投资级可转债及可交换债券ETF,上证投资级可转债及可交换债券,2026,177,24.919,Y
511190.SH,海富通上证基准做市公司债ETF,上证基准做市公司债,2025,225,30.0092,Y
511190.SH,海富通上证基准做市公司债ETF,上证基准做市公司债,2026,177,10.1826,Y
511200.SH,华夏上证基准做市公司债ETF,上证基准做市公司债,2025,223,49.4371,Y
511200.SH,华夏上证基准做市公司债ETF,上证基准做市公司债,2026,177,60.6325,Y
511210.SH,博时上证企债30ETF,上证企债30,2013,91,0.1953,
511210.SH,博时上证企债30ETF,上证企债30,2014,239,0.0767,
511210.SH,博时上证企债30ETF,上证企债30,2015,212,0.0101,
511210.SH,博时上证企债30ETF,上证企债30,2016,210,0.0034,
511210.SH,博时上证企债30ETF,上证企债30,2017,100,0.0006,
511220.SH,海富通上证城投债ETF,上证城投债,2015,238,0.0446,
511220.SH,海富通上证城投债ETF,上证城投债,2016,244,0.0508,
511220.SH,海富通上证城投债ETF,上证城投债,2017,244,0.1159,
511220.SH,海富通上证城投债ETF,上证城投债,2018,243,0.0776,
511220.SH,海富通上证城投债ETF,上证城投债,2019,244,0.0447,
511220.SH,海富通上证城投债ETF,上证城投债,2020,243,0.0465,
511220.SH,海富通上证城投债ETF,上证城投债,2021,243,0.045,
511220.SH,海富通上证城投债ETF,上证城投债,2022,242,0.6236,Y
511220.SH,海富通上证城投债ETF,上证城投债,2023,242,2.8026,Y
511220.SH,海富通上证城投债ETF,上证城投债,2024,242,3.6819,Y
511220.SH,海富通上证城投债ETF,上证城投债,2025,243,6.2667,Y
511220.SH,海富通上证城投债ETF,上证城投债,2026,177,13.7223,Y
511230.SH,海富通上证周期产业债ETF,上证周期产业债,2017,140,0.0004,
511230.SH,海富通上证周期产业债ETF,上证周期产业债,2018,69,0.0056,
511260.SH,国泰上证10年期国债ETF,上证10年期国债,2017,87,0.0909,
511260.SH,国泰上证10年期国债ETF,上证10年期国债,2018,242,0.2034,
511260.SH,国泰上证10年期国债ETF,上证10年期国债,2019,244,0.1544,
511260.SH,国泰上证10年期国债ETF,上证10年期国债,2020,243,0.6137,Y
511260.SH,国泰上证10年期国债ETF,上证10年期国债,2021,243,1.0312,Y
511260.SH,国泰上证10年期国债ETF,上证10年期国债,2022,242,2.9143,Y
511260.SH,国泰上证10年期国债ETF,上证10年期国债,2023,242,4.2077,Y
511260.SH,国泰上证10年期国债ETF,上证10年期国债,2024,242,4.1104,Y
511260.SH,国泰上证10年期国债ETF,上证10年期国债,2025,243,34.4217,Y
511260.SH,国泰上证10年期国债ETF,上证10年期国债,2026,177,40.3975,Y
511270.SH,海富通上证10年期地方政府债ETF,上证10年期地方政府债,2019,243,0.0712,
511270.SH,海富通上证10年期地方政府债ETF,上证10年期地方政府债,2020,241,0.1842,
511270.SH,海富通上证10年期地方政府债ETF,上证10年期地方政府债,2021,242,0.0615,
511270.SH,海富通上证10年期地方政府债ETF,上证10年期地方政府债,2022,242,1.1226,Y
511270.SH,海富通上证10年期地方政府债ETF,上证10年期地方政府债,2023,242,3.8343,Y
511270.SH,海富通上证10年期地方政府债ETF,上证10年期地方政府债,2024,242,2.9741,Y
511270.SH,海富通上证10年期地方政府债ETF,上证10年期地方政府债,2025,243,11.1037,Y
511270.SH,海富通上证10年期地方政府债ETF,上证10年期地方政府债,2026,177,17.189,Y
511280.SH,华夏上证3-5年期中高评级可质押信用债ETF,上证3-5年期中高评级可质押信用债,2018,119,0.0118,
511280.SH,华夏上证3-5年期中高评级可质押信用债ETF,上证3-5年期中高评级可质押信用债,2019,136,0.0011,
511280.SH,华夏上证3-5年期中高评级可质押信用债ETF,上证3-5年期中高评级可质押信用债,2020,101,0.0026,
511280.SH,华夏上证3-5年期中高评级可质押信用债ETF,上证3-5年期中高评级可质押信用债,2021,73,0.0008,
511290.SH,广发上证10年期国债ETF,上证10年期国债,2018,109,0.0173,
511290.SH,广发上证10年期国债ETF,上证10年期国债,2019,93,0.0028,
511290.SH,广发上证10年期国债ETF,上证10年期国债,2020,74,0.001,
511310.SH,富国中证10年期国债ETF,中证10年期国债,2018,146,0.0185,
511310.SH,富国中证10年期国债ETF,中证10年期国债,2019,102,0.0003,
511310.SH,富国中证10年期国债ETF,中证10年期国债,2020,121,0.0011,
511310.SH,富国中证10年期国债ETF,中证10年期国债,2021,158,0.0017,
511310.SH,富国中证10年期国债ETF,中证10年期国债,2022,179,0.002,
511360.SH,海富通中证短融ETF,中证短融,2020,64,0.1541,
511360.SH,海富通中证短融ETF,中证短融,2021,243,2.5005,Y
511360.SH,海富通中证短融ETF,中证短融,2022,242,42.1286,Y
511360.SH,海富通中证短融ETF,中证短融,2023,242,77.3468,Y
511360.SH,海富通中证短融ETF,中证短融,2024,242,109.1775,Y
511360.SH,海富通中证短融ETF,中证短融,2025,243,184.7186,Y
511360.SH,海富通中证短融ETF,中证短融,2026,177,357.3249,Y
511380.SH,博时中证可转债及可交换债券ETF,中证可转债及可交换债券,2020,182,0.7588,Y
511380.SH,博时中证可转债及可交换债券ETF,中证可转债及可交换债券,2021,243,0.8743,Y
511380.SH,博时中证可转债及可交换债券ETF,中证可转债及可交换债券,2022,242,3.0683,Y
511380.SH,博时中证可转债及可交换债券ETF,中证可转债及可交换债券,2023,242,6.7274,Y
511380.SH,博时中证可转债及可交换债券ETF,中证可转债及可交换债券,2024,242,18.511,Y
511380.SH,博时中证可转债及可交换债券ETF,中证可转债及可交换债券,2025,243,71.3382,Y
511380.SH,博时中证可转债及可交换债券ETF,中证可转债及可交换债券,2026,177,102.4937,Y
511520.SH,富国中债7-10年政策性金融债ETF,中债7-10年政策性金融债,2023,242,33.4681,Y
511520.SH,富国中债7-10年政策性金融债ETF,中债7-10年政策性金融债,2024,242,67.5209,Y
511520.SH,富国中债7-10年政策性金融债ETF,中债7-10年政策性金融债,2025,243,66.0799,Y
511520.SH,富国中债7-10年政策性金融债ETF,中债7-10年政策性金融债,2026,177,19.6038,Y
511580.SH,招商中证国债及政策性金融债0-3年ETF,中证国债及政策性金融债0-3年,2023,242,2.0868,Y
511580.SH,招商中证国债及政策性金融债0-3年ETF,中证国债及政策性金融债0-3年,2024,236,1.3777,Y
511580.SH,招商中证国债及政策性金融债0-3年ETF,中证国债及政策性金融债0-3年,2025,243,2.9907,Y
511580.SH,招商中证国债及政策性金融债0-3年ETF,中证国债及政策性金融债0-3年,2026,177,28.5574,Y
511600.SH,华安日日鑫货币ETF-H,7天通知存款利率,2016,64,12.8155,Y
511600.SH,华安日日鑫货币ETF-H,7天通知存款利率,2017,244,0.8666,Y
511600.SH,华安日日鑫货币ETF-H,7天通知存款利率,2018,243,0.3857,
511600.SH,华安日日鑫货币ETF-H,7天通知存款利率,2019,244,0.1225,
511600.SH,华安日日鑫货币ETF-H,7天通知存款利率,2020,243,0.0633,
511600.SH,华安日日鑫货币ETF-H,7天通知存款利率,2021,243,0.0265,
511600.SH,华安日日鑫货币ETF-H,7天通知存款利率,2022,242,0.009,
511600.SH,华安日日鑫货币ETF-H,7天通知存款利率,2023,241,0.0124,
511600.SH,华安日日鑫货币ETF-H,7天通知存款利率,2024,241,0.0116,
511600.SH,华安日日鑫货币ETF-H,7天通知存款利率,2025,242,0.0331,
511600.SH,华安日日鑫货币ETF-H,7天通知存款利率,2026,177,0.075,
511620.SH,国泰瞬利货币ETF-A,七天通知存款利率,2017,75,0.0595,
511620.SH,国泰瞬利货币ETF-A,七天通知存款利率,2018,237,0.0071,
511620.SH,国泰瞬利货币ETF-A,七天通知存款利率,2019,244,0.0078,
511620.SH,国泰瞬利货币ETF-A,七天通知存款利率,2020,243,0.0043,
511620.SH,国泰瞬利货币ETF-A,七天通知存款利率,2021,243,0.0072,
511620.SH,国泰瞬利货币ETF-A,七天通知存款利率,2022,242,0.0055,
511620.SH,国泰瞬利货币ETF-A,七天通知存款利率,2023,242,0.2219,
511620.SH,国泰瞬利货币ETF-A,七天通知存款利率,2024,242,0.0979,
