symbol,year,bars,avg_daily_amount_yi,total_amount_yi
515260.SH,2023,242,0.138,33.39
515260.SH,2024,242,0.1345,32.55
515260.SH,2025,243,0.2056,49.96
515260.SH,2026,177,0.5701,100.91
511180.SH,2020,86,0.1346,11.58
511180.SH,2021,243,0.3861,93.81
511180.SH,2022,242,0.887,214.65
511180.SH,2023,242,1.8484,447.3
511180.SH,2024,242,3.3357,807.23
511180.SH,2025,243,13.7234,3334.79
511180.SH,2026,177,24.919,4410.67
518600.SH,2020,101,0.2405,24.29
518600.SH,2021,243,0.0372,9.03
518600.SH,2022,242,0.0306,7.41
518600.SH,2023,242,0.027,6.52
518600.SH,2024,242,0.1583,38.3
518600.SH,2025,243,1.2271,298.19
518600.SH,2026,177,3.6346,643.32
518680.SH,2020,107,0.1464,15.67
518680.SH,2021,243,0.0378,9.18
518680.SH,2022,242,0.1486,35.96
518680.SH,2023,242,0.2291,55.44
518680.SH,2024,242,0.1505,36.43
518680.SH,2025,243,1.5574,378.45
518680.SH,2026,177,3.067,542.86
510570.SH,2020,96,0.0102,0.98
510570.SH,2021,243,0.0081,1.98
510570.SH,2022,241,0.0005,0.13
510570.SH,2023,232,0.0005,0.11
510570.SH,2024,235,0.0037,0.88
510570.SH,2025,243,0.0076,1.84
510570.SH,2026,177,0.0291,5.15
515560.SH,2020,113,0.9061,102.39
515560.SH,2021,243,0.3307,80.35
515560.SH,2022,242,0.1089,26.35
515560.SH,2023,242,0.075,18.15
515560.SH,2024,242,0.1006,24.34
515560.SH,2025,243,0.0706,17.16
515560.SH,2026,177,0.1202,21.28
159814.SZ,2020,114,0.1627,18.55
159814.SZ,2021,243,0.1666,40.48
159814.SZ,2022,242,0.1805,43.67
159814.SZ,2023,242,0.2508,60.68
159814.SZ,2024,242,0.3703,89.62
159814.SZ,2025,243,0.4507,109.53
159814.SZ,2026,177,0.4653,82.37
159810.SZ,2020,119,0.1125,13.39
159810.SZ,2021,243,0.0616,14.98
159810.SZ,2022,241,0.041,9.88
159810.SZ,2023,242,0.0211,5.11
159810.SZ,2024,242,0.0486,11.77
159810.SZ,2025,243,0.0301,7.32
159810.SZ,2026,177,0.0367,6.5
513080.SH,2020,137,0.0355,4.87
513080.SH,2021,243,0.0183,4.44
513080.SH,2022,242,0.0217,5.26
513080.SH,2023,242,0.0592,14.33
513080.SH,2024,242,0.4921,119.08
513080.SH,2025,242,4.8746,1179.65
513080.SH,2026,177,0.9224,163.27
515100.SH,2020,124,0.2079,25.79
515100.SH,2021,243,0.05,12.16
515100.SH,2022,242,0.1611,38.98
515100.SH,2023,242,0.645,156.08
515100.SH,2024,242,1.2615,305.28
515100.SH,2025,243,1.1291,274.37
515100.SH,2026,177,1.4144,250.34
515770.SH,2020,132,0.5219,68.89
515770.SH,2021,243,0.2299,55.87
515770.SH,2022,242,0.1618,39.16
515770.SH,2023,242,0.1288,31.17
515770.SH,2024,242,0.0971,23.49
515770.SH,2025,243,0.0698,16.96
515770.SH,2026,177,0.0361,6.4
515190.SH,2020,149,0.0203,3.02
515190.SH,2021,243,0.002,0.48
515190.SH,2022,242,0.0009,0.23
515190.SH,2023,236,0.0004,0.1
515190.SH,2024,236,0.0058,1.36
515190.SH,2025,243,0.028,6.81
515190.SH,2026,177,0.0625,11.05
159812.SZ,2020,147,0.049,7.21
159812.SZ,2021,243,0.0101,2.46
159812.SZ,2022,242,0.0065,1.58
159812.SZ,2023,242,0.0045,1.1
159812.SZ,2024,242,0.02,4.84
159812.SZ,2025,243,0.2033,49.4
159812.SZ,2026,177,0.378,66.91
518660.SH,2020,147,0.255,37.48
518660.SH,2021,243,0.0321,7.81
518660.SH,2022,242,0.0403,9.75
518660.SH,2023,242,0.0486,11.77
518660.SH,2024,242,0.1346,32.56
518660.SH,2025,243,1.8995,461.58
518660.SH,2026,177,3.3744,597.27
515960.SH,2020,139,0.115,15.99
515960.SH,2021,243,0.0254,6.17
515960.SH,2022,242,0.0734,17.76
515960.SH,2023,242,0.0714,17.28
515960.SH,2024,242,0.0548,13.27
515960.SH,2025,243,0.053,12.88
515960.SH,2026,177,0.0597,10.56
159813.SZ,2020,151,0.5091,76.87
159813.SZ,2021,243,0.4684,113.83
159813.SZ,2022,242,0.776,187.8
159813.SZ,2023,242,1.6706,404.28
159813.SZ,2024,242,2.1995,532.28
159813.SZ,2025,243,3.686,895.69
159813.SZ,2026,177,4.28,757.56
518850.SH,2020,142,0.1205,17.11
518850.SH,2021,243,0.0557,13.53
518850.SH,2022,242,0.0833,20.17
518850.SH,2023,242,0.0978,23.68
518850.SH,2024,242,0.2868,69.41
518850.SH,2025,243,4.0132,975.21
518850.SH,2026,177,6.8975,1220.86
510200.SH,2020,162,0.0669,10.84
510200.SH,2021,243,0.0554,13.46
510200.SH,2022,242,0.0218,5.29
510200.SH,2023,242,0.0243,5.88
510200.SH,2024,242,0.0653,15.81
510200.SH,2025,243,0.0655,15.92
510200.SH,2026,177,0.0529,9.37
515130.SH,2020,161,0.1143,18.41
515130.SH,2021,243,0.106,25.77
515130.SH,2022,242,0.1164,28.17
515130.SH,2023,242,0.1303,31.53
515130.SH,2024,242,0.1164,28.18
515130.SH,2025,243,0.1364,33.14
515130.SH,2026,177,0.1044,18.47
159811.SZ,2020,171,0.4529,77.45
159811.SZ,2021,243,0.1633,39.69
159811.SZ,2022,242,0.116,28.07
159811.SZ,2023,242,0.1073,25.97
159811.SZ,2024,242,0.067,16.22
159811.SZ,2025,243,0.0702,17.06
159811.SZ,2026,177,0.2514,44.49
159992.SZ,2020,179,2.6908,481.66
159992.SZ,2021,243,1.674,406.79
159992.SZ,2022,242,1.6292,394.27
159992.SZ,2023,242,3.0458,737.09
159992.SZ,2024,242,2.8975,701.2
159992.SZ,2025,243,5.0662,1231.08
159992.SZ,2026,177,8.2954,1468.29
159998.SZ,2020,178,0.3762,66.97
159998.SZ,2021,243,0.1433,34.83
159998.SZ,2022,242,0.1492,36.1
159998.SZ,2023,242,0.794,192.16
159998.SZ,2024,242,0.4971,120.3
159998.SZ,2025,243,1.008,244.95
159998.SZ,2026,177,1.2956,229.32
515890.SH,2020,173,0.0547,9.46
515890.SH,2021,243,0.0359,8.71
515890.SH,2022,242,0.1412,34.16
515890.SH,2023,242,0.1575,38.11
515890.SH,2024,242,0.1792,43.36
515890.SH,2025,243,0.1006,24.44
515890.SH,2026,177,0.0788,13.96
159991.SZ,2020,169,0.0889,15.02
159991.SZ,2021,243,0.1107,26.91
159991.SZ,2022,242,0.0964,23.33
159991.SZ,2023,242,0.0587,14.19
159991.SZ,2024,242,0.0999,24.17
159991.SZ,2025,243,0.0684,16.61
159991.SZ,2026,177,0.0551,9.76
159807.SZ,2020,187,0.6565,122.77
159807.SZ,2021,243,0.5381,130.76
159807.SZ,2022,242,0.2994,72.47
159807.SZ,2023,242,0.18,43.55
159807.SZ,2024,242,0.3382,81.85
159807.SZ,2025,243,0.4061,98.68
159807.SZ,2026,177,0.5128,90.77
515950.SH,2020,185,0.0815,15.08
515950.SH,2021,243,0.1284,31.19
515950.SH,2022,242,0.2845,68.85
515950.SH,2023,242,0.2752,66.61
515950.SH,2024,242,0.22,53.23
515950.SH,2025,243,0.2031,49.36
515950.SH,2026,177,0.1335,23.62
513090.SH,2020,189,1.4992,283.34
513090.SH,2021,243,2.8262,686.76
513090.SH,2022,242,3.064,741.49
513090.SH,2023,242,5.1307,1241.64
513090.SH,2024,242,27.8449,6738.48
513090.SH,2025,243,98.4548,23924.52
513090.SH,2026,177,57.8456,10238.67
159806.SZ,2020,193,0.6485,125.15
159806.SZ,2021,243,0.7961,193.45
159806.SZ,2022,242,0.6175,149.42
159806.SZ,2023,242,0.504,121.96
159806.SZ,2024,242,0.2474,59.87
159806.SZ,2025,243,0.2217,53.86
159806.SZ,2026,177,0.2369,41.93
511380.SH,2020,182,0.7588,138.1
511380.SH,2021,243,0.8743,212.47
511380.SH,2022,242,3.0683,742.54
511380.SH,2023,242,6.7274,1628.02
511380.SH,2024,242,18.511,4479.66
511380.SH,2025,243,71.3382,17335.19
511380.SH,2026,177,102.4937,18141.39
159805.SZ,2020,174,0.2822,49.1
159805.SZ,2021,243,0.1074,26.11
159805.SZ,2022,242,0.1198,28.98
159805.SZ,2023,242,0.2715,65.71
159805.SZ,2024,242,0.3165,76.6
159805.SZ,2025,243,0.2387,58.0
159805.SZ,2026,177,0.7475,132.31
159804.SZ,2020,186,0.074,13.77
159804.SZ,2021,243,0.0166,4.04
159804.SZ,2022,242,0.0039,0.94
159804.SZ,2023,242,0.0028,0.68
159804.SZ,2024,242,0.0071,1.72
159804.SZ,2025,243,0.0043,1.04
159804.SZ,2026,177,0.0031,0.55
515630.SH,2020,183,0.2141,39.19
515630.SH,2021,243,0.1287,31.26
515630.SH,2022,242,0.0862,20.85
515630.SH,2023,242,0.083,20.09
515630.SH,2024,242,0.1166,28.21
515630.SH,2025,243,0.279,67.81
515630.SH,2026,177,0.5411,95.78
159997.SZ,2020,193,0.7213,139.22
159997.SZ,2021,243,0.6437,156.41
159997.SZ,2022,242,0.3647,88.26
159997.SZ,2023,242,0.5724,138.52
159997.SZ,2024,242,0.4138,100.15
159997.SZ,2025,243,0.3458,84.02
159997.SZ,2026,177,0.8255,146.11
159996.SZ,2020,197,0.499,98.29
159996.SZ,2021,243,0.6533,158.74
159996.SZ,2022,242,1.0569,255.77
159996.SZ,2023,242,1.0959,265.2
159996.SZ,2024,242,0.9478,229.37
159996.SZ,2025,243,0.701,170.34
159996.SZ,2026,177,0.6876,121.71
515030.SH,2020,205,4.2085,862.75
515030.SH,2021,243,4.9553,1204.14
515030.SH,2022,242,3.9009,944.02
515030.SH,2023,242,2.6288,636.16
515030.SH,2024,242,1.3841,334.95
515030.SH,2025,243,1.3009,316.11
515030.SH,2026,177,2.2122,391.55
515160.SH,2020,207,0.0433,8.97
515160.SH,2021,243,0.0091,2.22
515160.SH,2022,242,0.0349,8.44
515160.SH,2023,242,0.0646,15.64
515160.SH,2024,242,0.0693,16.77
515160.SH,2025,243,0.0269,6.54
515160.SH,2026,177,0.0159,2.82
159994.SZ,2020,208,2.9426,612.06
159994.SZ,2021,243,0.923,224.29
159994.SZ,2022,242,0.3497,84.63
159994.SZ,2023,242,0.3063,74.12
159994.SZ,2024,242,0.3219,77.91
159994.SZ,2025,243,0.7739,188.05
159994.SZ,2026,177,2.4155,427.54
515210.SH,2020,207,0.4389,90.85
515210.SH,2021,243,1.2438,302.25
515210.SH,2022,242,0.9308,225.26
515210.SH,2023,242,0.6679,161.63
515210.SH,2024,242,0.5299,128.25
515210.SH,2025,243,1.4088,342.33
515210.SH,2026,177,1.276,225.85
515850.SH,2020,213,0.114,24.29
515850.SH,2021,243,0.1171,28.46
515850.SH,2022,242,0.1524,36.88
515850.SH,2023,242,0.2086,50.47
515850.SH,2024,242,0.1417,34.29
515850.SH,2025,243,0.3109,75.55
515850.SH,2026,177,0.4452,78.8
515220.SH,2020,207,0.6098,126.22
515220.SH,2021,243,2.0937,508.77
515220.SH,2022,242,3.2767,792.97
515220.SH,2023,242,1.7422,421.6
515220.SH,2024,242,1.9535,472.74
515220.SH,2025,243,4.5858,1114.34
515220.SH,2026,177,9.1402,1617.81
159801.SZ,2020,216,2.6936,581.83
159801.SZ,2021,243,0.7707,187.27
159801.SZ,2022,242,0.4177,101.08
159801.SZ,2023,242,0.6072,146.93
159801.SZ,2024,242,0.6384,154.5
159801.SZ,2025,243,1.2681,308.15
159801.SZ,2026,177,2.3713,419.71
159995.SZ,2020,222,16.1756,3590.99
159995.SZ,2021,243,8.459,2055.55
159995.SZ,2022,242,5.2742,1276.35
159995.SZ,2023,242,6.1611,1490.98
159995.SZ,2024,242,6.4325,1556.65
159995.SZ,2025,243,8.1161,1972.21
159995.SZ,2026,177,10.921,1933.02
515090.SH,2020,214,0.1066,22.82
515090.SH,2021,243,0.0182,4.42
515090.SH,2022,242,0.034,8.23
515090.SH,2023,242,0.0554,13.4
515090.SH,2024,242,0.0582,14.09
515090.SH,2025,242,0.0069,1.68
515090.SH,2026,177,0.0136,2.4
515450.SH,2020,210,0.0726,15.25
515450.SH,2021,243,0.1766,42.91
515450.SH,2022,242,0.2951,71.4
515450.SH,2023,242,0.3018,73.03
515450.SH,2024,242,0.4997,120.92
515450.SH,2025,243,1.4698,357.17
515450.SH,2026,177,1.979,350.29
515700.SH,2020,222,3.4147,758.07
515700.SH,2021,243,3.4438,836.84
515700.SH,2022,242,2.3119,559.48
515700.SH,2023,242,1.569,379.7
515700.SH,2024,242,0.8317,201.26
515700.SH,2025,243,0.709,172.28
515700.SH,2026,177,0.6907,122.25
515380.SH,2020,192,1.4368,275.87
515380.SH,2021,243,1.4834,360.47
515380.SH,2022,242,1.0181,246.38
515380.SH,2023,242,1.0564,255.66
515380.SH,2024,242,0.7454,180.38
515380.SH,2025,243,0.3676,89.34
515380.SH,2026,177,0.2291,40.54
159993.SZ,2020,223,0.8369,186.63
159993.SZ,2021,243,0.7814,189.89
159993.SZ,2022,242,0.4253,102.93
159993.SZ,2023,242,0.5312,128.55
159993.SZ,2024,242,0.6434,155.69
159993.SZ,2025,243,1.1839,287.68
159993.SZ,2026,177,1.1576,204.89
515350.SH,2020,223,0.1852,41.29
515350.SH,2021,243,0.1505,36.58
515350.SH,2022,242,0.1405,34.01
515350.SH,2023,242,0.0834,20.18
515350.SH,2024,242,0.0562,13.59
515350.SH,2025,243,0.0518,12.59
515350.SH,2026,177,0.0514,9.1
515980.SH,2020,222,0.3049,67.69
515980.SH,2021,243,0.129,31.34
515980.SH,2022,242,0.0417,10.09
515980.SH,2023,242,0.3845,93.04
515980.SH,2024,242,0.997,241.28
515980.SH,2025,243,2.9044,705.77
515980.SH,2026,177,3.9234,694.44
159970.SZ,2020,237,0.0662,15.7
159970.SZ,2021,243,0.0084,2.04
159970.SZ,2022,241,0.0139,3.35
159970.SZ,2023,240,0.0173,4.16
159970.SZ,2024,241,0.011,2.64
159970.SZ,2025,242,0.0078,1.88
159970.SZ,2026,177,0.0122,2.15
501090.SH,2020,241,0.0404,9.75
501090.SH,2021,243,0.0331,8.04
501090.SH,2022,242,0.0091,2.21
501090.SH,2023,242,0.0055,1.34
501090.SH,2024,242,0.0099,2.39
501090.SH,2025,243,0.0108,2.62
501090.SH,2026,177,0.0088,1.56
512730.SH,2020,223,0.1057,23.58
512730.SH,2021,243,0.1501,36.47
512730.SH,2022,242,0.1064,25.74
512730.SH,2023,242,0.1104,26.73
512730.SH,2024,242,0.0938,22.69
512730.SH,2025,243,0.104,25.26
512730.SH,2026,177,0.0899,15.91
159981.SZ,2020,232,0.045,10.43
159981.SZ,2021,243,0.2204,53.56
159981.SZ,2022,242,0.3407,82.45
159981.SZ,2023,242,0.271,65.57
159981.SZ,2024,242,0.2747,66.49
159981.SZ,2025,243,1.1096,269.64
159981.SZ,2026,177,11.9548,2116.0
515390.SH,2020,237,0.1992,47.22
515390.SH,2021,243,0.2985,72.53
515390.SH,2022,242,0.5231,126.6
515390.SH,2023,242,0.2353,56.95
515390.SH,2024,242,0.297,71.87
515390.SH,2025,243,0.2663,64.7
515390.SH,2026,177,1.0756,190.38
515070.SH,2019,6,0.3573,2.14
515070.SH,2020,243,0.5751,139.74
515070.SH,2021,243,0.1342,32.61
515070.SH,2022,242,0.0792,19.17
515070.SH,2023,242,0.4202,101.69
515070.SH,2024,242,0.8986,217.46
515070.SH,2025,243,2.1862,531.25
515070.SH,2026,177,2.4124,427.0
515330.SH,2019,4,0.7389,2.96
515330.SH,2020,243,0.2338,56.81
515330.SH,2021,243,0.1195,29.04
515330.SH,2022,242,0.1327,32.12
515330.SH,2023,242,0.0937,22.68
515330.SH,2024,242,0.3555,86.04
515330.SH,2025,243,0.3286,79.84
515330.SH,2026,177,0.2935,51.94
515310.SH,2019,5,0.3786,1.89
515310.SH,2020,243,0.0295,7.17
515310.SH,2021,243,0.0313,7.6
515310.SH,2022,242,0.0303,7.33
515310.SH,2023,242,0.0766,18.54
515310.SH,2024,242,0.2039,49.34
515310.SH,2025,243,0.2269,55.14
515310.SH,2026,177,0.2717,48.09
515080.SH,2019,3,0.7148,2.14
515080.SH,2020,243,0.1065,25.88
515080.SH,2021,243,0.2447,59.46
515080.SH,2022,242,0.5374,130.06
515080.SH,2023,242,1.52,367.84
515080.SH,2024,242,2.2141,535.8
515080.SH,2025,243,2.1582,524.44
515080.SH,2026,177,3.3809,598.43
515060.SH,2020,242,0.0328,7.93
515060.SH,2021,243,0.0439,10.66
515060.SH,2022,242,0.2458,59.48
515060.SH,2023,242,0.3805,92.08
515060.SH,2024,242,0.3868,93.61
515060.SH,2025,243,0.2805,68.15
515060.SH,2026,177,0.4341,76.83
515180.SH,2019,8,0.5969,4.78
515180.SH,2020,243,0.1986,48.25
515180.SH,2021,243,0.2657,64.57
515180.SH,2022,242,0.4629,112.03
515180.SH,2023,242,0.497,120.28
515180.SH,2024,242,0.9158,221.63
515180.SH,2025,243,1.3744,333.98
515180.SH,2026,177,3.4978,619.11
515660.SH,2019,6,0.0062,0.04
515660.SH,2020,243,0.0168,4.08
515660.SH,2021,243,0.0329,8.0
515660.SH,2022,242,0.0092,2.24
515660.SH,2023,242,0.0084,2.02
515660.SH,2024,242,0.0379,9.18
515660.SH,2025,243,0.0651,15.81
515660.SH,2026,177,0.0401,7.1
159982.SZ,2020,214,0.1434,30.69
159982.SZ,2021,243,0.1623,39.45
159982.SZ,2022,242,0.1188,28.76
159982.SZ,2023,242,0.0872,21.1
159982.SZ,2024,242,0.1973,47.76
159982.SZ,2025,243,0.0892,21.68
159982.SZ,2026,177,0.1828,32.35
515550.SH,2019,5,0.3802,1.9
515550.SH,2020,242,0.0072,1.74
515550.SH,2021,243,0.0015,0.37
515550.SH,2022,238,0.0009,0.21
515550.SH,2023,236,0.0006,0.14
515550.SH,2024,238,0.0034,0.81
515550.SH,2025,243,0.0042,1.02
515550.SH,2026,177,0.0175,3.1
515750.SH,2019,18,1.0532,18.96
515750.SH,2020,243,0.9656,234.65
515750.SH,2021,243,0.2699,65.59
515750.SH,2022,242,0.2242,54.26
515750.SH,2023,242,0.1952,47.24
515750.SH,2024,242,0.1098,26.58
515750.SH,2025,243,0.1883,45.76
515750.SH,2026,177,0.1646,29.14
515590.SH,2020,231,0.06,13.85
515590.SH,2021,242,0.0074,1.8
515590.SH,2022,242,0.0091,2.21
515590.SH,2023,242,0.0057,1.38
515590.SH,2024,242,0.0136,3.29
515590.SH,2025,241,0.0089,2.15
515590.SH,2026,177,0.0162,2.87
159975.SZ,2020,243,0.1588,38.58
159975.SZ,2021,243,0.0894,21.73
159975.SZ,2022,242,0.1145,27.72
159975.SZ,2023,242,0.0524,12.68
159975.SZ,2024,242,0.0638,15.44
159975.SZ,2025,243,0.0273,6.63
159975.SZ,2026,177,0.0443,7.83
511060.SH,2019,14,0.5066,7.09
511060.SH,2020,241,0.1157,27.88
511060.SH,2021,239,0.0501,11.98
511060.SH,2022,242,1.3335,322.7
511060.SH,2023,242,3.7296,902.55
511060.SH,2024,242,2.4574,594.68
511060.SH,2025,243,10.6599,2590.36
511060.SH,2026,177,11.8055,2089.57
515150.SH,2020,234,0.3851,90.12
515150.SH,2021,243,0.0856,20.79
515150.SH,2022,242,0.0339,8.19
515150.SH,2023,242,0.0758,18.35
515150.SH,2024,242,0.1027,24.86
515150.SH,2025,243,0.0442,10.75
515150.SH,2026,177,0.0343,6.07
515990.SH,2020,232,0.1408,32.65
515990.SH,2021,243,0.021,5.11
515990.SH,2022,239,0.0024,0.57
515990.SH,2023,242,0.0552,13.36
515990.SH,2024,242,0.0514,12.43
515990.SH,2025,243,0.0129,3.15
515990.SH,2026,177,0.0175,3.09
515110.SH,2020,234,0.3745,87.63
515110.SH,2021,243,0.0795,19.31
515110.SH,2022,242,0.1289,31.2
515110.SH,2023,242,0.1141,27.61
515110.SH,2024,242,0.0655,15.84
515110.SH,2025,243,0.0584,14.2
515110.SH,2026,177,0.0861,15.24
159976.SZ,2020,232,0.1806,41.91
159976.SZ,2021,243,0.0223,5.43
159976.SZ,2022,242,0.0226,5.46
159976.SZ,2023,241,0.0094,2.26
159976.SZ,2024,239,0.0074,1.76
159976.SZ,2025,243,0.0086,2.09
159976.SZ,2026,177,0.0245,4.33
515200.SH,2019,33,0.2623,8.66
515200.SH,2020,243,0.1072,26.05
515200.SH,2021,243,0.0805,19.55
515200.SH,2022,242,0.0498,12.04
515200.SH,2023,242,0.026,6.3
515200.SH,2024,242,0.0402,9.74
515200.SH,2025,243,0.0387,9.4
515200.SH,2026,177,0.0362,6.41
159980.SZ,2019,6,0.1571,0.94
159980.SZ,2020,243,0.2888,70.19
159980.SZ,2021,243,0.3584,87.09
159980.SZ,2022,242,0.6518,157.73
159980.SZ,2023,242,0.5449,131.87
159980.SZ,2024,242,1.0435,252.53
159980.SZ,2025,243,1.9232,467.33
159980.SZ,2026,177,6.7678,1197.91
515020.SH,2019,21,0.1016,2.13
515020.SH,2020,243,0.026,6.32
515020.SH,2021,243,0.0359,8.72
515020.SH,2022,242,0.0531,12.84
515020.SH,2023,242,0.125,30.26
515020.SH,2024,242,0.1472,35.62
515020.SH,2025,243,0.2825,68.65
515020.SH,2026,177,1.1811,209.05
510530.SH,2020,242,0.2496,60.41
510530.SH,2021,243,0.0453,11.01
510530.SH,2022,242,0.0442,10.7
510530.SH,2023,242,0.0444,10.75
510530.SH,2024,242,0.0555,13.43
510530.SH,2025,243,0.0683,16.6
510530.SH,2026,177,0.0615,10.88
515650.SH,2019,37,0.2115,7.82
515650.SH,2020,243,0.4045,98.3
515650.SH,2021,243,0.6372,154.84
515650.SH,2022,242,0.6657,161.11
515650.SH,2023,242,0.6738,163.07
515650.SH,2024,242,0.5013,121.32
515650.SH,2025,243,0.7373,179.16
515650.SH,2026,177,0.7538,133.42
515810.SH,2019,48,0.2713,13.02
515810.SH,2020,243,0.0788,19.16
515810.SH,2021,243,0.0657,15.95
515810.SH,2022,242,0.1037,25.1
515810.SH,2023,242,0.0883,21.37
515810.SH,2024,242,0.0967,23.39
515810.SH,2025,243,0.1176,28.59
515810.SH,2026,177,0.1439,25.47
515800.SH,2019,12,1.6312,19.57
515800.SH,2020,243,0.5321,129.29
515800.SH,2021,243,0.3428,83.31
515800.SH,2022,242,0.388,93.9
515800.SH,2023,242,1.1645,281.81
515800.SH,2024,242,1.3027,315.24
515800.SH,2025,243,0.9564,232.41
515800.SH,2026,177,1.2132,214.73
515580.SH,2019,47,0.5212,24.5
515580.SH,2020,243,0.2241,54.46
515580.SH,2021,242,0.137,33.16
515580.SH,2022,242,0.1633,39.52
515580.SH,2023,242,0.1499,36.27
515580.SH,2024,242,0.144,34.86
515580.SH,2025,243,0.1289,31.32
515580.SH,2026,177,0.1292,22.88
515860.SH,2019,51,0.3973,20.26
515860.SH,2020,243,0.2253,54.76
515860.SH,2021,243,0.0792,19.24
515860.SH,2022,242,0.0301,7.28
515860.SH,2023,242,0.027,6.54
515860.SH,2024,242,0.0246,5.96
515860.SH,2025,243,0.0392,9.52
515860.SH,2026,177,0.0735,13.01
159985.SZ,2019,19,0.1029,1.96
159985.SZ,2020,243,0.2811,68.3
159985.SZ,2021,243,0.1648,40.06
159985.SZ,2022,242,0.4295,103.94
159985.SZ,2023,242,0.8341,201.86
159985.SZ,2024,242,2.6416,639.27
159985.SZ,2025,243,2.98,724.14
159985.SZ,2026,177,5.1637,913.97
515360.SH,2019,43,0.0457,1.97
515360.SH,2020,240,0.012,2.89
515360.SH,2021,243,0.0146,3.55
515360.SH,2022,242,0.0083,2.01
515360.SH,2023,242,0.0019,0.47
515360.SH,2024,241,0.0121,2.93
515360.SH,2025,240,0.0111,2.66
515360.SH,2026,177,0.0151,2.67
512970.SH,2019,37,0.2874,10.63
512970.SH,2020,243,0.2246,54.57
512970.SH,2021,243,0.0023,0.57
512970.SH,2022,241,0.014,3.38
512970.SH,2023,242,0.0017,0.41
512970.SH,2024,242,0.0018,0.42
512970.SH,2025,243,0.0036,0.88
512970.SH,2026,177,0.015,2.66
515680.SH,2019,10,0.157,1.57
515680.SH,2020,243,0.4147,100.78
515680.SH,2021,243,0.0801,19.47
515680.SH,2022,240,0.021,5.03
515680.SH,2023,242,0.2335,56.5
515680.SH,2024,242,0.1234,29.87
515680.SH,2025,243,0.0647,15.73
515680.SH,2026,177,0.0505,8.93
159974.SZ,2019,10,0.0278,0.28
159974.SZ,2020,242,0.0871,21.08
159974.SZ,2021,240,0.0123,2.96
159974.SZ,2022,241,0.0533,12.84
159974.SZ,2023,242,0.1272,30.77
159974.SZ,2024,242,0.0724,17.53
159974.SZ,2025,243,0.023,5.6
159974.SZ,2026,177,0.016,2.83
515600.SH,2019,10,0.0537,0.54
515600.SH,2020,242,0.2696,65.24
515600.SH,2021,241,0.0471,11.36
515600.SH,2022,242,0.0183,4.43
515600.SH,2023,242,0.4257,103.02
515600.SH,2024,242,0.2504,60.59
515600.SH,2025,243,0.1054,25.62
515600.SH,2026,177,0.071,12.57
515900.SH,2019,10,0.0345,0.35
515900.SH,2020,243,0.5194,126.21
515900.SH,2021,243,0.1001,24.33
515900.SH,2022,242,0.1704,41.23
515900.SH,2023,242,0.7445,180.17
515900.SH,2024,242,0.5909,142.99
515900.SH,2025,243,0.1655,40.21
515900.SH,2026,177,0.0879,15.55
515050.SH,2019,55,2.7475,151.11
515050.SH,2020,243,11.2014,2721.93
515050.SH,2021,243,2.7406,665.97
515050.SH,2022,242,1.1075,268.02
515050.SH,2023,242,0.8339,201.8
515050.SH,2024,242,0.9564,231.44
515050.SH,2025,243,2.593,630.09
515050.SH,2026,177,9.4856,1678.95
515010.SH,2019,39,0.0996,3.88
515010.SH,2020,243,0.0614,14.92
515010.SH,2021,243,0.1245,30.26
515010.SH,2022,242,0.1189,28.76
515010.SH,2023,242,0.1829,44.27
515010.SH,2024,242,0.3108,75.21
515010.SH,2025,243,0.5019,121.95
515010.SH,2026,177,0.5444,96.35
159977.SZ,2019,63,0.4151,26.15
159977.SZ,2020,243,0.4092,99.44
159977.SZ,2021,243,0.2806,68.19
159977.SZ,2022,242,0.2338,56.57
159977.SZ,2023,242,0.3574,86.49
159977.SZ,2024,242,0.7538,182.41
159977.SZ,2025,243,1.0651,258.83
159977.SZ,2026,177,2.1695,384.0
510100.SH,2019,60,0.2405,14.43
510100.SH,2020,243,0.1634,39.7
510100.SH,2021,243,0.2279,55.37
510100.SH,2022,242,0.3297,79.8
510100.SH,2023,241,1.0581,255.0
510100.SH,2024,242,1.9127,462.87
510100.SH,2025,243,2.3288,565.89
510100.SH,2026,177,4.2035,744.03
512530.SH,2019,67,0.1616,10.83
512530.SH,2020,243,0.0237,5.77
512530.SH,2021,243,0.0069,1.68
512530.SH,2022,242,0.0053,1.28
512530.SH,2023,242,0.0281,6.81
512530.SH,2024,242,0.0447,10.82
512530.SH,2025,243,0.0475,11.54
512530.SH,2026,177,0.0665,11.77
159972.SZ,2019,38,0.4102,15.59
159972.SZ,2020,243,0.1935,47.03
159972.SZ,2021,238,0.2089,49.72
159972.SZ,2022,242,0.3455,83.62
159972.SZ,2023,242,0.4872,117.9
159972.SZ,2024,242,1.1293,273.28
159972.SZ,2025,243,12.9879,3156.06
159972.SZ,2026,177,15.1979,2690.02
515880.SH,2019,77,1.6426,126.48
515880.SH,2020,243,1.5637,379.98
515880.SH,2021,243,0.9506,230.99
515880.SH,2022,242,0.4315,104.43
515880.SH,2023,242,1.5533,375.89
515880.SH,2024,242,2.2861,553.25
515880.SH,2025,243,7.6642,1862.4
515880.SH,2026,177,32.1968,5698.83
515300.SH,2019,69,0.1353,9.34
515300.SH,2020,243,0.0455,11.06
515300.SH,2021,243,0.0142,3.44
515300.SH,2022,242,0.0122,2.95
