symbol,year,bars,avg_daily_amount_yi,total_amount_yi
560300.SH,2023,10,0.232,2.32
560300.SH,2024,242,0.0439,10.63
560300.SH,2025,243,0.0403,9.8
560300.SH,2026,177,0.0228,4.04
560780.SH,2023,14,0.1649,2.31
560780.SH,2024,242,0.0712,17.24
560780.SH,2025,243,0.3716,90.31
560780.SH,2026,177,5.4883,971.42
159555.SZ,2023,14,0.2817,3.94
159555.SZ,2024,242,0.1029,24.9
159555.SZ,2025,242,0.0642,15.53
159555.SZ,2026,177,0.085,15.05
159559.SZ,2023,14,0.2265,3.17
159559.SZ,2024,242,0.0439,10.63
159559.SZ,2025,243,0.981,238.38
159559.SZ,2026,177,1.5388,272.36
159350.SZ,2023,15,1.8013,27.02
159350.SZ,2024,242,0.6721,162.65
159350.SZ,2025,243,0.4336,105.37
159350.SZ,2026,177,0.5703,100.94
159150.SZ,2023,15,2.0534,30.8
159150.SZ,2024,242,0.3254,78.75
159150.SZ,2025,243,0.1279,31.07
159150.SZ,2026,177,0.1037,18.36
513630.SH,2023,16,1.2288,19.66
513630.SH,2024,242,1.0975,265.59
513630.SH,2025,243,3.3082,803.88
513630.SH,2026,177,3.8263,677.25
159505.SZ,2023,20,0.1188,2.38
159505.SZ,2024,241,0.0214,5.16
159505.SZ,2025,242,0.0122,2.96
159505.SZ,2026,177,0.0444,7.86
159661.SZ,2023,21,0.1076,2.26
159661.SZ,2024,242,0.0482,11.67
159661.SZ,2025,242,0.0429,10.38
159661.SZ,2026,177,0.0528,9.34
562600.SH,2023,15,0.0892,1.34
562600.SH,2024,242,0.0126,3.06
562600.SH,2025,243,0.0846,20.56
562600.SH,2026,177,0.2957,52.34
159549.SZ,2023,15,0.141,2.11
159549.SZ,2024,242,0.1033,25.0
159549.SZ,2025,243,0.0565,13.72
159549.SZ,2026,177,0.1269,22.46
510980.SH,2023,21,0.3075,6.46
510980.SH,2024,242,0.4205,101.75
510980.SH,2025,243,0.4041,98.19
510980.SH,2026,177,0.9492,168.01
561010.SH,2023,15,0.2575,3.86
561010.SH,2024,242,0.0467,11.31
561010.SH,2025,243,0.0769,18.7
561010.SH,2026,177,0.1731,30.64
513350.SH,2023,24,0.1026,2.46
513350.SH,2024,242,0.1763,42.65
513350.SH,2025,242,2.8943,700.41
513350.SH,2026,177,13.5406,2396.69
513730.SH,2023,21,0.8951,18.8
513730.SH,2024,242,1.3361,323.35
513730.SH,2025,243,1.1453,278.3
513730.SH,2026,177,0.4645,82.21
513750.SH,2023,25,0.1184,2.96
513750.SH,2024,242,0.6022,145.74
513750.SH,2025,243,8.7828,2134.21
513750.SH,2026,177,11.0355,1953.28
159560.SZ,2023,30,0.1342,4.03
159560.SZ,2024,242,0.1199,29.01
159560.SZ,2025,243,0.1418,34.46
159560.SZ,2026,177,0.2384,42.19
159543.SZ,2023,30,0.1278,3.83
159543.SZ,2024,242,0.0244,5.91
159543.SZ,2025,243,0.0115,2.79
159543.SZ,2026,177,0.0393,6.96
588880.SH,2023,32,0.6776,21.68
588880.SH,2024,242,0.3895,94.25
588880.SH,2025,243,0.2967,72.1
588880.SH,2026,177,0.1304,23.09
588800.SH,2023,32,9.8913,316.52
588800.SH,2024,242,5.0056,1211.35
588800.SH,2025,243,1.9159,465.56
588800.SH,2026,177,3.0317,536.62
159551.SZ,2023,32,0.1955,6.26
159551.SZ,2024,242,0.1064,25.76
159551.SZ,2025,243,0.2463,59.86
159551.SZ,2026,177,0.2645,46.81
588210.SH,2023,32,0.2083,6.67
588210.SH,2024,242,0.1172,28.37
588210.SH,2025,243,0.0904,21.97
588210.SH,2026,177,0.1424,25.21
513850.SH,2023,31,0.1114,3.45
513850.SH,2024,242,2.0345,492.35
513850.SH,2025,243,1.3906,337.91
513850.SH,2026,177,0.9367,165.8
561780.SH,2023,36,0.1698,6.11
561780.SH,2024,242,0.0293,7.1
561780.SH,2025,243,0.03,7.28
561780.SH,2026,177,0.0425,7.52
159518.SZ,2023,33,0.1289,4.26
159518.SZ,2024,242,0.3622,87.64
159518.SZ,2025,241,3.8785,934.72
159518.SZ,2026,177,14.9361,2643.69
563330.SH,2023,39,0.4815,18.78
563330.SH,2024,242,0.2372,57.4
563330.SH,2025,243,0.2,48.59
563330.SH,2026,177,0.37,65.49
513870.SH,2023,42,0.1281,5.38
513870.SH,2024,242,0.786,190.22
513870.SH,2025,243,1.2404,301.41
513870.SH,2026,177,1.0623,188.03
517520.SH,2023,43,0.1843,7.93
517520.SH,2024,242,0.7448,180.23
517520.SH,2025,243,3.0008,729.2
517520.SH,2026,177,7.0961,1256.02
561360.SH,2023,44,0.1514,6.66
561360.SH,2024,242,0.1442,34.89
561360.SH,2025,243,0.1658,40.28
561360.SH,2026,177,3.1452,556.7
159520.SZ,2023,44,0.0978,4.3
159520.SZ,2024,242,0.0603,14.59
159520.SZ,2025,243,0.0951,23.12
159520.SZ,2026,177,0.0735,13.01
159541.SZ,2023,44,0.2202,9.69
159541.SZ,2024,242,0.2384,57.7
159541.SZ,2025,243,0.1621,39.39
159541.SZ,2026,177,0.0905,16.01
560280.SH,2023,45,0.1292,5.82
560280.SH,2024,242,0.1074,25.99
560280.SH,2025,243,0.2994,72.75
560280.SH,2026,177,1.8107,320.5
159546.SZ,2023,51,0.223,11.38
159546.SZ,2024,242,0.1324,32.05
159546.SZ,2025,243,0.1513,36.76
159546.SZ,2026,177,0.526,93.11
562590.SH,2023,53,0.0606,3.21
562590.SH,2024,242,0.1156,27.97
562590.SH,2025,243,0.3684,89.53
562590.SH,2026,177,4.2872,758.84
563200.SH,2023,53,0.3819,20.24
563200.SH,2024,242,0.0999,24.19
563200.SH,2025,243,0.0319,7.76
563200.SH,2026,177,0.0883,15.64
560020.SH,2023,55,0.0823,4.52
560020.SH,2024,242,0.0303,7.34
560020.SH,2025,243,0.0171,4.17
560020.SH,2026,177,0.0344,6.08
562030.SH,2023,57,0.1474,8.4
562030.SH,2024,242,0.11,26.62
562030.SH,2025,243,0.153,37.17
562030.SH,2026,177,0.0654,11.57
513190.SH,2023,58,0.0608,3.52
513190.SH,2024,242,0.209,50.59
513190.SH,2025,243,2.5358,616.19
513190.SH,2026,177,4.2455,751.45
159537.SZ,2023,59,0.1228,7.25
159537.SZ,2024,241,0.06,14.45
159537.SZ,2025,243,0.3194,77.62
159537.SZ,2026,177,0.0879,15.56
159540.SZ,2023,61,0.0621,3.79
159540.SZ,2024,242,0.0313,7.58
159540.SZ,2025,243,0.1505,36.57
159540.SZ,2026,177,0.2795,49.47
159539.SZ,2023,61,0.0832,5.08
159539.SZ,2024,241,0.0557,13.42
159539.SZ,2025,242,0.1101,26.64
159539.SZ,2026,177,0.0654,11.57
159538.SZ,2023,65,0.1257,8.17
159538.SZ,2024,241,0.067,16.14
159538.SZ,2025,243,0.1987,48.29
159538.SZ,2026,177,0.1291,22.84
159535.SZ,2023,65,0.2909,18.91
159535.SZ,2024,242,0.0768,18.59
159535.SZ,2025,243,0.0261,6.35
159535.SZ,2026,177,0.0633,11.21
159532.SZ,2023,66,0.3621,23.9
159532.SZ,2024,242,0.091,22.02
159532.SZ,2025,243,0.1318,32.03
159532.SZ,2026,177,0.3672,65.0
561370.SH,2023,66,0.2639,17.42
561370.SH,2024,242,0.0453,10.96
561370.SH,2025,243,0.0097,2.36
561370.SH,2026,177,0.0158,2.8
159536.SZ,2023,66,0.6354,41.94
159536.SZ,2024,242,0.1952,47.24
159536.SZ,2025,243,0.0994,24.16
159536.SZ,2026,177,0.1591,28.15
560220.SH,2023,69,0.1202,8.3
560220.SH,2024,242,0.0388,9.38
560220.SH,2025,243,0.024,5.84
560220.SH,2026,177,0.05,8.85
159531.SZ,2023,69,0.3347,23.1
159531.SZ,2024,242,1.0062,243.49
159531.SZ,2025,243,1.1934,289.99
159531.SZ,2026,177,1.66,293.81
560260.SH,2023,70,0.2182,15.28
560260.SH,2024,242,0.1227,29.7
560260.SH,2025,243,0.1462,35.53
560260.SH,2026,177,0.0987,17.47
562660.SH,2023,71,0.277,19.67
562660.SH,2024,242,0.112,27.11
562660.SH,2025,243,0.1412,34.31
562660.SH,2026,177,0.4145,73.37
561060.SH,2023,66,0.081,5.35
561060.SH,2024,242,0.0632,15.29
561060.SH,2025,243,0.0263,6.39
561060.SH,2026,177,0.043,7.61
588220.SH,2023,70,6.6417,464.92
588220.SH,2024,242,5.8052,1404.86
588220.SH,2025,243,3.2856,798.4
588220.SH,2026,177,5.893,1043.07
588120.SH,2023,70,3.1734,222.14
588120.SH,2024,242,2.0275,490.65
588120.SH,2025,243,0.7705,187.22
588120.SH,2026,177,0.864,152.94
588190.SH,2023,70,2.812,196.84
588190.SH,2024,242,2.8265,684.02
588190.SH,2025,243,2.2632,549.96
588190.SH,2026,177,1.7422,308.37
588030.SH,2023,70,6.8607,480.25
588030.SH,2024,242,5.8892,1425.18
588030.SH,2025,243,3.3071,803.62
588030.SH,2026,177,2.7306,483.31
563300.SH,2023,71,0.8026,56.99
563300.SH,2024,242,3.5649,862.69
563300.SH,2025,243,3.8022,923.95
563300.SH,2026,177,6.0523,1071.26
159523.SZ,2023,68,0.0424,2.88
159523.SZ,2024,242,0.0315,7.61
159523.SZ,2025,243,0.0353,8.57
159523.SZ,2026,177,0.0969,17.14
560590.SH,2023,64,0.0494,3.16
560590.SH,2024,241,0.015,3.63
560590.SH,2025,243,0.0149,3.63
560590.SH,2026,177,0.0346,6.12
561280.SH,2023,65,0.1249,8.12
561280.SH,2024,242,0.0466,11.28
561280.SH,2025,243,0.046,11.17
561280.SH,2026,177,0.1055,18.68
159515.SZ,2023,77,0.0503,3.87
159515.SZ,2024,242,0.0377,9.13
159515.SZ,2025,243,0.0216,5.25
159515.SZ,2026,176,0.0253,4.45
159521.SZ,2023,76,0.5218,39.66
159521.SZ,2024,242,0.1106,26.76
159521.SZ,2025,242,0.029,7.03
159521.SZ,2026,177,0.0264,4.68
159517.SZ,2023,78,0.0872,6.8
159517.SZ,2024,241,0.0523,12.6
159517.SZ,2025,242,0.045,10.88
159517.SZ,2026,177,0.0461,8.16
159519.SZ,2023,81,0.2123,17.19
159519.SZ,2024,242,0.2959,71.6
159519.SZ,2025,243,0.2675,65.01
159519.SZ,2026,177,0.3816,67.54
588110.SH,2023,81,0.5771,46.75
588110.SH,2024,242,0.253,61.23
588110.SH,2025,243,0.3025,73.51
588110.SH,2026,177,0.3931,69.58
588020.SH,2023,81,0.311,25.19
588020.SH,2024,242,0.1787,43.25
588020.SH,2025,243,0.5028,122.19
588020.SH,2026,177,1.8118,320.69
561980.SH,2023,80,0.1293,10.34
561980.SH,2024,242,0.3804,92.06
561980.SH,2025,243,1.1715,284.67
561980.SH,2026,177,3.7224,658.87
513810.SH,2023,80,0.0748,5.98
513810.SH,2024,242,0.0325,7.87
513810.SH,2025,243,0.0931,22.63
513810.SH,2026,177,0.1204,21.31
159696.SZ,2023,85,0.0615,5.23
159696.SZ,2024,242,0.1814,43.89
159696.SZ,2025,243,1.1829,287.44
159696.SZ,2026,177,0.7558,133.78
159699.SZ,2023,87,0.3016,26.24
159699.SZ,2024,242,0.4126,99.84
159699.SZ,2025,243,1.1511,279.72
159699.SZ,2026,177,0.4252,75.26
159510.SZ,2023,92,0.0401,3.69
159510.SZ,2024,242,0.0613,14.85
159510.SZ,2025,243,0.0261,6.35
159510.SZ,2026,177,0.0319,5.64
159511.SZ,2023,99,0.0571,5.65
159511.SZ,2024,242,0.0385,9.32
159511.SZ,2025,243,0.0826,20.07
159511.SZ,2026,177,0.259,45.84
561260.SH,2023,97,0.3085,29.92
561260.SH,2024,242,0.1685,40.77
561260.SH,2025,243,0.0557,13.54
561260.SH,2026,177,0.0556,9.84
561790.SH,2023,97,0.3363,32.62
561790.SH,2024,242,0.1841,44.55
561790.SH,2025,243,0.0527,12.8
561790.SH,2026,177,0.0306,5.42
562850.SH,2023,97,0.2419,23.47
562850.SH,2024,242,0.1345,32.56
562850.SH,2025,243,0.0679,16.5
562850.SH,2026,177,0.1438,25.45
159698.SZ,2023,90,0.0849,7.64
159698.SZ,2024,242,0.045,10.89
159698.SZ,2025,243,0.1774,43.11
159698.SZ,2026,177,0.8092,143.22
159509.SZ,2023,98,0.5844,57.27
159509.SZ,2024,242,12.231,2959.89
159509.SZ,2025,243,10.7983,2623.98
159509.SZ,2026,177,7.5739,1340.58
560950.SH,2023,104,0.1483,15.42
560950.SH,2024,242,0.0268,6.49
560950.SH,2025,243,0.0233,5.66
560950.SH,2026,177,0.0105,1.85
159516.SZ,2023,106,0.7424,78.69
159516.SZ,2024,242,0.9993,241.84
159516.SZ,2025,243,3.3715,819.27
159516.SZ,2026,177,31.8839,5643.46
159512.SZ,2023,108,0.2319,25.05
159512.SZ,2024,242,0.1815,43.93
159512.SZ,2025,243,0.1109,26.95
159512.SZ,2026,177,0.106,18.77
159513.SZ,2023,105,0.1623,17.04
159513.SZ,2024,242,1.3146,318.14
159513.SZ,2025,243,1.1387,276.71
159513.SZ,2026,177,1.5621,276.5
159686.SZ,2023,112,0.0369,4.14
159686.SZ,2024,241,0.0087,2.09
159686.SZ,2025,243,0.0236,5.73
159686.SZ,2026,177,0.0991,17.55
563010.SH,2023,116,0.0558,6.47
563010.SH,2024,242,0.0193,4.66
563010.SH,2025,243,0.0467,11.35
563010.SH,2026,177,0.125,22.13
159508.SZ,2023,115,0.0637,7.33
159508.SZ,2024,242,0.0309,7.48
159508.SZ,2025,243,0.0279,6.79
159508.SZ,2026,176,0.0688,12.11
562380.SH,2023,121,0.3098,37.48
562380.SH,2024,242,0.0985,23.83
562380.SH,2025,243,0.0516,12.54
562380.SH,2026,177,0.071,12.56
563050.SH,2023,121,0.1528,18.49
563050.SH,2024,242,0.0935,22.63
563050.SH,2025,243,0.0709,17.23
563050.SH,2026,177,0.1014,17.94
159690.SZ,2023,121,0.0311,3.76
159690.SZ,2024,241,0.0083,2.01
159690.SZ,2025,243,0.0566,13.74
159690.SZ,2026,177,0.451,79.83
560170.SH,2023,121,0.7269,87.96
560170.SH,2024,242,0.6073,146.95
560170.SH,2025,243,0.3205,77.88
560170.SH,2026,177,0.4814,85.21
159673.SZ,2023,114,0.0533,6.08
159673.SZ,2024,242,0.361,87.36
159673.SZ,2025,243,0.5703,138.57
159673.SZ,2026,177,0.6801,120.38
560030.SH,2023,119,0.0702,8.36
560030.SH,2024,242,0.0317,7.68
560030.SH,2025,243,0.0089,2.17
560030.SH,2026,176,0.0035,0.62
159506.SZ,2023,124,0.6583,81.63
159506.SZ,2024,242,1.1943,289.03
159506.SZ,2025,243,5.3495,1299.93
159506.SZ,2026,177,4.8546,859.27
159507.SZ,2023,130,0.1781,23.16
159507.SZ,2024,242,0.0486,11.76
159507.SZ,2025,241,0.0563,13.56
159507.SZ,2026,177,0.5154,91.23
159501.SZ,2023,135,0.2428,32.78
159501.SZ,2024,242,1.3985,338.43
159501.SZ,2025,243,2.7066,657.71
159501.SZ,2026,177,1.279,226.39
513040.SH,2023,137,0.0844,11.56
513040.SH,2024,242,0.2233,54.05
513040.SH,2025,243,2.2826,554.66
513040.SH,2026,177,6.4468,1141.09
562920.SH,2023,137,0.0427,5.85
562920.SH,2024,242,0.0265,6.42
562920.SH,2025,243,0.0254,6.16
562920.SH,2026,177,0.0875,15.48
561960.SH,2023,141,0.1876,26.46
561960.SH,2024,242,0.0543,13.14
561960.SH,2025,243,0.0214,5.19
561960.SH,2026,177,0.0161,2.84
560700.SH,2023,141,0.6676,94.13
560700.SH,2024,242,0.3316,80.24
560700.SH,2025,243,0.193,46.91
560700.SH,2026,177,0.1096,19.41
560070.SH,2023,141,0.3025,42.66
560070.SH,2024,242,0.1488,36.02
560070.SH,2025,243,0.0612,14.88
560070.SH,2026,177,0.0357,6.33
562930.SH,2023,142,0.0456,6.48
562930.SH,2024,242,0.0339,8.21
562930.SH,2025,243,0.0638,15.51
562930.SH,2026,177,0.5861,103.74
511090.SH,2023,136,0.9683,131.69
511090.SH,2024,242,16.0365,3880.83
511090.SH,2025,243,83.9953,20410.87
511090.SH,2026,177,42.6573,7550.34
561580.SH,2023,146,0.595,86.87
561580.SH,2024,242,0.4663,112.85
561580.SH,2025,243,0.3095,75.2
561580.SH,2026,177,0.8075,142.93
560330.SH,2023,151,0.1237,18.68
560330.SH,2024,242,0.0753,18.21
560330.SH,2025,243,0.0349,8.48
560330.SH,2026,177,0.0164,2.9
159692.SZ,2023,151,0.2337,35.29
159692.SZ,2024,242,0.2306,55.81
159692.SZ,2025,243,0.4369,106.16
159692.SZ,2026,177,0.8407,148.8
159695.SZ,2023,160,0.0803,12.85
159695.SZ,2024,242,0.0899,21.76
159695.SZ,2025,243,0.2007,48.76
159695.SZ,2026,177,0.5648,99.97
560580.SH,2023,158,0.0786,12.42
560580.SH,2024,242,0.0528,12.78
560580.SH,2025,243,0.0367,8.92
560580.SH,2026,177,0.1449,25.65
159622.SZ,2023,161,0.1193,19.21
159622.SZ,2024,242,0.0588,14.22
159622.SZ,2025,243,0.3516,85.44
159622.SZ,2026,177,0.9259,163.88
513950.SH,2023,165,0.1551,25.58
513950.SH,2024,242,0.2457,59.47
513950.SH,2025,243,0.4721,114.71
513950.SH,2026,177,0.6137,108.62
513390.SH,2023,162,0.1288,20.86
513390.SH,2024,242,0.5027,121.65
513390.SH,2025,243,1.2848,312.2
513390.SH,2026,177,1.1578,204.94
159697.SZ,2023,164,0.1692,27.74
159697.SZ,2024,242,0.108,26.13
159697.SZ,2025,243,0.0809,19.65
159697.SZ,2026,177,1.6196,286.68
159670.SZ,2023,161,0.0501,8.07
159670.SZ,2024,242,0.0546,13.22
159670.SZ,2025,243,0.0336,8.16
159670.SZ,2026,177,0.0346,6.12
560180.SH,2023,170,0.134,22.77
560180.SH,2024,242,0.0925,22.38
560180.SH,2025,243,0.0722,17.54
560180.SH,2026,177,0.0388,6.88
159659.SZ,2023,168,0.0843,14.17
159659.SZ,2024,242,1.2619,305.39
159659.SZ,2025,243,3.0331,737.03
159659.SZ,2026,177,2.7211,481.63
513970.SH,2023,170,0.1975,33.58
513970.SH,2024,242,0.3744,90.61
513970.SH,2025,243,1.467,356.47
513970.SH,2026,177,0.9078,160.69
562330.SH,2023,173,0.1608,27.82
562330.SH,2024,242,0.0772,18.67
562330.SH,2025,243,0.0119,2.9
562330.SH,2026,177,0.0119,2.1
562960.SH,2023,177,0.0383,6.79
562960.SH,2024,242,0.0323,7.82
562960.SH,2025,243,0.0175,4.24
562960.SH,2026,177,0.4258,75.37
159660.SZ,2023,174,0.1405,24.44
159660.SZ,2024,242,0.6721,162.64
159660.SZ,2025,243,1.3435,326.48
159660.SZ,2026,177,1.2482,220.94
159691.SZ,2023,170,0.2584,43.93
159691.SZ,2024,242,1.4158,342.63
159691.SZ,2025,243,2.0865,507.01
159691.SZ,2026,177,2.6156,462.96
561950.SH,2023,169,0.0554,9.36
561950.SH,2024,242,0.0656,15.88
561950.SH,2025,243,0.0615,14.95
561950.SH,2026,177,0.0699,12.37
159676.SZ,2023,177,0.2192,38.8
159676.SZ,2024,242,0.083,20.08
159676.SZ,2025,243,0.0842,20.45
159676.SZ,2026,177,0.1278,22.62
513650.SH,2023,182,0.0886,16.12
513650.SH,2024,242,0.8764,212.09
513650.SH,2025,243,1.2606,306.32
513650.SH,2026,177,2.3703,419.55
159672.SZ,2023,183,0.0666,12.19
159672.SZ,2024,242,0.0648,15.68
159672.SZ,2025,243,0.0428,10.41
159672.SZ,2026,177,0.0412,7.29
159685.SZ,2023,183,0.1863,34.09
159685.SZ,2024,241,0.0689,16.6
159685.SZ,2025,242,0.0284,6.87
159685.SZ,2026,177,0.0368,6.52
561920.SH,2023,186,0.0251,4.66
561920.SH,2024,242,0.0086,2.08
561920.SH,2025,243,0.0099,2.4
561920.SH,2026,177,0.0232,4.11
562550.SH,2023,188,0.0624,11.73
562550.SH,2024,242,0.0343,8.31
562550.SH,2025,243,0.0943,22.91
562550.SH,2026,177,1.2283,217.4
159653.SZ,2023,189,0.0276,5.23
159653.SZ,2024,228,0.0039,0.89
159653.SZ,2025,224,0.0011,0.25
159653.SZ,2026,176,0.0013,0.23
159689.SZ,2023,198,0.0869,17.21
159689.SZ,2024,241,0.0482,11.62
159689.SZ,2025,243,0.0327,7.94
159689.SZ,2026,177,0.0269,4.76
561170.SH,2023,195,0.2679,52.23
561170.SH,2024,242,0.0959,23.21
561170.SH,2025,243,0.1488,36.17
561170.SH,2026,177,0.3978,70.42
513110.SH,2023,193,0.5331,102.88
513110.SH,2024,242,0.8572,207.45
513110.SH,2025,243,1.7928,435.64
513110.SH,2026,177,2.1209,375.4
560090.SH,2023,196,0.2003,39.25
560090.SH,2024,242,0.3148,76.18
560090.SH,2025,243,1.0362,251.8
560090.SH,2026,177,1.2868,227.76
159657.SZ,2023,198,0.0601,11.9
159657.SZ,2024,242,0.0184,4.46
159657.SZ,2025,243,0.0218,5.3
159657.SZ,2026,177,0.0275,4.87
560860.SH,2023,198,0.1294,25.61
560860.SH,2024,242,0.2501,60.52
560860.SH,2025,243,1.1761,285.78
560860.SH,2026,177,5.2135,922.79
159671.SZ,2023,199,0.4132,82.23
159671.SZ,2024,242,0.2432,58.86
159671.SZ,2025,243,0.2226,54.09
159671.SZ,2026,177,0.6824,120.78
563030.SH,2023,198,0.098,19.4
563030.SH,2024,242,0.0814,19.69
563030.SH,2025,243,0.0503,12.23
563030.SH,2026,177,0.0393,6.96
562860.SH,2023,209,0.1777,37.15
562860.SH,2024,242,0.09,21.79
562860.SH,2025,243,0.1023,24.86
562860.SH,2026,177,0.1156,20.46
159678.SZ,2023,208,0.0862,17.93
159678.SZ,2024,242,0.0425,10.3
159678.SZ,2025,243,0.0342,8.31
159678.SZ,2026,177,0.0635,11.24
159679.SZ,2023,211,0.2508,52.91
159679.SZ,2024,242,0.0823,19.91
159679.SZ,2025,243,0.0395,9.6
159679.SZ,2026,177,0.0568,10.06
513560.SH,2023,218,0.0721,15.72
513560.SH,2024,242,0.0648,15.68
513560.SH,2025,243,2.6726,649.43
513560.SH,2026,177,0.7426,131.43
159688.SZ,2023,216,0.9741,210.4
159688.SZ,2024,242,1.2426,300.72
159688.SZ,2025,243,2.471,600.45
159688.SZ,2026,177,1.3077,231.47
159652.SZ,2023,221,0.126,27.86
159652.SZ,2024,242,0.2242,54.25
159652.SZ,2025,243,0.7754,188.42
159652.SZ,2026,177,2.6827,474.83
159666.SZ,2023,218,0.0733,15.98
159666.SZ,2024,242,0.0416,10.06
159666.SZ,2025,243,0.0663,16.11
159666.SZ,2026,177,0.1746,30.9
159669.SZ,2023,236,0.1312,30.97
159669.SZ,2024,242,0.0991,23.99
159669.SZ,2025,243,0.0393,9.56
159669.SZ,2026,177,0.0747,13.21
562320.SH,2023,235,0.1423,33.43
562320.SH,2024,242,0.0579,14.01
562320.SH,2025,243,0.0805,19.56
562320.SH,2026,177,0.0793,14.03
159656.SZ,2023,233,0.1057,24.63
159656.SZ,2024,242,0.1277,30.91
159656.SZ,2025,243,0.121,29.41
159656.SZ,2026,177,0.157,27.8
588320.SH,2023,239,0.0178,4.24
588320.SH,2024,241,0.0185,4.45
588320.SH,2025,243,0.0356,8.65
588320.SH,2026,177,0.1014,17.95
513140.SH,2023,235,0.0782,18.38
513140.SH,2024,242,0.1028,24.88
513140.SH,2025,243,0.4112,99.91
513140.SH,2026,177,0.6088,107.76
159682.SZ,2023,242,2.2568,546.14
159682.SZ,2024,242,2.5038,605.91
159682.SZ,2025,243,2.4803,602.71
159682.SZ,2026,177,3.3515,593.21
159665.SZ,2023,239,0.3483,83.24
159665.SZ,2024,242,0.2351,56.9
159665.SZ,2025,243,0.2938,71.38
159665.SZ,2026,177,0.5552,98.27
561000.SH,2023,236,0.11,25.96
561000.SH,2024,242,0.0856,20.72
561000.SH,2025,243,0.0677,16.45
561000.SH,2026,177,0.0531,9.4
159681.SZ,2023,242,0.6432,155.64
159681.SZ,2024,242,0.3584,86.73
159681.SZ,2025,243,1.1105,269.85
159681.SZ,2026,177,1.3787,244.02
562010.SH,2023,242,0.0459,11.12
562010.SH,2024,242,0.0088,2.13
562010.SH,2025,243,0.0106,2.56
562010.SH,2026,177,0.0156,2.76
159687.SZ,2022,1,3.633,3.63
159687.SZ,2023,242,0.081,19.61
159687.SZ,2024,242,0.6873,166.33
159687.SZ,2025,240,3.2789,786.93
159687.SZ,2026,177,3.3516,593.23
588460.SH,2023,240,0.5994,143.86
588460.SH,2024,242,0.3588,86.83
588460.SH,2025,243,0.5014,121.83
588460.SH,2026,177,0.71,125.67
588370.SH,2022,14,0.5872,8.22
588370.SH,2023,242,0.3206,77.58
588370.SH,2024,242,0.1759,42.57
588370.SH,2025,243,0.0756,18.37
588370.SH,2026,177,0.0789,13.97
561320.SH,2022,17,0.6111,10.39
561320.SH,2023,242,0.1632,39.49
561320.SH,2024,242,0.0688,16.65
561320.SH,2025,243,0.0252,6.13
561320.SH,2026,177,0.0203,3.6
159675.SZ,2022,21,1.1728,24.63
159675.SZ,2023,242,0.1499,36.28
159675.SZ,2024,242,0.1074,26.0
159675.SZ,2025,243,0.0749,18.21
159675.SZ,2026,177,0.0763,13.51
159677.SZ,2022,20,0.8703,17.41
159677.SZ,2023,242,0.354,85.66
159677.SZ,2024,242,0.2289,55.4
159677.SZ,2025,242,0.1073,25.98
159677.SZ,2026,176,0.1042,18.34
561590.SH,2022,15,0.2086,3.13
561590.SH,2023,242,0.1445,34.96
561590.SH,2024,242,0.0741,17.93
561590.SH,2025,243,0.044,10.69
561590.SH,2026,177,0.0652,11.54
159662.SZ,2022,22,0.4798,10.56
159662.SZ,2023,242,0.2911,70.44
159662.SZ,2024,241,0.133,32.06
159662.SZ,2025,243,0.0798,19.38
159662.SZ,2026,177,0.0739,13.08
159680.SZ,2022,23,0.8934,20.55
159680.SZ,2023,242,0.392,94.86
159680.SZ,2024,242,0.2378,57.54
159680.SZ,2025,243,0.3094,75.19
159680.SZ,2026,177,0.7666,135.69
560980.SH,2022,24,0.1382,3.32
560980.SH,2023,242,0.2094,50.69
560980.SH,2024,242,0.1783,43.15
560980.SH,2025,243,0.2794,67.88
560980.SH,2026,177,0.3727,65.97
159627.SZ,2022,23,0.2425,5.58
159627.SZ,2023,242,0.0195,4.72
159627.SZ,2024,241,0.0337,8.13
159627.SZ,2025,242,0.0304,7.36
159627.SZ,2026,177,0.0596,10.55
561180.SH,2022,30,1.3646,40.94
561180.SH,2023,242,0.195,47.18
561180.SH,2024,242,0.0758,18.34
561180.SH,2025,242,0.0366,8.86
561180.SH,2026,177,0.0243,4.3
513310.SH,2022,7,0.3564,2.49
513310.SH,2023,242,0.3178,76.91
513310.SH,2024,242,5.0798,1229.32
513310.SH,2025,243,15.8158,3843.23
513310.SH,2026,177,92.4281,16359.78
588350.SH,2022,37,0.3612,13.36
588350.SH,2023,242,0.0752,18.2
588350.SH,2024,242,0.0457,11.05
588350.SH,2025,243,0.053,12.88
588350.SH,2026,177,0.0567,10.04
159630.SZ,2022,44,0.3902,17.17
159630.SZ,2023,242,0.0523,12.67
159630.SZ,2024,241,0.0475,11.45
159630.SZ,2025,243,0.0157,3.82
159630.SZ,2026,177,0.0052,0.93
561330.SH,2022,44,0.4002,17.61
561330.SH,2023,242,0.1584,38.33
561330.SH,2024,242,0.0868,21.0
561330.SH,2025,243,0.1408,34.22
561330.SH,2026,177,1.0397,184.03
560680.SH,2022,45,0.0966,4.35
560680.SH,2023,242,0.1481,35.84
560680.SH,2024,242,0.1761,42.62
560680.SH,2025,243,0.2059,50.02
560680.SH,2026,177,0.1452,25.7
159655.SZ,2022,49,0.0641,3.14
159655.SZ,2023,242,0.0233,5.64
159655.SZ,2024,242,0.4624,111.89
159655.SZ,2025,243,2.5951,630.61
159655.SZ,2026,177,1.069,189.22
