symbol,trade_date,fd_share,close
511850.SH,20260831,89019.0,100.005
513590.SH,20260831,13051.89,0.766
560680.SH,20260831,33672.56,0.731
513100.SH,20260831,946511.06,2.223
513520.SH,20260831,107688.72,2.274
512910.SH,20260831,13112.88,1.323
515090.SH,20260831,1180.17,1.379
511580.SH,20260831,7010.48,109.656
588290.SH,20260831,472169.1,1.167
561330.SH,20260831,180539.21,0.993
563220.SH,20260831,655101.37,1.274
588070.SH,20260831,4043.7,2.239
517300.SH,20260831,100243.45,0.953
560490.SH,20260831,10548.2,0.986
561460.SH,20260831,90352.0,0.823
561620.SH,20260831,3872.7,1.062
551580.SH,20260831,10702.68,102.221
515790.SH,20260831,599949.4,0.834
512930.SH,20260831,487652.13,0.63
561880.SH,20260831,8238.9,1.275
588230.SH,20260831,77693.9,1.818
513380.SH,20260831,1778278.49,0.528
560720.SH,20260831,9954.8,0.987
517130.SH,20260831,18865.4,0.964
560460.SH,20260831,28953.7,0.894
520710.SH,20260831,9702.9,0.931
589410.SH,20260831,55456.56,0.852
517230.SH,20260831,16854.58,0.987
515960.SH,20260831,23999.19,0.832
520520.SH,20260831,5260.6,0.945
510770.SH,20260831,2161.07,0.918
560520.SH,20260831,5175.1,1.1
513560.SH,20260831,53138.6,1.131
515100.SH,20260831,373369.15,1.413
517090.SH,20260831,5407.5,1.605
510850.SH,20260831,4729.89,3.607
588900.SH,20260831,35278.3,1.871
562340.SH,20260831,814.43,1.451
563750.SH,20260831,34223.7,1.116
512660.SH,20260831,624208.0,1.142
516830.SH,20260831,8967.69,1.036
516010.SH,20260831,247469.3,1.091
516630.SH,20260831,47815.6,1.682
520600.SH,20260831,23586.8,1.007
517160.SH,20260831,182677.75,0.958
588320.SH,20260831,8082.46,1.739
530800.SH,20260831,1820.18,1.213
512390.SH,20260831,1268.2,1.237
562520.SH,20260831,2656.8,1.39
512710.SH,20260831,1170765.84,0.627
561570.SH,20260831,7314.7,1.421
510950.SH,20260831,11002.08,1.001
512760.SH,20260831,955344.55,1.119
518660.SH,20260831,95865.27,9.162
530000.SH,20260831,94602.94,1.394
561380.SH,20260831,633853.4,0.734
588990.SH,20260831,19774.54,3.735
563360.SH,20260831,3170898.74,1.291
588010.SH,20260831,91792.58,1.073
515300.SH,20260831,335467.52,1.307
513310.SH,20260831,242442.7,4.816
513650.SH,20260831,436373.4,2.043
512080.SH,20260831,80018.61,1.306
510680.SH,20260831,2052.47,3.203
562890.SH,20260831,27055.1,1.381
561010.SH,20260831,29435.6,0.885
560770.SH,20260831,165163.3,0.973
588140.SH,20260831,21775.1,1.226
512010.SH,20260831,4034369.49,0.376
511880.SH,20260831,11042206.0,100.751
512900.SH,20260831,747140.6,1.093
512650.SH,20260831,3294.16,1.353
588780.SH,20260831,101590.2,1.014
588820.SH,20260831,15140.0,1.952
588250.SH,20260831,26767.5,1.033
588810.SH,20260831,68132.4,2.563
588880.SH,20260831,10836.8,1.808
560900.SH,20260831,21096.91,0.912
512430.SH,20260831,2872.0,0.909
515480.SH,20260831,2334.07,1.065
512410.SH,20260831,4107.17,1.104
561400.SH,20260831,4451.9,1.03
515180.SH,20260831,1288863.7,1.468
588460.SH,20260831,64351.4,2.078
518600.SH,20260831,81241.63,9.514
516610.SH,20260831,23397.48,0.43
561950.SH,20260831,7215.6,1.41
562970.SH,20260831,36544.8,0.976
515150.SH,20260831,39770.32,1.583
563670.SH,20260831,18098.7,0.688
516900.SH,20260831,28172.9,0.49
588280.SH,20260831,37612.1,1.209
563880.SH,20260831,157399.64,1.264
518860.SH,20260831,46515.98,9.153
560350.SH,20260831,84353.21,1.269
589270.SH,20260831,2451.66,1.149
513240.SH,20260831,10949.6,1.05
520960.SH,20260831,5060.34,0.916
560930.SH,20260831,21102.4,0.878
560830.SH,20260831,70651.9,0.894
560910.SH,20260831,19572.1,0.742
526030.SH,20260831,15346.5,0.896
560730.SH,20260831,8683.63,1.049
560870.SH,20260831,9335.19,0.951
515040.SH,20260831,5131.96,1.087
563500.SH,20260831,76595.87,0.635
530050.SH,20260831,13181.3,1.196
513000.SH,20260831,100241.14,2.289
560550.SH,20260831,12359.74,0.963
511950.SH,20260831,3222.0,99.998
512870.SH,20260831,2241.06,1.471
516970.SH,20260831,118154.25,1.115
516270.SH,20260831,29390.9,0.568
560990.SH,20260831,1618.71,1.144
513660.SH,20260831,181400.02,1.507
510570.SH,20260831,3306.06,1.252
516130.SH,20260831,158189.0,0.687
516590.SH,20260831,5201.5,1.094
513010.SH,20260831,4424330.7,0.6
589770.SH,20260831,15856.92,1.613
515060.SH,20260831,104747.81,0.587
515330.SH,20260831,617970.95,1.347
588360.SH,20260831,21628.18,1.19
520630.SH,20260831,59461.0,0.662
589150.SH,20260831,80543.72,1.218
510650.SH,20260831,1195.25,2.931
588200.SH,20260831,4242418.43,1.194
560980.SH,20260831,34502.2,0.637
512670.SH,20260831,219465.26,0.78
517110.SH,20260831,133909.85,0.786
513780.SH,20260831,188915.7,1.679
512990.SH,20260831,9901.54,2.056
588730.SH,20260831,72339.63,1.517
510390.SH,20260831,13655.0,5.316
515800.SH,20260831,394393.72,1.295
562310.SH,20260831,44257.23,1.062
516100.SH,20260831,113775.97,1.069
562580.SH,20260831,3922.33,1.082
513630.SH,20260831,752435.9,1.586
561600.SH,20260831,28854.8,0.754
518850.SH,20260831,188137.87,9.228
513080.SH,20260831,65991.6,1.787
510500.SH,20260831,540256.86,7.967
515130.SH,20260831,9446.32,1.551
560660.SH,20260831,12993.8,1.111
513120.SH,20260831,1885213.54,1.291
513090.SH,20260831,979048.8,1.894
510300.SH,20260831,2350398.77,4.685
516510.SH,20260831,151589.0,1.723
563520.SH,20260831,44506.5,1.204
589990.SH,20260831,10209.0,1.669
510270.SH,20260831,1683.21,1.565
515630.SH,20260831,92121.77,1.288
516120.SH,20260831,501958.2,0.911
588890.SH,20260831,277743.0,1.352
510810.SH,20260831,596409.37,0.846
511800.SH,20260831,16728.0,100.005
513220.SH,20260831,52110.94,0.945
588410.SH,20260831,11325.0,1.211
588530.SH,20260831,22503.33,0.945
512020.SH,20260831,110601.27,1.3
511090.SH,20260831,27966.81,118.444
588870.SH,20260831,78255.2,1.706
511820.SH,20260831,6067.0,100.0
588000.SH,20260831,5054066.82,1.777
515160.SH,20260831,24395.51,1.633
510530.SH,20260831,4747.94,8.954
516550.SH,20260831,26041.44,0.712
561000.SH,20260831,5242.0,1.326
588950.SH,20260831,67172.97,1.759
513990.SH,20260831,4300.0,1.118
512250.SH,20260831,11810.01,1.211
516750.SH,20260831,13916.73,0.588
562930.SH,20260831,173443.7,0.723
562320.SH,20260831,5529.55,1.352
511990.SH,20260831,8697187.0,100.0
588390.SH,20260831,16193.59,1.188
560690.SH,20260831,2038.9,2.201
560360.SH,20260831,22434.5,1.256
511810.SH,20260831,36953.0,100.003
560970.SH,20260831,6913.8,0.97
589160.SH,20260831,27829.6,1.305
589560.SH,20260831,25335.5,0.966
510130.SH,20260831,3148.51,7.428
515760.SH,20260831,9538.81,1.377
516350.SH,20260831,139841.53,1.669
561870.SH,20260831,9076.5,1.189
563780.SH,20260831,24802.71,1.238
563550.SH,20260831,7355.9,1.269
510350.SH,20260831,67601.47,4.932
515700.SH,20260831,67951.02,2.163
512970.SH,20260831,498.76,1.506
512190.SH,20260831,20081.84,2.94
516020.SH,20260831,347932.62,0.887
518890.SH,20260831,37405.48,9.146
588960.SH,20260831,14257.98,1.125
560780.SH,20260831,1295548.8,1.068
520750.SH,20260831,13438.4,0.922
561470.SH,20260831,4293.6,1.049
518800.SH,20260831,374927.92,9.574
516890.SH,20260831,3331.14,0.787
516530.SH,20260831,1780.23,1.019
589660.SH,20260831,25753.0,1.606
562810.SH,20260831,5295.1,1.178
516360.SH,20260831,5655.18,1.041
589380.SH,20260831,9569.43,1.452
589000.SH,20260831,104350.78,1.594
589520.SH,20260831,82810.46,0.609
159360.SZ,20260831,131018.4526,1.322
159843.SZ,20260831,60895.5141,0.537
159798.SZ,20260831,17324.539,0.863
159530.SZ,20260831,1273661.3169,1.343
159559.SZ,20260831,195157.6622,1.213
159147.SZ,20260831,208740.9552,0.838
159166.SZ,20260831,55681.6059,0.868
159098.SZ,20260831,12389.1589,1.009
159185.SZ,20260831,19409.9035,1.131
159095.SZ,20260831,22546.8139,0.975
159198.SZ,20260831,8534.4347,1.275
159032.SZ,20260831,25384.5019,0.919
159010.SZ,20260831,20009.7611,0.911
159057.SZ,20260831,2871.5334,1.012
159023.SZ,20260831,4177.7943,1.084
159011.SZ,20260831,2850.5168,1.078
159066.SZ,20260831,21073.3027,0.927
159145.SZ,20260831,6858.1845,0.865
159253.SZ,20260831,53180.4979,0.987
159824.SZ,20260831,8213.507,1.082
159070.SZ,20260831,10436.6883,0.942
158010.SZ,20260831,23221.3319,0.978
159096.SZ,20260831,24363.1305,1.0
159847.SZ,20260831,384482.5354,0.407
159082.SZ,20260831,8253.1212,1.024
159077.SZ,20260831,3424.2574,0.937
159091.SZ,20260831,2737.4196,1.091
180301.SZ,20260831,95362.9628,2.149
159357.SZ,20260831,121983.3841,1.293
159327.SZ,20260831,287557.4091,1.162
159939.SZ,20260831,78165.6106,1.129
159889.SZ,20260831,2740.0796,0.895
159741.SZ,20260831,137179.6712,0.576
159056.SZ,20260831,6493.4358,1.025
159076.SZ,20260831,25237.3015,0.843
159183.SZ,20260831,4638.7793,0.859
159026.SZ,20260831,4551.3446,0.942
159063.SZ,20260831,5048.6647,1.079
159093.SZ,20260831,2868.147,1.062
159173.SZ,20260831,5045.5388,0.911
159191.SZ,20260831,6910.4851,0.92
159923.SZ,20260831,1228.5812,2.166
159997.SZ,20260831,69630.6634,2.151
159072.SZ,20260831,4028.5157,1.158
159170.SZ,20260831,39463.8357,0.844
159012.SZ,20260831,11688.1148,0.896
159029.SZ,20260831,29312.7717,0.95
159021.SZ,20260831,9190.7712,1.018
159565.SZ,20260831,13762.7231,1.316
159755.SZ,20260831,797864.6746,0.935
159146.SZ,20260831,72194.0849,1.002
159155.SZ,20260831,60051.3298,0.839
159175.SZ,20260831,48327.0382,0.891
159176.SZ,20260831,2130.3341,1.01
159189.SZ,20260831,11008.3187,0.906
159105.SZ,20260831,18227.2984,0.939
159716.SZ,20260831,5566.6732,1.114
159318.SZ,20260831,1360.1647,1.319
159322.SZ,20260831,11441.1691,1.783
159935.SZ,20260831,2657.2956,2.508
159828.SZ,20260831,465243.9464,0.423
159609.SZ,20260831,30790.3414,0.486
159556.SZ,20260831,1555.6089,1.241
159061.SZ,20260831,21524.023,0.92
159067.SZ,20260831,2090.8737,1.01
159085.SZ,20260831,3453.5454,1.043
158017.SZ,20260831,14759.4582,1.039
159859.SZ,20260831,1023344.0054,0.392
158003.SZ,20260831,12465.4396,0.991
159195.SZ,20260831,7649.0164,0.919
159013.SZ,20260831,3957.8881,1.023
159031.SZ,20260831,52502.8624,0.996
159051.SZ,20260831,8811.7894,1.031
159062.SZ,20260831,11420.1256,0.845
159078.SZ,20260831,17226.246,0.948
158019.SZ,20260831,28228.1913,0.965
159053.SZ,20260831,16119.8132,0.928
159040.SZ,20260831,3248.1087,1.075
159071.SZ,20260831,11991.1738,0.816
159045.SZ,20260831,16733.0213,0.828
159039.SZ,20260831,100446.1422,0.84
159958.SZ,20260831,23851.1448,2.088
159735.SZ,20260831,62756.1371,0.661
159720.SZ,20260831,4581.2357,0.713
159625.SZ,20260831,201531.3777,1.196
159571.SZ,20260831,1798.1814,1.461
159567.SZ,20260831,1039072.9726,0.7
159190.SZ,20260831,7406.9299,0.838
159046.SZ,20260831,48597.6854,0.913
159293.SZ,20260831,2315.9397,1.08
159149.SZ,20260831,5351.5298,0.848
159179.SZ,20260831,10290.3568,0.822
159042.SZ,20260831,9880.1105,1.009
159630.SZ,20260831,1511.3744,1.366
159326.SZ,20260831,1193326.5525,1.67
159804.SZ,20260831,1589.9676,1.657
159581.SZ,20260831,127022.5708,1.093
159863.SZ,20260831,29472.9352,0.561
159792.SZ,20260831,6518985.5237,0.573
159665.SZ,20260831,24857.686,2.466
159653.SZ,20260831,5297.2068,1.191
159373.SZ,20260831,14255.7494,1.728
159396.SZ,20260831,8972.7129,103.407
159575.SZ,20260831,1141.0425,1.426
159998.SZ,20260831,158385.5354,1.001
159745.SZ,20260831,140268.8265,0.538
159608.SZ,20260831,341761.0066,1.111
159528.SZ,20260831,732.0773,1.262
159701.SZ,20260831,570.5601,1.277
159368.SZ,20260831,98057.9682,0.658
159379.SZ,20260831,15882.1471,1.366
159992.SZ,20260831,1922578.1217,0.848
159780.SZ,20260831,356404.8583,1.088
159783.SZ,20260831,525685.9442,1.092
159980.SZ,20260831,293382.4777,2.166
159791.SZ,20260831,3108.3347,1.108
159527.SZ,20260831,45630.135,0.73
159573.SZ,20260831,7945.6297,1.47
159991.SZ,20260831,10266.3172,0.813
159944.SZ,20260831,3160.8342,1.546
159752.SZ,20260831,40995.8917,0.587
159618.SZ,20260831,7613.1407,0.656
159576.SZ,20260831,3750.9612,1.547
159801.SZ,20260831,452612.0172,1.157
159398.SZ,20260831,8812.231,102.53
159712.SZ,20260831,8477.8813,1.242
159691.SZ,20260831,376230.1386,1.219
159563.SZ,20260831,2736.0773,1.814
159930.SZ,20260831,55039.815,1.805
159547.SZ,20260831,126928.6075,1.22
159617.SZ,20260831,3041.8382,1.373
159592.SZ,20260831,59231.046,1.349
159925.SZ,20260831,63302.0856,4.764
159386.SZ,20260831,6086.9559,1.288
159635.SZ,20260831,13684.698,0.997
159632.SZ,20260831,498272.064,2.455
180103.SZ,20260831,50000.0,1.75
159628.SZ,20260831,32328.325,1.415
159557.SZ,20260831,13489.4955,1.455
159892.SZ,20260831,540026.6022,0.796
159649.SZ,20260831,3871.1877,110.289
159645.SZ,20260831,7354.074,0.614
159338.SZ,20260831,2135908.6664,1.223
159352.SZ,20260831,2688010.1746,1.273
159525.SZ,20260831,45624.3741,1.112
159858.SZ,20260831,102209.8318,0.685
159697.SZ,20260831,102302.2006,1.35
159399.SZ,20260831,441519.4835,1.017
159642.SZ,20260831,2243.9923,0.94
159561.SZ,20260831,132349.9489,1.386
159586.SZ,20260831,25952.5923,1.069
180102.SZ,20260831,70000.0,1.07
159934.SZ,20260831,390170.8998,9.541
159215.SZ,20260831,95558.2803,1.312
159959.SZ,20260831,182689.178,1.655
159731.SZ,20260831,74137.5802,0.975
159695.SZ,20260831,85543.6258,0.964
508009.SH,20260831,100000.0,5.87
508020.SH,20260831,100000.0,5.116
508058.SH,20260831,71333.5136,3.917
508601.SH,20260831,100000.0,3.007
508091.SH,20260831,40000.0,5.448
508078.SH,20260831,80000.0,2.022
508039.SH,20260831,100000.0,3.617
508069.SH,20260831,50000.0,5.524
508099.SH,20260831,90000.0,1.323
508097.SH,20260831,40000.0,2.201
508001.SH,20260831,50000.0,4.722
508021.SH,20260831,58878.863,3.421
508602.SH,20260831,100000.0,6.464
508015.SH,20260831,20000.0,5.47
508022.SH,20260831,50000.0,2.638
508033.SH,20260831,30000.0,6.29
508090.SH,20260831,40000.0,3.347
508603.SH,20260831,200000.0,3.914
508028.SH,20260831,80000.0,9.714
508006.SH,20260831,50000.0,3.505
508093.SH,20260831,30000.0,8.264
508011.SH,20260831,40000.0,3.396
508048.SH,20260831,40000.0,3.12
508029.SH,20260831,30000.0,2.684
508600.SH,20260831,100000.0,3.608
508098.SH,20260831,50000.0,3.379
508031.SH,20260831,100000.0,3.849
508017.SH,20260831,40000.0,3.709
508008.SH,20260831,50000.0,7.454
508092.SH,20260831,40000.0,3.04
508060.SH,20260831,80000.0,3.808
508027.SH,20260831,90000.0,2.556
508082.SH,20260831,100000.0,3.893
508059.SH,20260831,50000.0,8.1
508010.SH,20260831,40000.0,2.446
508030.SH,20260831,20000.0,6.609
508084.SH,20260831,40000.0,3.825
508089.SH,20260831,30000.0,4.23
508003.SH,20260831,50000.0,3.4
508080.SH,20260831,40000.0,2.798
508066.SH,20260831,40000.0,5.468
508036.SH,20260831,100000.0,7.682
508085.SH,20260831,50000.0,3.441
508005.SH,20260831,80000.0,4.038
508055.SH,20260831,50000.0,3.312
508002.SH,20260831,100000.0,2.708
508016.SH,20260831,50000.0,4.255
508087.SH,20260831,20000.0,10.758
508019.SH,20260831,60000.0,1.372
508000.SH,20260831,96032.6121,1.946
508018.SH,20260831,100000.0,5.73
508012.SH,20260831,30000.0,1.906
508088.SH,20260831,61926.2981,3.546
508050.SH,20260831,30000.0,6.385
508068.SH,20260831,72421.8009,3.978
508077.SH,20260831,94780.3412,2.684
508007.SH,20260831,40000.0,8.056
508026.SH,20260831,40000.0,3.811
508056.SH,20260831,193826.8684,2.384
508086.SH,20260831,100000.0,4.291
508096.SH,20260831,60088.0354,9.159
516950.SH,20260831,11582.1,1.035
561130.SH,20260831,8393.52,1.042
560950.SH,20260831,1548.3,1.402
560070.SH,20260831,8336.23,1.202
561750.SH,20260831,6149.6,1.167
516620.SH,20260831,33626.75,0.878
589550.SH,20260831,2529.55,1.329
561220.SH,20260831,4605.3,1.848
589580.SH,20260831,1435.48,1.579
516560.SH,20260831,20725.8,0.758
560810.SH,20260831,18111.6,1.291
561910.SH,20260831,467307.66,0.712
510720.SH,20260831,166276.6,1.095
560590.SH,20260831,2871.0,1.481
563900.SH,20260831,46896.57,1.183
513700.SH,20260831,79484.6,0.636
513070.SH,20260831,133676.08,1.089
561550.SH,20260831,130348.96,1.435
589180.SH,20260831,13581.8,1.757
560510.SH,20260831,253102.69,1.194
589600.SH,20260831,22153.5,1.597
515530.SH,20260831,1224.27,4.413
516910.SH,20260831,6664.18,1.187
515920.SH,20260831,6440.57,1.222
520880.SH,20260831,439561.8,0.457
520550.SH,20260831,114952.4,1.1
530680.SH,20260831,10889.19,1.177
517030.SH,20260831,8404.03,1.142
562530.SH,20260831,17914.4,1.269
520990.SH,20260831,345147.05,1.012
511220.SH,20260831,531188.14,10.406
588310.SH,20260831,3183.75,1.169
562030.SH,20260831,13997.39,0.515
561200.SH,20260831,3147.05,1.469
515720.SH,20260831,44261.1,0.718
520620.SH,20260831,28940.9,0.807
515890.SH,20260831,37744.39,1.51
516090.SH,20260831,165484.48,0.486
512050.SH,20260831,1644199.22,1.219
515600.SH,20260831,103779.74,1.685
510990.SH,20260831,3894.86,1.066
513180.SH,20260831,6954675.95,0.582
513040.SH,20260831,681934.13,0.924
589890.SH,20260831,8498.7,1.585
511010.SH,20260831,4974.63,141.114
511860.SH,20260831,4460.0,100.002
513200.SH,20260831,89328.21,1.068
562380.SH,20260831,7412.89,1.279
510550.SH,20260831,2374.33,2.048
520940.SH,20260831,2229.7,1.007
561770.SH,20260831,3755.0,1.251
517180.SH,20260831,8949.63,1.521
516810.SH,20260831,52547.89,0.775
513330.SH,20260831,6963748.0,0.372
510590.SH,20260831,11638.61,8.686
513020.SH,20260831,228714.54,0.951
588670.SH,20260831,3979.2,1.781
563990.SH,20260831,29557.3,1.268
562300.SH,20260831,5549.5,0.655
560800.SH,20260831,29395.11,1.18
560260.SH,20260831,171666.47,0.862
520570.SH,20260831,350187.6,0.739
589170.SH,20260831,14190.9,1.107
512700.SH,20260831,71758.1,1.527
588370.SH,20260831,7327.2,1.785
513140.SH,20260831,7836.8,1.73
561590.SH,20260831,10149.96,1.531
510380.SH,20260831,146180.24,1.393
510800.SH,20260831,17457.6,1.407
517390.SH,20260831,13111.26,1.953
512200.SH,20260831,305734.79,1.221
515980.SH,20260831,619412.9,1.044
517000.SH,20260831,12279.3,1.009
513500.SH,20260831,1021363.86,2.712
512680.SH,20260831,311773.01,1.17
513550.SH,20260831,168399.2,1.127
510200.SH,20260831,14488.55,1.201
589860.SH,20260831,17022.4,1.59
588270.SH,20260831,30141.0,1.705
515650.SH,20260831,304518.4,1.075
563010.SH,20260831,9418.93,2.18
563050.SH,20260831,13420.84,1.354
562050.SH,20260831,9946.8,0.912
516380.SH,20260831,8344.93,0.87
520980.SH,20260831,316938.7,0.871
510660.SH,20260831,5237.97,2.462
530080.SH,20260831,2891.7,1.242
588760.SH,20260831,242553.2,0.767
515880.SH,20260831,6272377.4,0.672
516150.SH,20260831,383507.7,1.76
517800.SH,20260831,21353.97,0.994
588220.SH,20260831,362069.79,1.82
512630.SH,20260831,164642.6,1.114
520790.SH,20260831,57407.5,0.826
560450.SH,20260831,24906.9,0.93
589420.SH,20260831,35848.15,0.782
520740.SH,20260831,4601.26,0.917
515590.SH,20260831,3611.37,1.937
588350.SH,20260831,65254.6,1.696
561920.SH,20260831,6469.2,0.658
515190.SH,20260831,29346.61,1.681
516960.SH,20260831,1605.11,0.867
513150.SH,20260831,10055.98,0.963
562850.SH,20260831,18598.15,1.276
512090.SH,20260831,33159.23,2.011
516390.SH,20260831,18426.1,0.863
516580.SH,20260831,14512.41,0.577
516310.SH,20260831,158845.85,1.37
560120.SH,20260831,58268.9,1.227
520970.SH,20260831,125035.8,0.899
520670.SH,20260831,21392.81,0.772
512130.SH,20260831,1489.5,1.182
562360.SH,20260831,29347.4,1.052
562860.SH,20260831,33289.5,0.652
560750.SH,20260831,7855.48,1.34
515000.SH,20260831,315457.93,1.293
516980.SH,20260831,5551.6,1.082
560610.SH,20260831,525198.84,1.194
513980.SH,20260831,1676720.4,0.607
560020.SH,20260831,13356.2,1.15
588920.SH,20260831,31687.6,1.148
516880.SH,20260831,91594.41,0.712
513860.SH,20260831,275447.06,0.61
513260.SH,20260831,473524.3,1.121
512460.SH,20260831,29782.3,0.831
520950.SH,20260831,32542.1,0.853
520650.SH,20260831,248275.5,0.597
512100.SH,20260831,654721.76,3.149
512880.SH,20260831,5671429.15,1.105
561170.SH,20260831,54203.27,1.133
561100.SH,20260831,58674.69,1.654
511920.SH,20260831,3176.0,99.999
563060.SH,20260831,18852.7,1.099
563700.SH,20260831,36915.0,1.087
510180.SH,20260831,441805.77,3.991
589780.SH,20260831,6921.5,1.238
551000.SH,20260831,7990.41,102.01
589050.SH,20260831,4696.8,1.378
510020.SH,20260831,3584.8,3.934
589680.SH,20260831,136494.37,1.547
511960.SH,20260831,2561.0,99.998
562870.SH,20260831,59450.52,0.937
513290.SH,20260831,104607.21,1.768
510910.SH,20260831,15079.6,0.996
560420.SH,20260831,13078.02,0.935
560210.SH,20260831,51952.2,0.84
561660.SH,20260831,6971.0,0.899
515730.SH,20260831,3989.2,0.851
517660.SH,20260831,3988.07,1.272
511070.SH,20260831,29213.1,102.91
563000.SH,20260831,153845.11,1.129
563760.SH,20260831,69791.32,1.188
530530.SH,20260831,13446.0,1.165
563680.SH,20260831,10495.9,1.212
588710.SH,20260831,1135288.5,1.041
517990.SH,20260831,4798.79,0.901
561360.SH,20260831,135214.8,1.508
589010.SH,20260831,93279.3,1.436
588840.SH,20260831,5823.6,1.557
588040.SH,20260831,12588.9,1.71
510100.SH,20260831,95360.68,2.993
560860.SH,20260831,531723.3,1.655
515250.SH,20260831,34294.45,0.944
520510.SH,20260831,24172.8,0.943
516060.SH,20260831,29523.74,0.592
511100.SH,20260831,11020.05,110.484
511160.SH,20260831,2194.09,102.035
515320.SH,20260831,8930.9,1.564
516570.SH,20260831,112635.76,1.066
561120.SH,20260831,2815.99,1.274
513850.SH,20260831,124389.26,1.837
563600.SH,20260831,6948.3,1.05
563320.SH,20260831,22589.2,0.855
511970.SH,20260831,4100.0,99.999
512400.SH,20260831,1415303.9,1.953
562910.SH,20260831,29622.73,0.827
589060.SH,20260831,7713.79,1.668
513600.SH,20260831,60982.95,2.776
511910.SH,20260831,780.0,100.002
526010.SH,20260831,3745.8,1.024
512380.SH,20260831,7580.56,1.617
515170.SH,20260831,862525.79,0.463
510150.SH,20260831,284317.86,0.495
560820.SH,20260831,4092.6,1.206
563830.SH,20260831,13789.6,1.185
588940.SH,20260831,288284.0,0.871
518880.SH,20260831,1166294.08,9.135
512960.SH,20260831,385545.73,1.473
588150.SH,20260831,38393.26,1.196
560700.SH,20260831,45003.69,1.232
563210.SH,20260831,11606.7,2.077
588750.SH,20260831,323222.8,2.391
563800.SH,20260831,905897.81,1.222
563570.SH,20260831,10737.4,0.75
520690.SH,20260831,62345.4,0.739
588690.SH,20260831,5163.6,1.227
516600.SH,20260831,11033.21,0.61
513910.SH,20260831,196627.6,1.585
520930.SH,20260831,16073.3,0.976
589390.SH,20260831,133981.05,0.777
589110.SH,20260831,54341.3,0.939
512810.SH,20260831,99158.35,0.663
588240.SH,20260831,11963.3,1.677
512510.SH,20260831,43342.98,2.392
563630.SH,20260831,3594.71,1.279
513230.SH,20260831,32842.27,0.86
561060.SH,20260831,4906.5,1.184
561370.SH,20260831,3235.6,1.448
520560.SH,20260831,60741.9,0.826
510360.SH,20260831,178138.12,1.791
560880.SH,20260831,20123.2,1.541
563890.SH,20260831,2233.6,1.083
588720.SH,20260831,10974.18,1.716
588930.SH,20260831,61732.9,1.588
510310.SH,20260831,1146934.4,4.546
518680.SH,20260831,77256.95,9.563
512720.SH,20260831,37045.34,1.204
560090.SH,20260831,230886.5,1.187
517850.SH,20260831,3818.52,1.289
517550.SH,20260831,8041.74,0.662
560280.SH,20260831,148875.2,1.519
562350.SH,20260831,13341.09,1.089
510670.SH,20260831,17799.3,1.003
520590.SH,20260831,19623.5,0.788
563850.SH,20260831,11788.17,0.956
563960.SH,20260831,36001.2,0.967
589230.SH,20260831,24605.3,0.879
513030.SH,20260831,101677.9,1.915
562960.SH,20260831,123839.1,1.129
563660.SH,20260831,6308.52,1.255
589100.SH,20260831,89344.25,0.925
563300.SH,20260831,497117.4,1.453
512060.SH,20260831,1092.8,1.206
516860.SH,20260831,116752.2,1.099
562560.SH,20260831,2276.55,2.306
560170.SH,20260831,37449.55,1.266
589800.SH,20260831,109998.82,1.607
563390.SH,20260831,214484.4,1.236
511180.SH,20260831,99505.97,12.592
516000.SH,20260831,42985.5,0.978
516250.SH,20260831,6687.8,0.946
512480.SH,20260831,1911800.72,1.058
562060.SH,20260831,506979.26,0.615
513110.SH,20260831,220143.5,2.485
511600.SH,20260831,7696.0,99.999
515990.SH,20260831,5335.02,1.545
513770.SH,20260831,1446313.79,0.352
562950.SH,20260831,102525.83,1.598
563020.SH,20260831,1088991.0,1.186
511150.SH,20260831,11153.09,102.246
551550.SH,20260831,17834.82,101.779
563230.SH,20260831,334323.7,1.107
551030.SH,20260831,18334.0,101.94
516050.SH,20260831,16222.8,1.396
515120.SH,20260831,1727599.36,0.635
551060.SH,20260831,5740.1,101.966
520610.SH,20260831,40896.3,0.947
560470.SH,20260831,30534.0,0.931
588480.SH,20260831,24171.7,0.903
560670.SH,20260831,4297.4,1.069
560920.SH,20260831,4437.33,0.974
551800.SH,20260831,11602.14,101.115
563510.SH,20260831,28853.7,1.009
560370.SH,20260831,21008.4,0.913
589260.SH,20260831,6415.6,1.279
520730.SH,20260831,11839.44,0.763
515260.SH,20260831,88856.84,0.865
511200.SH,20260831,23830.75,103.281
510050.SH,20260831,679386.68,3.041
511620.SH,20260831,43166.0,100.005
516760.SH,20260831,30221.51,0.59
512040.SH,20260831,443171.59,1.224
588100.SH,20260831,20174.62,0.89
513050.SH,20260831,3434543.27,1.078
516200.SH,20260831,44560.4,1.055
561760.SH,20260831,15619.5,1.388
563180.SH,20260831,10042.0,1.187
516070.SH,20260831,29164.6,0.569
517880.SH,20260831,4933.71,0.745
562080.SH,20260831,58275.72,0.63
588170.SH,20260831,4370744.7,1.007
512980.SH,20260831,505192.44,0.841
588330.SH,20260831,116973.78,1.107
588030.SH,20260831,228583.81,1.822
589070.SH,20260831,197729.3,1.1
589820.SH,20260831,12972.02,1.256
562070.SH,20260831,55254.2,1.057
560790.SH,20260831,22545.59,0.847
588020.SH,20260831,214737.3,0.877
520860.SH,20260831,33919.5,0.793
560180.SH,20260831,1560.3,1.198
530300.SH,20260831,3364.3,1.249
