symbol,name,theme,benchmark,invest_type,management,list_date,delist_date,list_status,m_fee,c_fee,scale_yi,scale_reliable,n_qualify_years,first_qualify_year,last_qualify_year,peak_year,peak_avg_daily_yi,latest_year,latest_avg_daily_yi,theme_representative
159510.SZ,华夏中证智选300价值稳健策略ETF,中证智选300价值稳健策略,中证智选300价值稳健策略指数收益率×100%,被动指数型,华夏基金管理有限公司,20230816,nan,L,0.5,0.1,0.84,Y,0,,,2024,0.0613,2026,0.0319,Y
561500.SH,华泰柏瑞中证企业核心竞争力50ETF,中证企业核心竞争力50,中证企业核心竞争力50指数收益率×100%,被动指数型,华泰柏瑞基金管理有限公司,20210628,nan,L,0.5,0.1,0.45,Y,0,,,2021,0.0754,2026,0.0312,Y
510020.SH,博时上证超级大盘ETF,上证超级大盘,上证超级大盘指数×100%,被动指数型,博时基金管理有限公司,20100319,nan,L,0.5,0.1,1.41,Y,0,,,2015,0.1829,2026,0.0307,Y
159621.SZ,国泰MSCI中国A股ESG通用ETF,MSCI中国A股人民币ESG通用,MSCI中国A股人民币ESG通用指数收益率×100%,被动指数型,国泰基金管理有限公司,20220909,nan,L,0.5,0.1,0.17,Y,0,,,2022,0.1512,2026,0.0307,Y
515910.SH,中金MSCI中国A股国际质量ETF,MSCI中国A股国际质量,MSCI中国A股国际质量指数收益率×100%,被动指数型,中金基金管理有限公司,20210226,nan,L,0.3,0.05,1.56,Y,0,,,2021,0.1907,2026,0.0306,Y
517780.SH,浦银安盛中华交易服务沪深港300ETF,中华交易服务沪深港300,中华交易服务沪深港300指数收益率×100%,被动指数型,浦银基金管理有限公司,20220318,20231114,D,nan,nan,,Y,0,,,2022,0.0304,2022,0.0304,Y
512750.SH,嘉实中证锐联基本面50ETF,中证锐联基本面50,中证锐联基本面50指数收益率×100%,被动指数型,嘉实基金管理有限公司,20190705,nan,L,0.5,0.1,0.68,Y,0,,,2019,0.4865,2026,0.0297,Y
159106.SZ,前海开源中证民企300ETF,中证民企300,中证民企300指数收益率×100%,被动指数型,前海开源基金管理有限公司,20251022,nan,L,0.5,0.1,0.42,Y,0,,,2026,0.0297,2026,0.0297,Y
562580.SH,华夏中证全指可选消费ETF,中证全指可选消费,中证全指可选消费指数收益率×100%,被动指数型,华夏基金管理有限公司,20240326,nan,L,0.5,0.1,0.42,Y,0,,,2026,0.0284,2026,0.0284,Y
516400.SH,富国中证ESG120策略ETF,中证ESG120策略,中证ESG120策略指数×100%,被动指数型,富国基金管理有限公司,20210701,20220126,D,nan,nan,,Y,0,,,2021,0.028,2021,0.028,Y
159910.SZ,嘉实深证基本面120ETF,深证基本面120,深证基本面120指数×100%,被动指数型,嘉实基金管理有限公司,20110927,nan,L,0.5,0.1,1.98,Y,0,,,2023,0.0658,2026,0.0275,Y
520960.SH,嘉实恒指港股通ETF,经估值汇率调整后的恒指港股通,经估值汇率调整后的恒指港股通指数收益率×100%,被动指数型,嘉实基金管理有限公司,20251031,nan,L,0.5,0.1,0.46,Y,0,,,2026,0.0262,2026,0.0262,Y
589550.SH,华夏上证智选科创板价值50策略ETF,上证智选科创板价值50策略,上证智选科创板价值50策略指数收益率×100%,被动指数型,华夏基金管理有限公司,20250728,nan,L,0.5,0.1,0.34,Y,0,,,2025,0.0356,2026,0.026,Y
512300.SH,南方中证500医药卫生指数ETF,中证500医药卫生,中证500医药卫生指数×100%,被动指数型,南方基金管理股份有限公司,20141218,20210312,D,nan,nan,,Y,0,,,2015,0.0677,2020,0.0257,Y
159579.SZ,华安深证主板50ETF,深证主板50,深证主板50指数收益率×100%,被动指数型,华安基金管理有限公司,20240719,20250320,D,nan,nan,,Y,0,,,2024,0.0257,2024,0.0257,Y
512160.SH,南方MSCI中国A股国际通ETF,MSCI中国A股国际通指数,MSCIChinaAInclusionRMBIndex(MSCI中国A股国际通指数)×100%,被动指数型,南方基金管理股份有限公司,20180427,nan,L,0.5,0.1,1.88,Y,0,,,2019,0.4555,2026,0.0256,Y
515760.SH,华夏中证浙江国资创新发展ETF,中证浙江国资创新发展,中证浙江国资创新发展指数收益率×100%,被动指数型,华夏基金管理有限公司,20201012,nan,L,0.45,0.05,1.31,Y,0,,,2025,0.0261,2026,0.0247,Y
159976.SZ,工银瑞信粤港澳大湾区创新100ETF,粤港澳大湾区创新100,粤港澳大湾区创新100指数收益率×100%,被动指数型,工银瑞信基金管理有限公司,20200117,nan,L,0.25,0.05,0.84,Y,0,,,2020,0.1806,2026,0.0245,Y
510130.SH,易方达上证中盘ETF,上证中盘,上证中盘指数×100%,被动指数型,易方达基金管理有限公司,20100623,nan,L,0.15,0.05,2.34,Y,1,2015,2015,2015,0.6139,2026,0.0236,Y
159789.SZ,建信中证饮料主题ETF,中证饮料主题,中证饮料主题指数×100%,被动指数型,建信基金管理有限责任公司,20211220,20231025,D,nan,nan,,Y,0,,,2023,0.0232,2023,0.0232,Y
159836.SZ,天弘创业板300ETF,创业板300,创业板300指数收益率×100%,被动指数型,天弘基金管理有限公司,20210525,nan,L,0.5,0.1,1.5,Y,0,,,2021,0.0694,2026,0.0228,Y
510890.SH,兴业上证红利低波动ETF,上证红利低波动,上证红利低波动指数收益率×100%,被动指数型,兴业基金管理有限公司,20190624,20210907,D,nan,nan,,Y,0,,,2020,0.0449,2021,0.0219,Y
159912.SZ,汇添富深证300ETF,深证300价格,深证300价格指数×100%,被动指数型,汇添富基金管理股份有限公司,20111124,nan,L,0.5,0.1,1.32,Y,0,,,2024,0.0285,2026,0.0216,Y
517990.SH,招商中证沪港深500医药卫生ETF,中证沪港深500医药卫生,中证沪港深500医药卫生指数(人民币)收益率×100%,被动指数型,招商基金管理有限公司,20220519,nan,L,0.5,0.1,0.43,Y,0,,,2022,0.0406,2026,0.0209,Y
517660.SH,天弘中证沪港深物联网主题ETF,中证沪港深物联网主题,中证沪港深物联网主题指数×100%,被动指数型,天弘基金管理有限公司,20211025,nan,L,0.5,0.1,0.51,Y,0,,,2022,0.0893,2026,0.0204,Y
512390.SH,平安MSCI中国A股低波动ETF,MSCI中国A股低波动,MSCI中国A股低波动指数(MSCI China A International Minimum Volatility Index)收益率×100%,被动指数型,平安基金管理有限公司,20180713,nan,D,nan,nan,0.16,Y,0,,,2018,0.0717,2026,0.0203,Y
515690.SH,鹏华中证高股息龙头ETF,中证高股息龙头,中证高股息龙头指数收益率×100%,被动指数型,鹏华基金管理有限公司,20200513,20220426,D,nan,nan,,Y,0,,,2020,0.0389,2021,0.0202,Y
516600.SH,工银瑞信中证消费服务领先ETF,中证消费服务领先,中证消费服务领先指数收益率×100%,被动指数型,工银瑞信基金管理有限公司,20210226,nan,L,0.45,0.07,0.67,Y,0,,,2021,0.0503,2026,0.0194,Y
159617.SZ,华夏中证智选500价值稳健策略ETF,中证智选500价值稳健策略,中证智选500价值稳健策略指数收益率×100%,被动指数型,华夏基金管理有限公司,20220630,nan,L,0.5,0.1,0.42,Y,0,,,2022,0.0931,2026,0.0184,Y
159917.SZ,国泰中小板300成长ETF,中小300成长P,中小300成长P×100%,被动指数型,国泰基金管理有限公司,20120406,20150827,D,nan,nan,,Y,0,,,2015,0.018,2015,0.018,Y
159723.SZ,汇添富中证沪港深科技龙头ETF,中证沪港深科技龙头,中证沪港深科技龙头指数收益率×100%,被动指数型,汇添富基金管理股份有限公司,20211015,nan,L,0.15,0.05,0.33,Y,0,,,2024,0.0323,2026,0.0175,Y
159918.SZ,嘉实中创400ETF,中小板创业板400,中小板创业板400指数×100%,被动指数型,嘉实基金管理有限公司,20120511,nan,L,0.5,0.1,0.77,Y,0,,,2026,0.0175,2026,0.0175,Y
560990.SH,中金中证科技先锋ETF,中证科技先锋,中证科技先锋指数收益率×100%,被动指数型,中金基金管理有限公司,20220627,nan,L,0.5,0.05,0.19,Y,0,,,2022,0.2181,2026,0.0172,Y
563060.SH,易方达中证国资央企50ETF,中证国资央企50,中证国资央企50指数收益率×100%,被动指数型,易方达基金管理有限公司,20250519,nan,L,0.5,0.1,2.07,Y,0,,,2025,0.0201,2026,0.0171,Y
159730.SZ,博时国证龙头家电ETF,国证龙头家电,国证龙头家电指数收益率×95%+银行活期存款利率(税后)×5%,被动指数型,博时基金管理有限公司,20211224,nan,L,0.5,0.1,0.44,Y,0,,,2022,0.0896,2026,0.0169,Y
512190.SH,浙商汇金中证浙江凤凰行动50ETF,中证浙江凤凰行动50,中证浙江凤凰行动50指数收益率×100%,被动指数型,浙江浙商证券资产管理有限公司,20190909,nan,L,0.5,0.1,5.9,Y,0,,,2019,0.0398,2026,0.0169,Y
515500.SH,海富通中证长三角领先ETF,中证长三角领先,中证长三角领先指数收益率×100%,被动指数型,海富通基金管理有限公司,20200918,20230410,D,nan,nan,,Y,0,,,2020,0.067,2022,0.0168,Y
159760.SZ,泰康国证公共卫生与医疗健康ETF,国证公共卫生与医疗健康,国证公共卫生与医疗健康指数收益率×100%,被动指数型,泰康基金管理有限公司,20211220,nan,L,0.5,0.1,0.77,Y,0,,,2022,0.1444,2026,0.0166,Y
159872.SZ,鹏华中证车联网主题ETF,中证车联网主题,中证车联网主题指数收益率×100%,被动指数型,鹏华基金管理有限公司,20210701,nan,L,0.5,0.1,0.5,Y,0,,,2021,0.0715,2026,0.0163,Y
515590.SH,前海开源中证500等权重ETF,中证500等权重,中证500等权重指数收益率×100%,被动指数型,前海开源基金管理有限公司,20200120,nan,L,0.15,0.05,0.7,Y,0,,,2020,0.06,2026,0.0162,Y
159833.SZ,大成上海金ETF,上海黄金交易所上海金集中定价合约午盘基准价格,上海黄金交易所上海金集中定价合约午盘基准价格收益率×100%,黄金现货合约,大成基金管理有限公司,20220329,20230606,D,nan,nan,,Y,0,,,2022,0.0331,2023,0.0158,Y
159717.SZ,鹏华国证ESG300ETF,国证ESG300,国证ESG300指数收益率×100%,被动指数型,鹏华基金管理有限公司,20210929,nan,L,0.5,0.1,0.29,Y,0,,,2021,0.0742,2026,0.0156,Y
562010.SH,华宝中证绿色能源ETF,中证绿色能源,中证绿色能源指数收益率×100%,被动指数型,华宝基金管理有限公司,20230103,nan,L,0.5,0.1,0.17,Y,0,,,2023,0.0459,2026,0.0156,Y
159815.SZ,招商中证浙江100ETF,中证浙江100,中证浙江100指数收益率×100%,被动指数型,招商基金管理有限公司,20200818,20230428,D,nan,nan,,Y,0,,,2020,0.0485,2023,0.0155,Y
512970.SH,平安中证粤港澳大湾区发展主题ETF,中证粤港澳大湾区发展主题,中证粤港澳大湾区发展主题指数收益率×100%,被动指数型,平安基金管理有限公司,20191111,nan,L,0.15,0.05,0.08,Y,0,,,2020,0.2246,2026,0.015,Y
510650.SH,华夏上证金融地产ETF,上证金融地产行业,上证金融地产行业指数×100%,被动指数型,华夏基金管理有限公司,20130508,nan,L,0.5,0.1,0.35,Y,2,2014,2015,2015,1.242,2026,0.0147,Y
159743.SZ,博时中证湖北新旧动能转换ETF,中证湖北新旧动能转换,中证湖北新旧动能转换指数收益率×100%,被动指数型,博时基金管理有限公司,20220111,nan,L,0.5,0.1,1.55,Y,0,,,2022,0.0266,2026,0.0143,Y
515090.SH,博时中证可持续发展100ETF,中证可持续发展100,中证可持续发展100指数收益率×100%,被动指数型,博时基金管理有限公司,20200220,nan,L,0.5,0.1,0.16,Y,0,,,2020,0.1066,2026,0.0136,Y
512260.SH,华安中证500行业中性低波动ETF,中证500行业中性低波动,中证500行业中性低波动指数收益率×100%,被动指数型,华安基金管理有限公司,20190111,nan,L,0.5,0.1,0.4,Y,0,,,2019,0.1249,2026,0.0133,Y
517850.SH,汇添富中证沪港深张江自主创新50ETF,中证沪港深张江自主创新50,中证沪港深张江自主创新50指数收益率×100%,被动指数型,汇添富基金管理股份有限公司,20220516,nan,L,0.15,0.05,0.49,Y,0,,,2022,0.1298,2026,0.0127,Y
562330.SH,银华中证500价值ETF,中证500价值,中证500价值指数收益率×100%,被动指数型,银华基金管理股份有限公司,20230418,nan,L,0.5,0.1,0.15,Y,0,,,2023,0.1608,2026,0.0119,Y
517960.SH,摩根中证沪港深科技100ETF,中证沪港深科技100,中证沪港深科技100指数收益率×100%,被动指数型,摩根基金管理(中国)有限公司,20211223,20240904,D,nan,nan,,Y,0,,,2022,0.042,2024,0.0096,Y
159709.SZ,工银瑞信深证物联网50ETF,深证物联网50,深证物联网50指数收益率×100%,被动指数型,工银瑞信基金管理有限公司,20210702,nan,L,0.45,0.07,0.35,Y,0,,,2021,0.0658,2026,0.0094,Y
159988.SZ,平安中债-0-5年广东省地方政府债ETF,中债-0-5年广东省地方政府债,中债-0-5年广东省地方政府债指数收益率×100%,被动指数型,平安基金管理有限公司,20200529,20220630,D,nan,nan,,Y,0,,,2020,0.0252,2022,0.0092,Y
512860.SH,华安MSCI中国A股国际ETF,MSCI中国A股国际,MSCI中国A股国际指数收益率×100%,被动指数型,华安基金管理有限公司,20181026,20210430,D,nan,nan,,Y,0,,,2020,0.0088,2020,0.0088,Y
159809.SZ,博时恒生沪深港通大湾区综合ETF,恒生沪深港通大湾区综合,恒生沪深港通大湾区综合指数收益率×100%,被动指数型,博时基金管理有限公司,20200521,20211021,D,nan,nan,,Y,0,,,2020,0.0611,2021,0.0085,Y
510700.SH,长盛上证市值百强ETF,上证市值100,上证市值100指数×100%,被动指数型,长盛基金管理有限公司,20130531,20151014,D,nan,nan,,Y,0,,,2013,0.0579,2015,0.0082,Y
512350.SH,兴业中证福建50ETF,中证福建50,中证福建50指数收益率×100%,被动指数型,兴业基金管理有限公司,20200910,20220317,D,nan,nan,,Y,0,,,2020,0.019,2021,0.0079,Y
159203.SZ,博时国证大盘成长ETF,国证大盘成长,国证大盘成长指数收益率×100%,被动指数型,博时基金管理有限公司,20250630,nan,L,0.5,0.1,0.13,Y,0,,,2025,0.0507,2026,0.0076,Y
159973.SZ,弘毅远方国证民企领先100ETF,国证民企领先100,国证民企领先100指数收益率×100%,被动指数型,弘毅远方基金管理有限公司,20190809,nan,L,0.3,0.2,3.84,Y,0,,,2024,0.0089,2026,0.007,Y
159926.SZ,嘉实中证金边中期国债ETF,中证金边中期国债,中证金边中期国债指数×100%,被动指数型,嘉实基金管理有限公司,20130805,20220622,D,nan,nan,,Y,0,,,2014,0.323,2022,0.0065,Y
510160.SH,南方中证南方小康产业ETF,中证南方小康产业,中证南方小康产业指数×100%,被动指数型,南方基金管理股份有限公司,20101101,nan,L,0.5,0.1,1.67,Y,0,,,2015,0.201,2026,0.0064,Y
159913.SZ,交银深证300价值ETF,深证300价值价格,深证300价值价格指数×100%,被动指数型,交银施罗德基金管理有限公司,20111025,nan,L,0.5,0.1,0.55,Y,0,,,2015,0.028,2026,0.0063,Y
510060.SH,工银瑞信上证中央企业50ETF,上证中央企业50,上证中央企业50指数×100%,被动指数型,工银瑞信基金管理有限公司,20091027,nan,L,0.5,0.1,0.96,Y,1,2015,2015,2015,0.8161,2026,0.0061,Y
511230.SH,海富通上证周期产业债ETF,上证周期产业债,上证周期产业债指数×100%,被动指数型,海富通基金管理有限公司,20170421,20210329,D,nan,nan,,Y,0,,,2018,0.0056,2018,0.0056,Y
159911.SZ,鹏华深证民营ETF,深证民营P,深证民营P×100%,被动指数型,鹏华基金管理有限公司,20111014,20200619,D,nan,nan,,Y,0,,,2015,0.2401,2020,0.0055,Y
512310.SH,南方中证500工业指数ETF,中证500工业,中证500工业指数×100%,被动指数型,南方基金管理股份有限公司,20150508,20210416,D,nan,nan,,Y,0,,,2015,0.0957,2020,0.0052,Y
512340.SH,南方中证500原材料指数ETF,中证500原材料,中证500原材料指数×100%,被动指数型,南方基金管理股份有限公司,20150515,20210416,D,nan,nan,,Y,0,,,2015,0.0869,2020,0.0052,Y
159528.SZ,富国中证国有企业改革ETF,中证国有企业改革,中证国有企业改革指数收益率×100%,被动指数型,富国基金管理有限公司,20240520,nan,L,0.5,0.1,0.09,Y,0,,,2024,0.0602,2026,0.0051,Y
517160.SH,南方中证长江保护主题ETF,中证长江保护主题,中证长江保护主题指数×100%,被动指数型,南方基金管理股份有限公司,20220105,nan,L,0.15,0.05,17.5,Y,0,,,2022,0.0197,2026,0.0049,Y
159978.SZ,建信中证沪港深粤港澳大湾区发展主题ETF,中证沪港深粤港澳大湾区发展主题,中证沪港深粤港澳大湾区发展主题指数收益率×100%,被动指数型,建信基金管理有限责任公司,20200414,20230112,D,nan,nan,,Y,0,,,2020,0.0775,2022,0.0042,Y
512210.SH,景顺长城中证800食品饮料ETF,中证800食品饮料,中证800食品饮料指数×100%,被动指数型,景顺长城基金管理有限公司,20140819,20180831,D,nan,nan,,Y,0,,,2014,0.0488,2017,0.0041,Y
159965.SZ,国联央视财经50ETF,央视财经50,央视财经50指数收益率×100%,被动指数型,国联基金管理有限公司,20190424,nan,L,0.5,0.1,0.35,Y,0,,,2019,0.0803,2026,0.0037,Y
560030.SH,汇添富中证800价值ETF,中证800价值,中证800价值指数收益率×100%,被动指数型,汇添富基金管理股份有限公司,20230710,nan,L,0.5,0.1,0.31,Y,0,,,2023,0.0702,2026,0.0035,Y
159953.SZ,广发中证全指工业ETF,中证全指工业,中证全指工业指数×100%,被动指数型,广发基金管理有限公司,20170714,20201217,D,nan,nan,,Y,0,,,2017,0.0279,2020,0.0035,Y
515570.SH,山西证券中证红利潜力ETF,中证红利潜力,中证红利潜力指数收益率×100%,被动指数型,山西证券股份有限公司,20200409,20231218,D,nan,nan,,Y,0,,,2020,0.0211,2023,0.0033,Y
159803.SZ,易方达中证浙江新动能ETF(QDII),中证浙江新动能,中证浙江新动能指数收益率×100%,被动指数型,易方达基金管理有限公司,20200526,20210928,D,nan,nan,,Y,0,,,2020,0.02,2021,0.0032,Y
159804.SZ,国寿安保国证创业板中盘精选88ETF,国证创业板中盘精选88,国证创业板中盘精选88指数×100%,被动指数型,国寿安保基金管理有限公司,20200331,nan,L,0.3,0.1,0.26,Y,0,,,2020,0.074,2026,0.0031,Y
512870.SH,南华中证杭州湾区ETF,中证杭州湾区,中证杭州湾区指数收益率×100%,被动指数型,南华基金管理有限公司,20190222,nan,L,0.5,0.1,0.33,Y,0,,,2019,0.053,2026,0.0031,Y
159946.SZ,广发中证全指主要消费ETF,中证全指主要消费,中证全指主要消费指数×100%,被动指数型,广发基金管理有限公司,20150713,20181228,D,nan,nan,,Y,0,,,2015,0.0245,2018,0.003,Y
510090.SH,建信上证社会责任ETF,上证社会责任,上证社会责任指数×100%,被动指数型,建信基金管理有限责任公司,20100809,nan,L,0.5,0.1,0.65,Y,0,,,2015,0.0046,2026,0.0029,Y
510010.SH,交银上证180公司治理ETF,上证180公司治理,上证180公司治理指数×100%,被动指数型,交银施罗德基金管理有限公司,20091215,nan,L,0.5,0.1,2.31,Y,1,2015,2015,2015,1.1419,2026,0.0027,Y
510420.SH,景顺长城上证180等权重ETF,上证180等权重,上证180等权重指数×100%,被动指数型,景顺长城基金管理有限公司,20120709,20191108,D,nan,nan,,Y,1,2015,2015,2015,0.6878,2018,0.0027,Y
512270.SH,华安沪深300行业中性低波动ETF,沪深300行业中性低波动,沪深300行业中性低波动指数收益率×100%,被动指数型,华安基金管理有限公司,20190329,20210923,D,nan,nan,,Y,0,,,2019,0.0337,2021,0.0027,Y
159933.SZ,国投瑞银沪深300金融地产ETF,沪深300金融地产,沪深300金融地产指数×100%,被动指数型,国投瑞银基金管理有限公司,20131016,nan,L,0.6,0.13,1.07,Y,0,,,2015,0.0582,2026,0.0026,Y
510450.SH,上投摩根上证180高贝塔ETF,上证180高贝塔,上证180高贝塔指数×100%,被动指数型,摩根基金管理(中国)有限公司,20130801,20160824,D,nan,nan,,Y,0,,,2013,0.0598,2016,0.0025,Y
159924.SZ,景顺长城沪深300等权重ETF,沪深300等权重,沪深300等权重指数×100%,被动指数型,景顺长城基金管理有限公司,20130605,20180320,D,nan,nan,,Y,0,,,2013,0.0534,2017,0.0025,Y
159962.SZ,华夏中证四川国企改革ETF,中证四川国企改革,中证四川国企改革指数收益率×100%,被动指数型,华夏基金管理有限公司,20190418,20221109,D,nan,nan,,Y,0,,,2020,0.1915,2022,0.0024,Y
159986.SZ,弘毅远方国证消费100ETF,国证消费100,国证消费100指数收益率×100%,被动指数型,弘毅远方基金管理有限公司,20200120,20221027,D,nan,nan,,Y,0,,,2020,0.0332,2022,0.0024,Y
510110.SH,海富通上证周期行业50ETF,上证周期行业50,上证周期行业50指数×100%,被动指数型,海富通基金管理有限公司,20101115,20230811,D,nan,nan,,Y,0,,,2015,0.1239,2023,0.0023,Y
511310.SH,富国中证10年期国债ETF,中证10年期国债,中证10年期国债指数×100%,被动指数型,富国基金管理有限公司,20180426,20230308,D,nan,nan,,Y,0,,,2018,0.0185,2022,0.002,Y
515520.SH,大成MSCI中国A股质优价值100ETF,MSCI中国A股质优价值100,MSCI中国A股质优价值100指数收益率×100%,被动指数型,大成基金管理有限公司,20191118,20230613,D,nan,nan,,Y,0,,,2020,0.0836,2023,0.0016,Y
512790.SH,华安中证民企成长ETF,中证民企成长,中证民企成长指数收益率×100%,被动指数型,华安基金管理有限公司,20190906,20200731,D,nan,nan,,Y,0,,,2019,0.0378,2020,0.0016,Y
512780.SH,广发中证京津冀协同发展主题ETF,中证京津冀协同发展主题,中证京津冀协同发展主题指数×100%,被动指数型,广发基金管理有限公司,20180524,20230112,D,nan,nan,,Y,0,,,2018,0.019,2022,0.0016,Y
159942.SZ,华润元大中创100ETF,中小企业板创业板100,中小企业板创业板100指数(价格)×100%,被动指数型,华润元大基金管理有限公司,20150625,20181106,D,nan,nan,,Y,0,,,2015,0.0386,2018,0.0015,Y
515510.SH,嘉实中证500成长估值ETF,中证500成长估值,中证500成长估值指数收益率×100%,被动指数型,嘉实基金管理有限公司,20200506,20230508,D,nan,nan,,Y,0,,,2020,0.0377,2022,0.0015,Y
510260.SH,诺安上证新兴产业ETF,上证新兴产业,上证新兴产业指数×100%,被动指数型,诺安基金管理有限公司,20110608,20200115,D,nan,nan,,Y,1,2015,2015,2015,1.3236,2019,0.0014,Y
510220.SH,华泰柏瑞上证中小盘ETF,上证中小盘,上证中小盘指数×100%,被动指数型,华泰柏瑞基金管理有限公司,20110328,20221227,D,nan,nan,,Y,0,,,2015,0.034,2022,0.0014,Y
510070.SH,鹏华上证民营企业50ETF,上证民营企业50,上证民营企业50指数×100%,被动指数型,鹏华基金管理有限公司,20101029,20200813,D,nan,nan,,Y,0,,,2015,0.0682,2020,0.0012,Y
159932.SZ,大成中证500深市ETF,中证500深市,中证500深市指数×100%,被动指数型,大成基金管理有限公司,20131021,20221122,D,nan,nan,,Y,0,,,2014,0.0088,2022,0.001,Y
510440.SH,大成中证500沪市ETF,中证500沪市,中证500沪市指数×100%,被动指数型,大成基金管理有限公司,20121008,20221222,D,nan,nan,,Y,0,,,2015,0.0466,2022,0.0009,Y
159951.SZ,嘉实中关村A股ETF,中关村A股综合,中关村A股综合指数×100%,被动指数型,嘉实基金管理有限公司,20170710,20220824,D,nan,nan,,Y,0,,,2017,0.038,2022,0.0009,Y
510430.SH,银华上证50等权重ETF,上证50等权重,上证50等权重指数×100%,被动指数型,银华基金管理股份有限公司,20120924,20201218,D,nan,nan,,Y,0,,,2015,0.1181,2020,0.0008,Y
510280.SH,华宝上证180成长ETF,上证180成长,上证180成长指数×100%,被动指数型,华宝基金管理有限公司,20111018,20190930,D,nan,nan,,Y,0,,,2015,0.0637,2018,0.0008,Y
511280.SH,华夏上证3-5年期中高评级可质押信用债ETF,上证3-5年期中高评级可质押信用债,上证3-5年期中高评级可质押信用债指数收益率×100%,被动指数型,华夏基金管理有限公司,20180531,20211022,D,nan,nan,,Y,0,,,2018,0.0118,2021,0.0008,Y
159921.SZ,诺安中小板等权重ETF,中小板等权重,中小板等权重指数收益率×100%,被动指数型,诺安基金管理有限公司,20130131,20171108,D,nan,nan,,Y,0,,,2015,0.0328,2017,0.0007,Y
512850.SH,中信建投中证北京50ETF,中证北京50,中证北京50指数收益率×100%,被动指数型,中信建投基金管理有限公司,20181109,20210219,D,nan,nan,,Y,0,,,2019,0.0117,2020,0.0007,Y
511210.SH,博时上证企债30ETF,上证企债30,上证企债30指数×100%,被动指数型,博时基金管理有限公司,20130816,20180126,D,nan,nan,,Y,0,,,2013,0.1953,2017,0.0006,Y
512110.SH,华安中证细分地产ETF,中证细分房地产产业主题,中证细分房地产产业主题指数×100%,被动指数型,华安基金管理有限公司,20140106,20170113,D,nan,nan,,Y,0,,,2014,0.0137,2016,0.0006,Y
511050.SH,兴业上证1-5年期地方政府债ETF,上证1-5年期地方政府债,上证1-5年期地方政府债指数收益率×100%,被动指数型,兴业基金管理有限公司,20200730,20210831,D,nan,nan,,Y,0,,,2021,0.0005,2021,0.0005,Y
510120.SH,海富通上证非周期行业100ETF,上证非周期行业100,上证非周期行业100指数×100%,被动指数型,海富通基金管理有限公司,20110608,20230811,D,nan,nan,,Y,0,,,2015,0.0814,2023,0.0004,Y
