symbol,name,theme,benchmark,invest_type,management,list_date,delist_date,list_status,m_fee,c_fee,scale_yi,scale_reliable,n_qualify_years,first_qualify_year,last_qualify_year,peak_year,peak_avg_daily_yi,latest_year,latest_avg_daily_yi,theme_representative
511360.SH,海富通中证短融ETF,中证短融,中证短融指数收益率×100%,被动指数型,海富通基金管理有限公司,20200925,nan,L,0.15,0.05,838.53,Y,6,2021,2026,2026,357.3249,2026,357.3249,Y
511880.SH,银华货币ETF-A,活期存款利率,活期存款利率(税后)×100%,货币型,银华基金管理股份有限公司,20130418,nan,L,0.3,0.09,,N,14,2013,2026,2026,174.1704,2026,174.1704,Y
511990.SH,华宝现金添益货币ETF-A,7天通知存款利率,7天通知存款利率(税后)×100%,货币型,华宝基金管理有限公司,20130128,nan,L,0.35,0.09,,N,14,2013,2026,2015,211.6969,2026,110.821,Y
511380.SH,博时中证可转债及可交换债券ETF,中证可转债及可交换债券,中证可转债及可交换债券指数收益率×100%,被动指数型,博时基金管理有限公司,20200407,nan,L,0.15,0.05,622.12,Y,7,2020,2026,2026,102.4937,2026,102.4937,Y
511100.SH,华夏上证基准做市国债ETF,上证基准做市国债,上证基准做市国债指数收益率×100%,被动指数型,华夏基金管理有限公司,20231225,nan,L,0.15,0.05,121.75,Y,3,2024,2026,2026,98.8689,2026,98.8689,Y
513310.SH,华泰柏瑞中证韩交所中韩半导体ETF(QDII),中证韩交所中韩半导体,中证韩交所中韩半导体指数收益率×100%,被动指数型,华泰柏瑞基金管理有限公司,20221222,nan,L,0.8,0.15,116.76,Y,3,2024,2026,2026,92.4281,2026,92.4281,Y
551550.SH,华夏中证AAA科技创新公司债ETF,中证AAA科技创新公司债,中证AAA科技创新公司债指数收益率×100%,被动指数型,华夏基金管理有限公司,20250717,nan,L,0.15,0.05,181.52,Y,2,2025,2026,2026,81.3925,2026,81.3925,Y
551030.SH,鹏华上证AAA科技创新公司债ETF,上证AAA科技创新公司债,上证AAA科技创新公司债指数收益率×100%,被动指数型,鹏华基金管理有限公司,20250717,nan,L,0.15,0.05,186.9,Y,2,2025,2026,2026,71.5726,2026,71.5726,Y
511070.SH,南方上证基准做市公司债ETF,上证基准做市公司债,上证基准做市公司债指数收益率×100%,被动指数型,南方基金管理股份有限公司,20250122,nan,L,0.15,0.05,300.63,Y,2,2025,2026,2026,70.2475,2026,70.2475,Y
563360.SH,华泰柏瑞中证A500ETF,中证A500,中证A500指数收益率×100%,被动指数型,华泰柏瑞基金管理有限公司,20241015,nan,L,0.15,0.05,409.36,Y,2,2025,2026,2026,63.4755,2026,63.4755,Y
588000.SH,华夏上证科创板50成份ETF,上证科创板50成份,上证科创板50成份指数收益率×100%,被动指数型,华夏基金管理有限公司,20201116,nan,L,0.15,0.05,898.11,Y,6,2021,2026,2026,61.7833,2026,61.7833,Y
510300.SH,华泰柏瑞沪深300ETF,沪深300,沪深300指数×100%,被动指数型,华泰柏瑞基金管理有限公司,20120528,nan,L,0.15,0.05,1101.16,Y,14,2013,2026,2026,59.3494,2026,59.3494,Y
513090.SH,易方达中证香港证券投资主题ETF,中证香港证券投资主题,中证香港证券投资主题指数收益率(使用估值汇率折算)×100%,被动指数型,易方达基金管理有限公司,20200326,nan,L,0.15,0.05,185.43,Y,7,2020,2026,2025,98.4548,2026,57.8456,Y
159915.SZ,易方达创业板ETF,创业板指数P,创业板指数P×100%,被动指数型,易方达基金管理有限公司,20111209,nan,L,0.15,0.05,648.43,Y,14,2013,2026,2026,57.5289,2026,57.5289,Y
518880.SH,华安易富黄金ETF,Au99.99合约,国内黄金现货价格收益率(Au99.99合约)×100%,黄金现货合约,华安基金管理有限公司,20130729,nan,L,0.5,0.1,1065.41,Y,11,2016,2026,2026,56.9987,2026,56.9987,Y
513120.SH,广发中证香港创新药ETF(QDII),中证香港创新药,中证香港创新药指数收益率×100%,被动指数型,广发基金管理有限公司,20220712,nan,L,0.5,0.1,243.38,Y,5,2022,2026,2026,56.8179,2026,56.8179,Y
510500.SH,南方中证500ETF,中证小盘500,中证小盘500指数×100%,被动指数型,南方基金管理股份有限公司,20130315,nan,L,0.15,0.05,430.42,Y,12,2015,2026,2026,48.8835,2026,48.8835,Y
511090.SH,鹏扬中债-30年期国债ETF,中债-30年期国债,中债-30年期国债指数收益率×100%,被动指数型,鹏扬基金管理有限公司,20230613,nan,L,0.15,0.05,331.25,Y,4,2023,2026,2025,83.9953,2026,42.6573,Y
588200.SH,嘉实上证科创板芯片ETF,上证科创板芯片,上证科创板芯片指数收益率×100%,被动指数型,嘉实基金管理有限公司,20221026,nan,L,0.5,0.1,506.54,Y,4,2023,2026,2026,41.8941,2026,41.8941,Y
513130.SH,华泰柏瑞南方东英恒生科技指数ETF(QDII),恒生科技,恒生科技指数收益率(使用估值汇率折算)×100%,被动指数型,华泰柏瑞基金管理有限公司,20210601,nan,L,0.2,0.05,325.06,Y,6,2021,2026,2025,51.1334,2026,41.1639,Y
511260.SH,国泰上证10年期国债ETF,上证10年期国债,上证10年期国债指数×100%,被动指数型,国泰基金管理有限公司,20170824,nan,L,0.15,0.05,229.1,Y,7,2020,2026,2026,40.3975,2026,40.3975,Y
512100.SH,南方中证1000ETF,中证1000,中证1000指数×100%,被动指数型,南方基金管理股份有限公司,20161104,nan,L,0.15,0.05,206.17,Y,6,2021,2026,2026,34.9907,2026,34.9907,Y
588170.SH,华夏上证科创板半导体材料设备主题ETF,上证科创板半导体材料设备主题,上证科创板半导体材料设备主题指数收益率×100%,被动指数型,华夏基金管理有限公司,20250408,nan,L,0.5,0.1,440.13,Y,2,2025,2026,2026,33.3656,2026,33.3656,Y
515880.SH,国泰中证全指通信设备ETF,中证全指通信设备,中证全指通信设备指数收益率×100%,被动指数型,国泰基金管理有限公司,20190906,nan,L,0.5,0.1,421.5,Y,7,2019,2026,2026,32.1968,2026,32.1968,Y
159516.SZ,国泰中证半导体材料设备主题ETF,中证半导体材料设备主题,中证半导体材料设备主题指数收益率×100%,被动指数型,国泰基金管理有限公司,20230727,nan,L,0.5,0.1,447.55,Y,4,2023,2026,2026,31.8839,2026,31.8839,Y
159816.SZ,鹏华中证0-4年期地方政府债ETF,中证0-4年期地方政府债,中证0-4年期地方政府债指数收益率×100%,被动指数型,鹏华基金管理有限公司,20200904,nan,L,0.15,0.05,110.75,Y,3,2024,2026,2026,31.1827,2026,31.1827,Y
511030.SH,平安中债-中高等级公司债利差因子ETF,中债-中高等级公司债利差因子,中债-中高等级公司债利差因子指数收益率×100%,被动指数型,平安基金管理有限公司,20190322,nan,L,0.15,0.05,436.14,Y,5,2022,2026,2026,29.483,2026,29.483,Y
510050.SH,华夏上证50ETF,上海证券交易所50成份,上海证券交易所50成份指数×100%,被动指数型,华夏基金管理有限公司,20050223,nan,L,0.15,0.05,206.6,Y,14,2013,2026,2015,36.262,2026,29.2499,Y
511580.SH,招商中证国债及政策性金融债0-3年ETF,中证国债及政策性金融债0-3年,中证国债及政策性金融债0-3年指数收益率×100%,被动指数型,招商基金管理有限公司,20221214,nan,L,0.15,0.05,76.87,Y,4,2023,2026,2026,28.5574,2026,28.5574,Y
159398.SZ,天弘深证基准做市信用债ETF,深证基准做市信用债,深证基准做市信用债指数收益率×100%,被动指数型,天弘基金管理有限公司,20250206,nan,L,0.15,0.05,90.35,Y,2,2025,2026,2025,26.1189,2026,25.6932,Y
511130.SH,博时上证30年期国债ETF,上证30年期国债,上证30年期国债指数收益率×100%,被动指数型,博时基金管理有限公司,20240328,nan,L,0.15,0.05,209.55,Y,3,2024,2026,2025,29.9843,2026,25.2042,Y
511180.SH,海富通上证投资级可转债及可交换债券ETF,上证投资级可转债及可交换债券,上证投资级可转债及可交换债券指数收益率×100%,被动指数型,海富通基金管理有限公司,20200826,nan,L,0.25,0.05,125.3,Y,5,2022,2026,2026,24.919,2026,24.919,Y
513330.SH,华夏恒生互联网科技业ETF(QDII),恒生互联网科技业,恒生互联网科技业指数收益率(使用估值汇率折算)×100%,被动指数型,华夏基金管理有限公司,20210208,nan,L,0.5,0.15,259.05,Y,6,2021,2026,2025,36.2709,2026,24.0494,Y
159570.SZ,汇添富国证港股通创新药ETF,国证港股通创新药,国证港股通创新药指数收益率(经估值汇率调整后)×100%,被动指数型,汇添富基金管理股份有限公司,20240122,nan,L,0.5,0.1,233.04,Y,2,2025,2026,2026,23.6641,2026,23.6641,Y
513050.SH,易方达中证海外中国互联网50ETF(QDII),中证海外中国互联网50,中证海外中国互联网50指数(人民币)×100%,被动指数型,易方达基金管理有限公司,20170118,nan,L,0.6,0.2,370.24,Y,7,2020,2026,2025,27.182,2026,23.586,Y
159792.SZ,富国中证港股通互联网ETF,中证港股通互联网,中证港股通互联网指数收益率×100%,被动指数型,富国基金管理有限公司,20210928,nan,L,0.15,0.05,373.54,Y,5,2022,2026,2025,25.0561,2026,23.1887,Y
512880.SH,国泰中证全指证券公司ETF,中证全指证券公司,中证全指证券公司指数×100%,被动指数型,国泰基金管理有限公司,20160808,nan,L,0.5,0.1,626.69,Y,9,2018,2026,2025,22.3655,2026,22.1258,Y
511520.SH,富国中债7-10年政策性金融债ETF,中债7-10年政策性金融债,中债7-10年政策性金融债指数×100%,被动指数型,富国基金管理有限公司,20221025,nan,L,0.15,0.05,453.65,Y,4,2023,2026,2024,67.5209,2026,19.6038,Y
159949.SZ,华安创业板50ETF,创业板50,创业板50指数×100%,被动指数型,华安基金管理有限公司,20160722,nan,L,0.5,0.1,249.45,Y,9,2018,2026,2026,19.4048,2026,19.4048,Y
511270.SH,海富通上证10年期地方政府债ETF,上证10年期地方政府债,上证10年期地方政府债指数收益率×100%,被动指数型,海富通基金管理有限公司,20181122,nan,L,0.15,0.05,108.7,Y,5,2022,2026,2026,17.189,2026,17.189,Y
512480.SH,国联安中证全指半导体产品与设备ETF,中证全指半导体产品与设备,中证全指半导体产品与设备指数收益率×100%,被动指数型,国联安基金管理有限公司,20190612,nan,L,0.5,0.1,202.27,Y,7,2020,2026,2026,16.758,2026,16.758,Y
159972.SZ,鹏华中证5年期地方政府债ETF,中证5年期地方政府债,中证5年期地方政府债指数收益率×100%,被动指数型,鹏华基金管理有限公司,20191108,nan,L,0.15,0.05,79.75,Y,3,2024,2026,2026,15.1979,2026,15.1979,Y
159518.SZ,嘉实标普石油天然气勘探及生产精选行业ETF(QDII),经估值汇率调整后的标普石油天然气勘探及生产精选行业,经估值汇率调整后的标普石油天然气勘探及生产精选行业指数收益率×100%,被动指数型,嘉实基金管理有限公司,20231115,nan,L,0.5,0.1,21.0,Y,2,2025,2026,2026,14.9361,2026,14.9361,Y
512400.SH,南方中证申万有色金属ETF,中证申万有色金属,中证申万有色金属指数×100%,被动指数型,南方基金管理股份有限公司,20170901,nan,L,0.5,0.1,276.41,Y,7,2020,2026,2026,14.8232,2026,14.8232,Y
159206.SZ,永赢国证商用卫星通信产业ETF,国证商用卫星通信产业,国证商用卫星通信产业指数收益率×100%,被动指数型,永赢基金管理有限公司,20250314,nan,L,0.5,0.1,132.58,Y,2,2025,2026,2026,13.9532,2026,13.9532,Y
511220.SH,海富通上证城投债ETF,上证城投债,上证城投债指数收益率×100%,被动指数型,海富通基金管理有限公司,20190424,nan,L,0.15,0.05,552.75,Y,5,2022,2026,2026,13.7223,2026,13.7223,Y
513350.SH,富国标普石油天然气勘探及生产精选行业ETF(QDII),标普石油天然气勘探及生产精选行业,标普石油天然气勘探及生产精选行业指数收益率(经汇率调整后)×100%,被动指数型,富国基金管理有限公司,20231128,nan,L,0.5,0.1,11.37,Y,2,2025,2026,2026,13.5406,2026,13.5406,Y
159326.SZ,华夏中证电网设备主题ETF,中证电网设备主题,中证电网设备主题指数收益率×100%,被动指数型,华夏基金管理有限公司,20240909,nan,L,0.5,0.1,199.29,Y,2,2025,2026,2026,13.1372,2026,13.1372,Y
511010.SH,国泰上证5年期国债ETF,上证5年期国债,上证5年期国债指数×100%,被动指数型,国泰基金管理有限公司,20130325,nan,L,0.15,0.05,70.2,Y,14,2013,2026,2026,12.3139,2026,12.3139,Y
159941.SZ,广发纳斯达克100ETF(QDII),纳斯达克100,纳斯达克100指数×100%,被动指数型,广发基金管理有限公司,20150713,nan,L,0.8,0.2,372.58,Y,6,2020,2026,2026,12.1773,2026,12.1773,Y
159981.SZ,建信易盛郑商所能源化工期货ETF,易盛郑商所能源化工指数A,易盛郑商所能源化工指数A收益率×100%,能源化工期货型,建信基金管理有限责任公司,20200117,nan,L,0.5,0.1,30.1,Y,2,2025,2026,2026,11.9548,2026,11.9548,Y
520500.SH,华泰柏瑞恒生创新药ETF(QDII),恒生创新药,恒生创新药指数收益率×100%,被动指数型,华泰柏瑞基金管理有限公司,20241227,nan,L,0.5,0.1,26.63,Y,2,2025,2026,2026,11.8579,2026,11.8579,Y
511060.SH,海富通上证5年期地方政府债ETF,上证5年期地方政府债,上证5年期地方政府债指数收益率×100%,被动指数型,海富通基金管理有限公司,20191212,nan,L,0.15,0.05,23.3,Y,5,2022,2026,2026,11.8055,2026,11.8055,Y
159400.SZ,景顺长城深证AAA科技创新公司债ETF,深证AAA科技创新公司债,深证AAA科技创新公司债指数收益率×100%,被动指数型,景顺长城基金管理有限公司,20250717,nan,L,0.15,0.05,72.14,Y,2,2025,2026,2026,11.3607,2026,11.3607,Y
159363.SZ,华宝创业板人工智能ETF,创业板人工智能,创业板人工智能指数收益率×100%,被动指数型,华宝基金管理有限公司,20241216,nan,L,0.5,0.1,70.03,Y,2,2025,2026,2026,11.2541,2026,11.2541,Y
159131.SZ,华宝中证港股通信息技术综合ETF,经人民币汇率调整的中证港股通信息技术综合,经人民币汇率调整的中证港股通信息技术综合指数收益率×100%,被动指数型,华宝基金管理有限公司,20251113,nan,L,0.5,0.1,22.47,Y,1,2026,2026,2026,11.1753,2026,11.1753,Y
513750.SH,广发中证港股通非银行金融主题ETF,中证港股通非银行金融主题,中证港股通非银行金融主题指数收益率×100%,被动指数型,广发基金管理有限公司,20231127,nan,L,0.5,0.1,125.85,Y,3,2024,2026,2026,11.0355,2026,11.0355,Y
159995.SZ,华夏国证半导体芯片ETF,国证半导体芯片,国证半导体芯片指数收益率×100%,被动指数型,华夏基金管理有限公司,20200210,nan,L,0.5,0.1,282.32,Y,7,2020,2026,2020,16.1756,2026,10.921,Y
159870.SZ,鹏华中证细分化工产业主题ETF,中证细分化工产业主题,中证细分化工产业主题指数收益率×100%,被动指数型,鹏华基金管理有限公司,20210303,nan,L,0.5,0.1,139.41,Y,5,2021,2026,2026,10.1196,2026,10.1196,Y
515050.SH,华夏中证5G通信主题ETF,中证5G通信主题,中证5G通信主题指数收益率×100%,被动指数型,华夏基金管理有限公司,20191016,nan,L,0.5,0.1,180.53,Y,7,2020,2026,2020,11.2014,2026,9.4856,Y
562500.SH,华夏中证机器人ETF,中证机器人,中证机器人指数收益率×100%,被动指数型,华夏基金管理有限公司,20211229,nan,L,0.5,0.1,179.6,Y,3,2024,2026,2025,11.3516,2026,9.4427,Y
511020.SH,平安中证5-10年期国债活跃券ETF,中证5-10年期国债活跃券,中证5-10年期国债活跃券指数收益率×100%,被动指数型,平安基金管理有限公司,20190222,nan,L,0.15,0.05,45.2,Y,5,2022,2026,2026,9.3541,2026,9.3541,Y
515220.SH,国泰中证煤炭ETF,中证煤炭,中证煤炭指数收益率×100%,被动指数型,国泰基金管理有限公司,20200302,nan,L,0.5,0.1,144.36,Y,7,2020,2026,2026,9.1402,2026,9.1402,Y
512800.SH,华宝中证银行ETF,中证银行,中证银行指数×100%,被动指数型,华宝基金管理有限公司,20170803,nan,L,0.5,0.1,99.29,Y,8,2019,2026,2026,8.6429,2026,8.6429,Y
159892.SZ,华夏恒生生物科技ETF(QDII),恒生生物科技,恒生生物科技指数收益率(使用估值汇率折算)×100%,被动指数型,华夏基金管理有限公司,20211019,nan,L,0.5,0.15,42.99,Y,5,2022,2026,2025,9.8866,2026,8.59,Y
159530.SZ,易方达国证机器人产业ETF,国证机器人产业,国证机器人产业指数收益率×100%,被动指数型,易方达基金管理有限公司,20240118,nan,L,0.5,0.1,171.05,Y,2,2025,2026,2026,8.5746,2026,8.5746,Y
511660.SH,建信现金添益货币ETF-H,七天通知存款利率,七天通知存款利率×100%,货币型,建信基金管理有限责任公司,20160921,nan,L,0.25,0.08,,N,11,2016,2026,2021,17.6064,2026,8.3306,Y
159992.SZ,银华中证创新药产业ETF,中证创新药产业,中证创新药产业指数收益率×100%,被动指数型,银华基金管理股份有限公司,20200410,nan,L,0.5,0.05,163.03,Y,7,2020,2026,2026,8.2954,2026,8.2954,Y
512890.SH,华泰柏瑞中证红利低波动ETF,中证红利低波动,中证红利低波动指数收益率×100%,被动指数型,华泰柏瑞基金管理有限公司,20190118,nan,L,0.5,0.1,331.14,Y,4,2023,2026,2026,8.1533,2026,8.1533,Y
510210.SH,富国上证综指ETF,上海证券交易所综合,上海证券交易所综合指数×100%,被动指数型,富国基金管理有限公司,20110325,nan,L,0.5,0.1,148.7,Y,5,2022,2026,2026,7.7834,2026,7.7834,Y
159316.SZ,易方达恒生港股通创新药ETF,恒生港股通创新药,恒生港股通创新药指数收益率(使用估值汇率折算)×100%,被动指数型,易方达基金管理有限公司,20250326,nan,L,0.15,0.05,61.63,Y,2,2025,2026,2026,7.7579,2026,7.7579,Y
159509.SZ,景顺长城纳斯达克科技市值加权ETF(QDII),纳斯达克科技市值加权,纳斯达克科技市值加权指数收益率(使用估值汇率调整)×100%,被动指数型,景顺长城基金管理有限公司,20230808,nan,L,0.8,0.2,186.6,Y,4,2023,2026,2024,12.231,2026,7.5739,Y
512690.SH,鹏华中证酒ETF,中证酒,中证酒指数收益率×100%,被动指数型,鹏华基金管理有限公司,20190506,nan,L,0.5,0.1,133.87,Y,7,2020,2026,2025,8.7205,2026,7.5506,Y
517520.SH,永赢中证沪深港黄金产业股票ETF,中证沪深港黄金产业股票,中证沪深港黄金产业股票指数收益率×100%,被动指数型,永赢基金管理有限公司,20231101,nan,L,0.5,0.1,140.53,Y,3,2024,2026,2026,7.0961,2026,7.0961,Y
513060.SH,博时恒生医疗保健ETF(QDII),恒生医疗保健,恒生医疗保健指数×100%,被动指数型,博时基金管理有限公司,20210329,nan,L,0.5,0.15,49.28,Y,6,2021,2026,2025,16.5686,2026,7.046,Y
159967.SZ,华夏创业板动量成长ETF,创业板动量成长,创业板动量成长指数收益率×100%,被动指数型,华夏基金管理有限公司,20190715,nan,L,0.5,0.1,57.93,Y,6,2021,2026,2026,6.9727,2026,6.9727,Y
518850.SH,华夏黄金ETF,上海黄金交易所黄金现货实盘合约Au99.99价格,上海黄金交易所黄金现货实盘合约Au99.99价格收益率×100%,黄金现货合约,华夏基金管理有限公司,20200605,nan,L,0.15,0.05,173.61,Y,2,2025,2026,2026,6.8975,2026,6.8975,Y
159819.SZ,易方达中证人工智能主题ETF,中证人工智能主题,中证人工智能主题指数收益率×100%,被动指数型,易方达基金管理有限公司,20200923,nan,L,0.15,0.05,215.26,Y,6,2020,2026,2025,7.883,2026,6.8042,Y
159980.SZ,大成有色金属期货ETF,上海期货交易所有色金属期货价格,上海期货交易所有色金属期货价格指数收益率×100%,有色金属期货型,大成基金管理有限公司,20191224,nan,L,0.6,0.1,63.55,Y,5,2022,2026,2026,6.7678,2026,6.7678,Y
512170.SH,华宝中证医疗ETF,中证医疗,中证医疗指数收益率×100%,被动指数型,华宝基金管理有限公司,20190617,nan,L,0.5,0.1,243.06,Y,7,2020,2026,2026,6.3844,2026,6.3844,Y
510880.SH,华泰柏瑞上证红利ETF,上海证券交易所上证红利,上海证券交易所上证红利指数×100%,被动指数型,华泰柏瑞基金管理有限公司,20070118,nan,L,0.5,0.1,200.52,Y,8,2015,2026,2026,6.3256,2026,6.3256,Y
159755.SZ,广发国证新能源车电池ETF,国证新能源车电池,国证新能源车电池指数收益率×100%,被动指数型,广发基金管理有限公司,20210624,nan,L,0.5,0.1,74.6,Y,6,2021,2026,2026,6.2292,2026,6.2292,Y
159869.SZ,华夏中证动漫游戏ETF,中证动漫游戏,中证动漫游戏指数收益率×100%,被动指数型,华夏基金管理有限公司,20210305,nan,L,0.5,0.1,88.88,Y,5,2022,2026,2026,6.2017,2026,6.2017,Y
159636.SZ,工银瑞信国证港股通科技ETF,经汇率调整后的国证港股通科技,经汇率调整后的国证港股通科技指数收益率×100%,被动指数型,工银瑞信基金管理有限公司,20220720,nan,L,0.45,0.07,114.12,Y,5,2022,2026,2025,7.6608,2026,6.1378,Y
159852.SZ,嘉实中证软件服务ETF,中证软件服务,中证软件服务指数收益率×100%,被动指数型,嘉实基金管理有限公司,20210209,nan,L,0.5,0.1,97.34,Y,4,2023,2026,2026,6.1224,2026,6.1224,Y
563300.SH,华泰柏瑞中证2000ETF,中证2000,中证2000指数收益率×100%,被动指数型,华泰柏瑞基金管理有限公司,20230914,nan,L,0.5,0.1,72.23,Y,4,2023,2026,2026,6.0523,2026,6.0523,Y
588220.SH,鹏华上证科创板100ETF,上证科创板100,上证科创板100指数收益率×100%,被动指数型,鹏华基金管理有限公司,20230915,nan,L,0.15,0.05,65.9,Y,4,2023,2026,2023,6.6417,2026,5.893,Y
159952.SZ,广发创业板ETF,创业板,创业板指数×100%,被动指数型,广发基金管理有限公司,20170519,nan,L,0.15,0.05,114.07,Y,8,2019,2026,2026,5.8777,2026,5.8777,Y
513980.SH,景顺长城中证港股通科技ETF,中证港股通科技,中证港股通科技指数收益率(使用估值汇率折算)×100%,被动指数型,景顺长城基金管理有限公司,20210702,nan,L,0.5,0.1,101.78,Y,5,2022,2026,2025,10.0983,2026,5.8359,Y
512070.SH,易方达沪深300非银行金融ETF,沪深300非银行金融,沪深300非银行金融指数×100%,被动指数型,易方达基金管理有限公司,20140718,nan,L,0.5,0.1,133.17,Y,8,2014,2026,2026,5.6998,2026,5.6998,Y
159611.SZ,广发中证全指电力公用事业ETF,中证全指电力公用事业,中证全指电力公用事业指数×100%,被动指数型,广发基金管理有限公司,20220107,nan,L,0.5,0.1,98.1,Y,5,2022,2026,2026,5.3621,2026,5.3621,Y
512010.SH,易方达沪深300医药卫生ETF,沪深300医药卫生,沪深300医药卫生指数×100%,被动指数型,易方达基金管理有限公司,20131028,nan,L,0.5,0.1,151.69,Y,7,2020,2026,2023,5.9778,2026,5.315,Y
159262.SZ,广发恒生港股通科技主题ETF,恒生港股通科技主题,恒生港股通科技主题指数×100%,被动指数型,广发基金管理有限公司,20250707,nan,L,0.5,0.1,47.62,Y,2,2025,2026,2026,5.3127,2026,5.3127,Y
560860.SH,万家中证工业有色金属主题ETF,中证工业有色金属主题,中证工业有色金属主题指数收益率×100%,被动指数型,万家基金管理有限公司,20230313,nan,L,0.5,0.1,88.0,Y,2,2025,2026,2026,5.2135,2026,5.2135,Y
159985.SZ,华夏饲料豆粕期货ETF,大连商品交易所豆粕期货价格,大连商品交易所豆粕期货价格指数收益率×100%,豆粕期货型,华夏基金管理有限公司,20191205,nan,L,0.5,0.1,35.99,Y,4,2023,2026,2026,5.1637,2026,5.1637,Y
159201.SZ,华夏国证自由现金流ETF,国证自由现金流,国证自由现金流指数收益率×100%,被动指数型,华夏基金管理有限公司,20250227,nan,L,0.15,0.05,164.39,Y,2,2025,2026,2026,5.0958,2026,5.0958,Y
563230.SH,富国中证卫星产业ETF,中证卫星产业,中证卫星产业指数收益率×100%,被动指数型,富国基金管理有限公司,20250917,nan,L,0.5,0.1,37.01,Y,2,2025,2026,2026,4.9714,2026,4.9714,Y
512760.SH,国泰CES半导体芯片行业ETF,中华交易服务半导体芯片行业,中华交易服务半导体芯片行业指数收益率×100%,被动指数型,国泰基金管理有限公司,20190612,nan,L,0.5,0.1,106.9,Y,8,2019,2026,2020,10.6089,2026,4.9542,Y
159649.SZ,华安中债1-5年国开行债券ETF,中债-1-5年国开行债券,中债-1-5年国开行债券指数×100%,被动指数型,华安基金管理有限公司,20221024,nan,L,0.15,0.05,42.69,Y,4,2023,2026,2023,19.7559,2026,4.9261,Y
159506.SZ,富国恒生港股通创新药及医疗保健ETF,恒生港股通创新药及医疗保健,恒生港股通创新药及医疗保健指数收益率(使用估值汇率折算)×100%,被动指数型,富国基金管理有限公司,20230703,nan,L,0.5,0.1,33.39,Y,4,2023,2026,2025,5.3495,2026,4.8546,Y
512710.SH,富国中证军工龙头ETF,中证军工龙头,中证军工龙头指数收益率×100%,被动指数型,富国基金管理有限公司,20190826,nan,L,0.5,0.1,73.41,Y,8,2019,2026,2025,6.3833,2026,4.812,Y
512980.SH,广发中证传媒ETF,中证传媒,中证传媒指数×100%,被动指数型,广发基金管理有限公司,20180119,nan,L,0.5,0.1,42.49,Y,6,2021,2026,2026,4.7999,2026,4.7999,Y
515790.SH,华泰柏瑞中证光伏产业ETF,中证光伏产业,中证光伏产业指数收益率×100%,被动指数型,华泰柏瑞基金管理有限公司,20201218,nan,L,0.5,0.1,50.04,Y,6,2021,2026,2021,7.8494,2026,4.6563,Y
589720.SH,国泰上证科创板创新药ETF,上证科创板创新药,上证科创板创新药指数收益率×100%,被动指数型,国泰基金管理有限公司,20250801,nan,L,0.5,0.1,43.72,Y,2,2025,2026,2026,4.5761,2026,4.5761,Y
159781.SZ,易方达中证科创创业50ETF,中证科创创业50,中证科创创业50指数收益率×100%,被动指数型,易方达基金管理有限公司,20210705,nan,L,0.15,0.05,171.82,Y,6,2021,2026,2021,8.0401,2026,4.4659,Y
159566.SZ,易方达国证储能电池ETF,国证储能电池,国证储能电池指数收益率×100%,被动指数型,易方达基金管理有限公司,20240208,nan,L,0.5,0.1,49.44,Y,2,2025,2026,2026,4.4535,2026,4.4535,Y
159920.SZ,华夏恒生ETF(QDII),香港恒生,香港恒生指数×100%,被动指数型,华夏基金管理有限公司,20121022,nan,L,0.6,0.15,86.46,Y,11,2015,2026,2020,11.867,2026,4.4464,Y
513300.SH,华夏纳斯达克100ETF(QDII),经估值汇率调整后的纳斯达克100,经估值汇率调整后的纳斯达克100指数收益率×100%,被动指数型,华夏基金管理有限公司,20201105,nan,L,0.6,0.2,143.68,Y,5,2022,2026,2025,5.5928,2026,4.3952,Y
512660.SH,国泰中证军工ETF,中证军工,中证军工指数×100%,被动指数型,国泰基金管理有限公司,20160808,nan,L,0.5,0.1,71.28,Y,8,2019,2026,2021,9.2608,2026,4.3736,Y
159583.SZ,富国中证通信设备主题ETF,中证通信设备主题,中证通信设备主题指数收益率×100%,被动指数型,富国基金管理有限公司,20240708,nan,L,0.5,0.1,40.95,Y,2,2025,2026,2026,4.3611,2026,4.3611,Y
520880.SH,华宝恒生港股通创新药精选ETF,人民币汇率调整的恒生港股通创新药精选,人民币汇率调整的恒生港股通创新药精选指数收益率×100%,被动指数型,华宝基金管理有限公司,20250707,nan,L,0.5,0.1,20.09,Y,2,2025,2026,2026,4.2916,2026,4.2916,Y
513780.SH,景顺长城中证港股通创新药ETF,中证港股通创新药,中证港股通创新药指数收益率(使用估值汇率调整)×100%,被动指数型,景顺长城基金管理有限公司,20241025,nan,L,0.5,0.1,31.72,Y,2,2025,2026,2026,4.2466,2026,4.2466,Y
513190.SH,华夏中证港股通内地金融ETF,经估值汇率调整后的中证港股通内地金融,经估值汇率调整后的中证港股通内地金融指数收益率×100%,被动指数型,华夏基金管理有限公司,20231011,nan,L,0.5,0.1,18.39,Y,2,2025,2026,2026,4.2455,2026,4.2455,Y
510100.SH,易方达上证50ETF,上证50,上证50指数收益率×100%,被动指数型,易方达基金管理有限公司,20191009,nan,L,0.15,0.05,28.54,Y,4,2023,2026,2026,4.2035,2026,4.2035,Y
562800.SH,嘉实中证稀有金属主题ETF,中证稀有金属主题,中证稀有金属主题指数收益率×100%,被动指数型,嘉实基金管理有限公司,20210927,nan,L,0.5,0.1,54.71,Y,4,2022,2026,2026,4.177,2026,4.177,Y
