sw_l1,sw_l2,sw_l3,组内排名,symbol,name,mktcap_yi,avg_amount_20d_yi,price,listing_date,is_st,已纳入
社会服务,专业服务,检测服务,1,300012.SZ,华测检测,247.38,4.054,14.7,2009-10-30,0,False
社会服务,专业服务,检测服务,2,688757.SS,胜科纳米,126.4,2.4399,31.34,2025-03-25,0,False
社会服务,专业服务,检测服务,3,300938.SZ,信测标准,99.87,2.4692,29.3,2021-01-27,0,False
社会服务,专业服务,检测服务,4,300416.SZ,苏试试验,72.47,1.4328,14.25,2015-01-22,0,False
社会服务,专业服务,检测服务,5,301228.SZ,实朴检测,71.16,1.9009,58.18,2022-01-28,0,False
社会服务,专业服务,检测服务,6,002057.SZ,中钢天源,66.42,1.2419,8.81,2006-08-02,0,False
社会服务,专业服务,检测服务,7,301115.SZ,联检科技,57.22,1.5802,31.43,2022-08-31,0,False
社会服务,专业服务,检测服务,8,301449.SZ,天溯计量,35.76,1.0484,39.17,2025-12-23,0,False
社会服务,专业服务,会展服务,9,300795.SZ,米奥会展,35.03,3.1097,11.72,2019-10-22,0,False
社会服务,体育,体育Ⅲ,1,600158.SS,中体产业,67.55,1.7226,7.04,1998-03-27,0,False
社会服务,教育,培训教育,1,002607.SZ,中公教育,117.18,2.6292,1.9,2011-08-10,0,False
社会服务,教育,培训教育,2,300192.SZ,科德教育,83.91,4.4743,18.21,2011-03-22,0,False
社会服务,教育,学历教育,3,002093.SZ,国脉科技,77.78,1.4525,7.72,2006-12-15,0,False
社会服务,教育,培训教育,4,300688.SZ,创业黑马,58.01,3.0719,34.660000000000004,2017-08-10,0,False
社会服务,教育,教育运营及其他,5,600880.SS,博瑞传播,54.12,1.8989,4.95,1995-11-15,0,False
社会服务,教育,培训教育,6,000526.SZ,学大教育,42.82,1.821,35.14,1993-11-01,0,False
社会服务,教育,培训教育,7,003032.SZ,传智教育,35.09,5.8918,8.72,2021-01-12,0,False
社会服务,旅游及景区,人工景区,1,300144.SZ,宋城演艺,149.23,2.222,5.72,2010-12-09,0,True
社会服务,旅游及景区,自然景区,2,603099.SS,长白山,101.13,2.4084,37.13,2014-08-22,0,False
社会服务,旅游及景区,自然景区,3,600054.SS,黄山旅游,78.34,1.2398,10.74,1997-05-06,0,False
社会服务,旅游及景区,旅游综合,4,000524.SZ,岭南控股,59.05,1.4114,8.81,1993-11-18,0,False
社会服务,旅游及景区,旅游综合,5,000796.SZ,凯撒旅业,58.86,3.4787,3.67,1997-07-03,0,False
社会服务,旅游及景区,旅游综合,6,603402.SS,陕西旅游,57.91,2.3496,57.6,2026-01-06,0,False
社会服务,旅游及景区,自然景区,7,000430.SZ,张家界,54.49,1.9832,6.73,1996-08-29,0,False
社会服务,旅游及景区,人工景区,8,600593.SS,大连圣亚,51.38,1.8943,39.39,2002-07-11,0,False
社会服务,旅游及景区,旅游综合,9,002707.SZ,众信旅游,48.74,1.4051,4.96,2014-01-23,0,False
社会服务,旅游及景区,自然景区,10,000888.SZ,峨眉山Ａ,48.48,1.4562,9.2,1997-10-21,0,False
社会服务,旅游及景区,旅游综合,11,002627.SZ,三峡旅游,46.72,1.3528,6.62,2011-11-03,0,False
社会服务,旅游及景区,自然景区,12,002033.SZ,丽江股份,45.72,2.4208,8.32,2004-08-25,0,False
社会服务,旅游及景区,自然景区,13,000558.SZ,天府文旅,45.51,1.5705,3.53,1994-05-09,0,False
社会服务,旅游及景区,人工景区,14,002059.SZ,云南旅游,45.26,4.6466,4.47,2006-08-10,0,False
社会服务,旅游及景区,自然景区,15,000978.SZ,桂林旅游,41.15,3.8488,8.790000000000001,2000-05-18,0,False
社会服务,旅游及景区,自然景区,16,300859.SZ,西域旅游,36.5,1.996,23.55,2020-08-06,0,False
社会服务,旅游及景区,自然景区,17,600749.SS,西藏旅游,30.37,2.3536,13.38,1996-10-15,0,False
社会服务,旅游及景区,旅游综合,18,600250.SS,南京商旅,27.28,2.947,8.72,2001-03-06,0,False
社会服务,旅游及景区,自然景区,19,603136.SS,天目湖,24.31,1.0111,9.0,2017-09-27,0,False
社会服务,旅游及景区,人工景区,20,600706.SS,曲江文旅,20.3,1.6292,7.96,1996-05-16,0,False
社会服务,酒店餐饮,酒店,1,600754.SS,锦江酒店,197.71,2.6851,18.58,1996-10-11,0,True
社会服务,酒店餐饮,酒店,2,600258.SS,首旅酒店,125.84,2.1844,11.27,2000-06-01,0,True
社会服务,酒店餐饮,酒店,3,000428.SZ,华天酒店,41.47,3.5235,4.07,1996-08-08,0,False
社会服务,酒店餐饮,餐饮,4,000721.SZ,西安饮食,34.21,2.3535,5.96,1997-04-30,0,False
社会服务,酒店餐饮,酒店,5,301073.SZ,君亭酒店,33.8,1.898,17.38,2021-09-30,0,False
纺织服饰,服装家纺,非运动服装,1,600177.SS,雅戈尔,384.67,2.1818,8.32,1998-11-19,0,True
纺织服饰,服装家纺,非运动服装,2,600398.SS,海澜之家,279.04,2.1997,5.8100000000000005,2000-12-28,0,False
纺织服饰,服装家纺,非运动服装,3,002832.SZ,比音勒芬,142.73,2.1452,25.01,2016-12-23,0,False
纺织服饰,服装家纺,运动服装,4,300005.SZ,探路者,99.59,4.4211,11.27,2009-10-30,0,False
纺织服饰,服装家纺,鞋帽及其他,5,603608.SS,天创时尚,86.03,3.2588,20.24,2016-02-18,0,False
纺织服饰,服装家纺,非运动服装,6,600400.SS,红豆股份,73.55,1.6381,3.21,2001-01-08,0,False
纺织服饰,服装家纺,非运动服装,7,002612.SZ,朗姿股份,68.18,1.2075,15.41,2011-08-30,0,False
纺织服饰,服装家纺,非运动服装,8,002029.SZ,七 匹 狼,57.18,1.628,8.11,2004-08-06,0,False
纺织服饰,服装家纺,非运动服装,9,002154.SZ,报 喜 鸟,56.62,1.0044,3.88,2007-08-16,0,False
纺织服饰,服装家纺,非运动服装,10,601566.SS,九牧王,50.74,2.6051,8.83,2011-05-30,0,False
纺织服饰,服装家纺,非运动服装,11,300840.SZ,酷特智能,45.94,1.8813,19.14,2020-07-08,0,False
纺织服饰,服装家纺,非运动服装,12,300901.SZ,中胤时尚,45.02,1.851,18.76,2020-10-29,0,False
纺织服饰,服装家纺,鞋帽及其他,13,603001.SS,奥康国际,36.09,1.2754,9.0,2012-04-26,0,False
纺织服饰,服装家纺,鞋帽及其他,14,603958.SS,哈森股份,35.43,5.1563,16.15,2016-06-29,0,False
纺织服饰,服装家纺,非运动服装,15,002687.SZ,乔治白,30.89,1.1673,6.12,2012-07-13,0,False
纺织服饰,服装家纺,鞋帽及其他,16,300591.SZ,万里马,26.61,1.4645,6.5600000000000005,2017-01-10,0,False
纺织服饰,服装家纺,运动服装,17,002486.SZ,嘉麟杰,22.83,1.1309,2.77,2010-10-15,0,False
纺织服饰,纺织制造,辅料,1,002003.SZ,伟星股份,134.58,1.9557,11.32,2004-06-25,0,False
纺织服饰,纺织制造,棉纺,2,002083.SZ,孚日股份,93.43,2.9729,9.87,2006-11-24,0,False
纺织服饰,纺织制造,其他纺织,3,300819.SZ,聚杰微纤,72.66,1.6569,48.7,2020-03-12,0,False
纺织服饰,纺织制造,棉纺,4,002042.SZ,华孚时尚,64.46,1.168,3.79,2005-04-27,0,False
纺织服饰,纺织制造,辅料,5,002674.SZ,兴业科技,57.1,3.2497,19.32,2012-05-07,0,False
纺织服饰,纺织制造,印染,6,605189.SS,富春染织,33.42,1.1806,14.03,2021-05-28,0,False
纺织服饰,饰品,钟表珠宝,1,600916.SS,XD中国黄,127.18,4.6373,7.57,2021-02-05,0,False
纺织服饰,饰品,钟表珠宝,2,002867.SZ,周大生,113.11,1.2513,10.42,2017-04-27,0,False
纺织服饰,饰品,钟表珠宝,3,605599.SS,菜百股份,108.89,1.5727,14.0,2021-09-09,0,True
纺织服饰,饰品,钟表珠宝,4,301177.SZ,迪阿股份,90.58,1.0861,22.63,2021-12-15,0,False
纺织服饰,饰品,钟表珠宝,5,002345.SZ,潮宏基,78.81,2.1336,8.870000000000001,2010-01-28,0,False
纺织服饰,饰品,钟表珠宝,6,000026.SZ,飞亚达,76.97,1.9307,18.97,1993-06-03,0,False
纺织服饰,饰品,钟表珠宝,7,002721.SZ,金一文化,71.8,5.2113,2.7,2014-01-27,0,False
纺织服饰,饰品,钟表珠宝,8,000017.SZ,深中华A,51.21,6.6415,7.43,1992-03-31,0,False
纺织服饰,饰品,钟表珠宝,9,300945.SZ,曼卡龙,31.32,2.8144,11.95,2021-02-10,0,False
纺织服饰,饰品,钟表珠宝,10,603900.SS,莱绅通灵,24.35,2.4417,7.1000000000000005,2016-11-23,0,False
综合,综合,综合Ⅲ,1,600673.SS,东阳光,952.52,7.3081,31.65,1993-09-17,0,True
综合,综合,综合Ⅲ,2,000833.SZ,粤桂股份,170.08,6.6251,19.89,1998-11-11,0,False
综合,综合,综合Ⅲ,3,600770.SS,综艺股份,75.01,2.2908,5.7700000000000005,1996-11-20,0,False
综合,综合,综合Ⅲ,4,600682.SS,南京新百,74.12,1.0756,5.51,1993-10-18,0,False
综合,综合,综合Ⅲ,5,000025.SZ,特 力Ａ,62.81,2.1488,14.57,1993-06-21,0,False
综合,综合,综合Ⅲ,6,000523.SZ,红棉股份,59.1,5.9582,3.22,1993-11-08,0,False
综合,综合,综合Ⅲ,7,600881.SS,亚泰集团,56.24,3.0141,1.74,1995-11-15,0,False
综合,综合,综合Ⅲ,8,000753.SZ,漳州发展,54.53,1.2883,5.5,1997-06-26,0,False
综合,综合,综合Ⅲ,9,002575.SZ,群兴玩具,31.07,1.1077,5.04,2011-04-22,0,False
美容护理,个护用品,生活用纸,1,003006.SZ,百亚股份,82.75,3.3262,19.26,2020-09-21,0,False
美容护理,化妆品,品牌化妆品,1,603605.SS,珀莱雅,223.25,3.5761,56.38,2017-11-15,0,False
美容护理,化妆品,品牌化妆品,2,300957.SZ,贝泰妮,133.43,2.1888,31.5,2021-03-25,0,False
美容护理,化妆品,品牌化妆品,3,600315.SS,上海家化,118.45,1.7682,17.62,2001-03-15,0,False
美容护理,化妆品,品牌化妆品,4,603983.SS,丸美生物,112.48,1.5425,28.05,2019-07-25,0,False
美容护理,化妆品,品牌化妆品,5,300740.SZ,水羊股份,87.63,5.3717,19.92,2018-02-08,0,False
美容护理,化妆品,化妆品制造及其他,6,002094.SZ,青岛金王,34.54,3.3081,5.0,2006-12-15,0,False
美容护理,医疗美容,医美耗材,1,300896.SZ,爱美客,268.79,2.2347,88.83,2020-09-28,0,True
计算机,IT服务,IT服务Ⅲ,1,000938.SZ,紫光股份,965.56,51.9412,33.76,1999-11-04,0,True
计算机,IT服务,IT服务Ⅲ,2,301638.SZ,南网数字,681.08,1.4976,21.42,2025-11-18,0,False
计算机,IT服务,IT服务Ⅲ,3,600845.SS,宝信软件,481.27,1.7347,16.84,1994-03-11,0,False
计算机,IT服务,IT服务Ⅲ,4,301236.SZ,软通动力,376.39,5.7034,36.36,2022-03-15,0,True
计算机,IT服务,IT服务Ⅲ,5,301396.SZ,宏景科技,366.9,18.988,170.71,2022-11-11,0,True
计算机,IT服务,IT服务Ⅲ,6,300017.SZ,网宿科技,365.87,22.6503,14.66,2009-10-30,0,True
计算机,IT服务,IT服务Ⅲ,7,002195.SZ,岩山科技,345.09,5.3648,6.09,2007-12-12,0,True
计算机,IT服务,IT服务Ⅲ,8,600536.SS,中国软件,295.45,8.4759,31.64,2002-05-17,0,False
计算机,IT服务,IT服务Ⅲ,9,300339.SZ,润和软件,275.64,6.349,34.61,2012-07-18,0,True
计算机,IT服务,IT服务Ⅲ,10,300496.SZ,中科创达,251.5,5.2873,54.47,2015-12-10,0,True
计算机,IT服务,IT服务Ⅲ,11,688568.SS,中科星图,248.81,2.8316,30.79,2020-07-08,0,True
计算机,IT服务,IT服务Ⅲ,12,000034.SZ,神州数码,237.0,3.8777,23.31,1994-05-09,0,False
计算机,IT服务,IT服务Ⅲ,13,002065.SZ,东华软件,212.52,1.9439,6.63,2006-08-23,0,True
计算机,IT服务,IT服务Ⅲ,14,000158.SZ,常山北明,201.91,4.9454,12.63,2000-07-24,0,False
计算机,IT服务,IT服务Ⅲ,15,688343.SS,云天励飞-U,200.26,4.2064,55.69,2023-04-04,0,True
计算机,IT服务,IT服务Ⅲ,16,300277.SZ,汽轮科技,185.33,2.3525,12.22,2011-11-23,0,False
计算机,IT服务,IT服务Ⅲ,17,600410.SS,华胜天成,173.36,11.7222,15.81,2004-04-27,0,False
计算机,IT服务,IT服务Ⅲ,18,603171.SS,税友股份,157.05,3.3957,38.65,2021-06-30,0,False
计算机,IT服务,IT服务Ⅲ,19,300170.SZ,汉得信息,156.9,7.5644,15.08,2011-02-01,0,False
计算机,IT服务,IT服务Ⅲ,20,301316.SZ,慧博云通,146.87,3.3485,36.39,2022-10-13,0,False
计算机,IT服务,IT服务Ⅲ,21,300166.SZ,东方国信,137.1,3.8836,12.04,2011-01-25,0,False
计算机,IT服务,IT服务Ⅲ,22,688158.SS,优刻得-W,132.36,4.0412,28.73,2020-01-20,0,True
计算机,IT服务,IT服务Ⅲ,23,688088.SS,虹软科技,117.98,1.36,29.41,2019-07-22,0,False
计算机,IT服务,IT服务Ⅲ,24,002373.SZ,千方科技,116.78,1.1123,7.390000000000001,2010-03-18,0,False
计算机,IT服务,IT服务Ⅲ,25,600589.SS,大位科技,116.6,6.5964,7.87,2001-06-12,0,False
计算机,IT服务,IT服务Ⅲ,26,300674.SZ,宇信科技,115.25,3.9161,16.37,2018-11-07,0,False
计算机,IT服务,IT服务Ⅲ,27,300687.SZ,赛意信息,110.23,4.9831,26.99,2017-08-03,0,False
计算机,IT服务,IT服务Ⅲ,28,688258.SS,卓易信息,108.98,2.8006,89.96000000000001,2019-12-09,0,False
计算机,IT服务,IT服务Ⅲ,29,000815.SZ,美利云,106.58,8.3519,15.33,1998-06-09,0,False
计算机,IT服务,IT服务Ⅲ,30,603859.SS,能科科技,102.86,2.0403,38.61,2016-10-21,0,False
计算机,IT服务,IT服务Ⅲ,31,688327.SS,云从科技-UW,101.81,1.8621,9.79,2022-05-27,0,False
计算机,IT服务,IT服务Ⅲ,32,000555.SZ,神州信息,101.09,1.5182,10.36,1994-04-08,0,False
计算机,IT服务,IT服务Ⅲ,33,600446.SS,金证股份,98.36,1.4661,10.45,2003-12-24,0,False
计算机,IT服务,IT服务Ⅲ,34,300846.SZ,首都在线,97.43,4.2406,19.31,2020-07-01,0,False
计算机,IT服务,IT服务Ⅲ,35,300682.SZ,朗新科技,97.04,1.2377,9.0,2017-08-01,0,False
计算机,IT服务,IT服务Ⅲ,36,600666.SS,奥瑞德,96.85,3.5956,3.52,1993-07-12,0,False
计算机,IT服务,IT服务Ⅲ,37,300634.SZ,彩讯股份,86.45,1.7006,19.16,2018-03-23,0,False
计算机,IT服务,IT服务Ⅲ,38,301248.SZ,杰创智能,83.86,2.059,54.56,2022-04-20,0,False
计算机,IT服务,IT服务Ⅲ,39,002368.SZ,太极股份,83.45,1.1643,13.39,2010-03-12,0,False
计算机,IT服务,IT服务Ⅲ,40,300440.SZ,运达科技,80.78,2.0689,18.28,2015-04-23,0,False
计算机,IT服务,IT服务Ⅲ,41,688227.SS,品高股份,78.44,1.8484,69.38,2021-12-30,0,False
计算机,IT服务,IT服务Ⅲ,42,300895.SZ,铜牛信息,77.43,2.8417,54.99,2020-09-24,0,False
计算机,IT服务,IT服务Ⅲ,43,300872.SZ,天阳科技,72.63,1.8422,14.88,2020-08-24,0,False
计算机,IT服务,IT服务Ⅲ,44,300079.SZ,数码视讯,68.31,1.9621,4.79,2010-04-30,0,False
计算机,IT服务,IT服务Ⅲ,45,002421.SZ,达实智能,66.8,4.2902,3.15,2010-06-03,0,False
计算机,IT服务,IT服务Ⅲ,46,301085.SZ,亚康股份,66.53,3.9863,76.67,2021-10-18,0,False
计算机,IT服务,IT服务Ⅲ,47,002380.SZ,科远智慧,62.69,1.1665,26.12,2010-03-31,0,False
计算机,IT服务,IT服务Ⅲ,48,300300.SZ,海峡创新,62.08,6.5645,9.31,2012-03-19,0,False
计算机,IT服务,IT服务Ⅲ,49,688365.SS,光云科技,59.42,1.8049,13.94,2020-04-29,0,False
计算机,IT服务,IT服务Ⅲ,50,002649.SZ,博彦科技,54.12,1.3986,9.15,2012-01-06,0,False
计算机,IT服务,IT服务Ⅲ,51,688787.SS,海天瑞声,53.97,1.8546,89.47,2021-08-13,0,False
计算机,IT服务,IT服务Ⅲ,52,002229.SZ,鸿博股份,53.31,5.2587,10.81,2008-05-08,0,False
计算机,IT服务,IT服务Ⅲ,53,603887.SS,城地香江,53.28,2.792,8.85,2016-10-10,0,False
计算机,IT服务,IT服务Ⅲ,54,688228.SS,开普云,51.91,1.5296,76.85000000000001,2020-03-27,0,False
计算机,IT服务,IT服务Ⅲ,55,301556.SZ,托普云农,51.68,1.7442,60.6,2024-10-17,0,False
计算机,IT服务,IT服务Ⅲ,56,688207.SS,格灵深瞳,51.41,1.8966,19.85,2022-03-17,0,False
计算机,IT服务,IT服务Ⅲ,57,002657.SZ,中科金财,50.63,1.6018,14.92,2012-02-28,0,False
计算机,IT服务,IT服务Ⅲ,58,301218.SZ,华是科技,49.44,7.219,43.35,2022-03-07,0,False
计算机,IT服务,IT服务Ⅲ,59,600756.SS,浪潮软件,47.76,1.2361,13.66,1996-09-23,0,False
计算机,IT服务,IT服务Ⅲ,60,603138.SS,海量数据,42.25,2.2953,14.39,2017-03-06,0,False
计算机,IT服务,IT服务Ⅲ,61,301172.SZ,君逸数码,41.14,1.1282,18.3,2023-07-26,0,False
计算机,IT服务,IT服务Ⅲ,62,002474.SZ,榕基软件,39.01,1.1632,6.2700000000000005,2010-09-15,0,False
计算机,IT服务,IT服务Ⅲ,63,300399.SZ,天利科技,38.37,2.0111,19.42,2014-10-09,0,False
计算机,IT服务,IT服务Ⅲ,64,603918.SS,金桥信息,37.97,1.2687,10.4,2015-05-28,0,False
计算机,IT服务,IT服务Ⅲ,65,688039.SS,当虹科技,35.93,1.0802,32.49,2019-12-11,0,False
计算机,IT服务,IT服务Ⅲ,66,003005.SZ,竞业达,33.2,3.3186,14.35,2020-09-22,0,False
计算机,IT服务,IT服务Ⅲ,67,605398.SS,新炬网络,32.82,1.2624,20.17,2021-01-21,0,False
计算机,IT服务,IT服务Ⅲ,68,002771.SZ,真视通,28.78,1.3343,13.72,2015-06-29,0,False
计算机,计算机设备,安防设备,1,002415.SZ,海康威视,2991.41,18.2436,32.64,2010-05-28,0,True
计算机,计算机设备,其他计算机设备,2,603019.SS,中科曙光,1215.85,19.7789,83.10000000000001,2014-11-06,0,True
计算机,计算机设备,其他计算机设备,3,000977.SZ,浪潮信息,1040.86,60.3087,70.88,2000-06-08,0,True
计算机,计算机设备,安防设备,4,002236.SZ,大华股份,513.27,4.0144,15.7,2008-05-20,0,True
计算机,计算机设备,其他计算机设备,5,000066.SZ,中国长城,455.48,9.061,14.12,1997-06-26,0,True
计算机,计算机设备,其他计算机设备,6,688188.SS,柏楚电子,385.52,1.9353,95.06,2019-08-08,0,False
计算机,计算机设备,其他计算机设备,7,001339.SZ,智微智能,251.68,4.4608,76.96000000000001,2022-08-15,0,True
计算机,计算机设备,其他计算机设备,8,002180.SZ,奔图科技,232.19,1.3697,16.33,2007-11-13,0,False
计算机,计算机设备,其他计算机设备,9,002152.SZ,广电运通,229.22,1.9228,9.23,2007-08-13,0,True
计算机,计算机设备,其他计算机设备,10,600100.SS,同方股份,228.16,1.3523,6.8100000000000005,1997-06-27,0,False
计算机,计算机设备,安防设备,11,688475.SS,萤石网络,219.87,1.0059,27.92,2022-12-28,0,False
计算机,计算机设备,其他计算机设备,12,000997.SZ,新 大 陆,198.36,5.7764,19.58,2000-08-07,0,True
计算机,计算机设备,其他计算机设备,13,603516.SS,淳中科技,174.34,4.9325,85.77,2018-02-02,0,True
计算机,计算机设备,其他计算机设备,14,688208.SS,道通科技,170.96,1.9275,25.51,2020-02-13,0,False
计算机,计算机设备,安防设备,15,605118.SS,力鼎光电,137.14,1.9868,33.35,2020-07-30,0,False
计算机,计算机设备,其他计算机设备,16,300302.SZ,同有科技,134.19,5.5973,28.0,2012-03-21,0,False
计算机,计算机设备,其他计算机设备,17,002990.SZ,盛视科技,129.04,3.3832,49.29,2020-05-25,0,False
计算机,计算机设备,其他计算机设备,18,002268.SZ,电科网安,119.91,1.5781,14.18,2008-08-11,0,False
计算机,计算机设备,安防设备,19,300790.SZ,宇瞳光学,106.31,4.6406,20.43,2019-09-20,0,False
计算机,计算机设备,其他计算机设备,20,300130.SZ,新国都,101.72,2.8053,17.93,2010-10-19,0,False
计算机,计算机设备,其他计算机设备,21,002970.SZ,锐明技术,80.35,2.0226,43.54,2019-12-17,0,False
计算机,计算机设备,其他计算机设备,22,300042.SZ,朗科科技,78.46,3.2876,39.15,2010-01-08,0,False
计算机,计算机设备,其他计算机设备,23,603496.SS,恒为科技,73.17,1.7238,22.85,2017-06-07,0,False
计算机,计算机设备,安防设备,24,301182.SZ,凯旺科技,62.96,2.396,65.71000000000001,2021-12-23,0,False
计算机,计算机设备,其他计算机设备,25,300249.SZ,依米康,59.78,2.0641,13.04,2011-08-03,0,False
计算机,计算机设备,安防设备,26,688307.SS,中润光学,59.49,1.8163,47.57,2023-02-16,0,False
计算机,计算机设备,其他计算机设备,27,300324.SZ,旋极信息,58.91,1.0209,3.41,2012-06-08,0,False
计算机,计算机设备,其他计算机设备,28,603660.SS,苏州科达,53.26,1.7536,9.32,2016-12-01,0,False
计算机,计算机设备,其他计算机设备,29,001229.SZ,魅视科技,52.74,1.779,36.77,2022-08-08,0,False
计算机,计算机设备,安防设备,30,003004.SZ,声迅股份,49.53,1.3241,60.5,2020-11-26,0,False
计算机,计算机设备,其他计算机设备,31,300531.SZ,优博讯,48.61,1.6423,15.14,2016-08-09,0,False
计算机,计算机设备,其他计算机设备,32,300368.SZ,汇金股份,48.13,4.87,9.1,2014-01-23,0,False
计算机,计算机设备,其他计算机设备,33,300386.SZ,飞天诚信,46.07,2.1428,11.02,2014-06-26,0,False
计算机,计算机设备,其他计算机设备,34,002912.SZ,中新赛克,43.73,1.3292,25.61,2017-11-21,0,False
计算机,计算机设备,其他计算机设备,35,300552.SZ,万集科技,43.56,1.3014,20.44,2016-10-21,0,False
计算机,计算机设备,其他计算机设备,36,002177.SZ,御银股份,42.78,2.3419,5.62,2007-11-01,0,False
计算机,计算机设备,其他计算机设备,37,300508.SZ,维宏股份,42.24,1.0325,38.5,2016-04-19,0,False
计算机,计算机设备,其他计算机设备,38,002197.SZ,证通电子,40.61,1.1939,6.61,2007-12-18,0,False
计算机,计算机设备,安防设备,39,300588.SZ,熙菱信息,40.09,1.3235,20.94,2017-01-05,0,False
计算机,计算机设备,其他计算机设备,40,603106.SS,恒银科技,38.88,2.2657,7.47,2017-09-20,0,False
计算机,计算机设备,其他计算机设备,41,300551.SZ,古鳌科技,38.5,1.7635,11.32,2016-10-18,0,False
计算机,计算机设备,其他计算机设备,42,300333.SZ,兆日科技,38.1,5.086,11.34,2012-06-28,0,False
计算机,计算机设备,其他计算机设备,43,300546.SZ,雄帝科技,31.21,2.2241,16.63,2016-09-28,0,False
计算机,计算机设备,安防设备,44,300270.SZ,中威电子,30.98,1.0758,10.23,2011-10-12,0,False
计算机,计算机设备,安防设备,45,301042.SZ,安联锐视,29.27,1.045,30.24,2021-08-05,0,False
计算机,软件开发,垂直应用软件,1,300033.SZ,同花顺,1560.22,25.3227,207.3,2009-12-25,0,True
计算机,软件开发,横向通用软件,2,688111.SS,金山办公,1032.2,13.0084,222.45,2019-11-18,0,True
计算机,软件开发,横向通用软件,3,002230.SZ,科大讯飞,934.65,8.6693,38.91,2008-05-12,0,True
计算机,软件开发,横向通用软件,4,601360.SS,三六零,614.56,10.2079,8.78,2012-01-16,0,True
计算机,软件开发,横向通用软件,5,300454.SZ,深信服,576.0,20.166,133.47,2018-05-16,0,True
计算机,软件开发,垂直应用软件,6,300803.SZ,指南针,497.05,15.6478,80.62,2019-11-18,0,True
计算机,软件开发,垂直应用软件,7,002920.SZ,德赛西威,486.22,5.2537,81.47,2017-12-26,0,True
计算机,软件开发,垂直应用软件,8,301269.SZ,华大九天,475.17,5.2287,86.73,2022-07-29,0,True
计算机,软件开发,垂直应用软件,9,600570.SS,恒生电子,381.38,4.315,20.14,2003-12-16,0,True
计算机,软件开发,横向通用软件,10,600588.SS,用友网络,320.51,5.4409,9.38,2001-05-18,0,False
计算机,软件开发,垂直应用软件,11,300209.SZ,行云科技,320.29,24.6125,34.49,2011-04-26,0,False
计算机,软件开发,垂直应用软件,12,002261.SZ,拓维信息,315.74,7.3379,25.06,2008-07-23,0,True
计算机,软件开发,垂直应用软件,13,688318.SS,财富趋势,282.41,6.6822,78.76,2020-04-27,0,False
计算机,软件开发,垂直应用软件,14,688692.SS,达梦数据,234.76,2.3133,207.31,2024-06-12,0,False
计算机,软件开发,垂直应用软件,15,600602.SS,云赛智联,230.18,4.5267,16.830000000000002,1990-12-19,0,False
计算机,软件开发,垂直应用软件,16,300085.SZ,银之杰,209.87,14.2913,29.7,2010-05-26,0,True
计算机,软件开发,垂直应用软件,17,002153.SZ,石基信息,205.51,1.4645,7.53,2007-08-13,0,False
计算机,软件开发,垂直应用软件,18,688206.SS,概伦电子,199.45,3.3943,37.56,2021-12-28,0,True
计算机,软件开发,横向通用软件,19,688561.SS,奇安信-U,188.85,2.5893,27.68,2020-07-22,0,False
计算机,软件开发,垂直应用软件,20,688615.SS,合合信息,175.95,4.2731,89.77,2024-09-26,0,False
计算机,软件开发,横向通用软件,21,002439.SZ,启明星辰,163.18,2.5088,13.47,2010-06-23,0,False
计算机,软件开发,垂直应用软件,22,601519.SS,大智慧,161.32,3.4255,8.11,2011-01-28,0,False
计算机,软件开发,垂直应用软件,23,301095.SZ,广立微,151.53,3.7472,75.66,2022-08-05,0,False
计算机,软件开发,垂直应用软件,24,300253.SZ,卫宁健康,146.38,3.1047,6.65,2011-08-18,0,False
计算机,软件开发,垂直应用软件,25,002405.SZ,四维图新,142.68,1.9772,6.0200000000000005,2010-05-18,0,True
计算机,软件开发,垂直应用软件,26,002410.SZ,广联达,138.6,2.1083,8.39,2010-05-25,0,False
计算机,软件开发,横向通用软件,27,688031.SS,星环科技-U,127.01,6.4272,104.85,2022-10-18,0,False
计算机,软件开发,垂直应用软件,28,688507.SS,索辰科技,125.51,5.4161,140.85,2023-04-18,0,False
计算机,软件开发,垂直应用软件,29,300469.SZ,信息发展,121.12,2.8728,48.79,2015-06-11,0,True
计算机,软件开发,垂直应用软件,30,300468.SZ,四方精创,117.7,14.2112,22.18,2015-05-27,0,True
计算机,软件开发,垂直应用软件,31,300229.SZ,拓尔思,112.87,2.9765,12.92,2011-06-15,0,False
计算机,软件开发,垂直应用软件,32,603927.SS,中科软,111.94,1.0816,13.47,2019-09-09,0,False
计算机,软件开发,垂直应用软件,33,002987.SZ,京北方,111.43,2.2052,10.71,2020-05-07,0,False
计算机,软件开发,横向通用软件,34,603039.SS,泛微网络,110.44,6.2947,35.9,2017-01-13,0,False
计算机,软件开发,垂直应用软件,35,300377.SZ,赢时胜,104.31,5.5588,13.89,2014-01-27,0,True
计算机,软件开发,垂直应用软件,36,002063.SZ,远光软件,102.48,1.0119,5.3500000000000005,2006-08-23,0,False
计算机,软件开发,横向通用软件,37,300378.SZ,鼎捷数智,97.87,6.403,36.04,2014-01-27,0,False
计算机,软件开发,横向通用软件,38,300624.SZ,万兴科技,95.95,5.9657,49.63,2018-01-18,0,False
计算机,软件开发,垂直应用软件,39,600654.SS,中安科,86.5,3.2847,3.04,1990-12-19,0,False
计算机,软件开发,横向通用软件,40,300766.SZ,每日互动,85.94,4.1567,21.77,2019-03-25,0,False
