sw_l1,sw_l2,sw_l3,组内排名,symbol,name,mktcap_yi,avg_amount_20d_yi,price,listing_date,is_st,已纳入
医药生物,医疗服务,医院,12,600763.SS,通策医疗,144.18,2.5382,32.44,1996-10-30,0,False
医药生物,医疗服务,医疗研发外包,13,688046.SS,药康生物,139.5,4.0254,34.01,2022-04-25,0,False
医药生物,医疗服务,医疗研发外包,14,688202.SS,美迪西,138.69,7.1607,103.23,2019-11-05,0,False
医药生物,医疗服务,医疗研发外包,15,603456.SS,九洲药业,132.96,3.5096,15.08,2014-10-10,0,False
医药生物,医疗服务,诊断服务,16,603882.SS,金域医学,125.77,2.696,27.15,2017-09-08,0,False
医药生物,医疗服务,医疗研发外包,17,688710.SS,益诺思,125.49,2.9855,89.01,2024-09-03,0,False
医药生物,医疗服务,医疗研发外包,18,300363.SZ,博腾股份,120.05,5.9784,22.09,2014-01-29,0,False
医药生物,医疗服务,诊断服务,19,300244.SZ,迪安诊断,115.81,5.1905,18.53,2011-07-19,0,False
医药生物,医疗服务,医疗研发外包,20,300725.SZ,药石科技,106.31,9.3817,45.47,2017-11-10,0,False
医药生物,医疗服务,医院,21,301293.SZ,三博脑科,101.24,2.4188,49.15,2023-05-05,0,False
医药生物,医疗服务,医疗研发外包,22,688621.SS,阳光诺和,82.96,2.5457,74.07000000000001,2021-06-21,0,False
医药生物,医疗服务,医院,23,002173.SZ,创新医疗,77.75,4.9192,17.62,2007-09-25,0,False
医药生物,医疗服务,医院,24,002219.SZ,新里程,73.18,2.3298,2.12,2008-03-06,0,False
医药生物,医疗服务,医疗研发外包,25,301520.SZ,万邦医药,64.6,8.0727,69.33,2023-09-25,0,False
医药生物,医疗服务,医疗研发外包,26,301333.SZ,诺思格,60.21,1.8742,62.34,2022-08-02,0,False
医药生物,医疗服务,医疗研发外包,27,688073.SS,毕得医药,58.44,2.9913,64.3,2022-10-11,0,False
医药生物,医疗服务,其他医疗服务,28,688315.SS,诺禾致源,57.35,1.5532,13.78,2021-04-13,0,False
医药生物,医疗服务,医疗研发外包,29,301230.SZ,泓博医药,56.2,4.6702,31.06,2022-11-01,0,False
医药生物,医疗服务,医疗研发外包,30,301096.SZ,百诚医药,54.7,1.4775,50.08,2021-12-20,0,False
医药生物,医疗服务,医疗研发外包,31,301201.SZ,诚达药业,51.46,2.5407,33.26,2022-01-20,0,False
医药生物,医疗服务,医疗研发外包,32,300404.SZ,博济医药,49.49,5.5643,12.83,2015-04-24,0,False
医药生物,医疗服务,医疗研发外包,33,300149.SZ,睿智医药,45.2,2.42,8.950000000000001,2010-12-22,0,False
医药生物,医疗服务,医疗研发外包,34,688238.SS,和元生物,42.58,1.9293,6.5600000000000005,2022-03-22,0,False
医药生物,医疗服务,诊断服务,35,301060.SZ,兰卫医学,42.25,2.2787,10.55,2021-09-13,0,False
医药生物,医疗服务,医疗研发外包,36,600721.SS,百花医药,41.57,14.8736,10.81,1996-06-26,0,False
医药生物,医疗服务,医院,37,002172.SZ,澳洋健康,38.9,8.5242,5.08,2007-09-21,0,False
医药生物,医疗服务,医疗研发外包,38,301509.SZ,金凯生科,33.95,1.0558,28.19,2023-08-03,0,False
医药生物,医疗服务,医疗研发外包,39,300683.SZ,海特生物,30.05,1.2781,22.96,2017-08-08,0,False
医药生物,医疗服务,医疗研发外包,40,301257.SZ,普蕊斯,30.04,1.7627,38.02,2022-05-17,0,False
医药生物,医疗服务,诊断服务,41,000710.SZ,贝瑞基因,29.73,2.0128,8.41,1997-04-22,0,False
医药生物,医药商业,医药流通,1,601607.SS,上海医药,599.27,1.6226,16.16,1994-03-24,0,False
医药生物,医药商业,线下药店,2,603939.SS,益丰药房,273.03,2.0193,22.52,2015-02-17,0,False
医药生物,医药商业,医药流通,3,600998.SS,九州通,253.64,1.5789,5.03,2010-11-02,0,False
医药生物,医药商业,线下药店,4,603233.SS,大参林,208.3,1.2846,18.29,2017-07-31,0,False
医药生物,医药商业,医药流通,5,600511.SS,国药股份,197.98,1.0134,26.24,2002-11-27,0,False
医药生物,医药商业,医药流通,6,600056.SS,中国医药,132.98,1.0782,8.89,1997-05-15,0,False
医药生物,医药商业,医药流通,7,301015.SZ,百洋医药,120.68,1.5963,22.96,2021-06-30,0,False
医药生物,医药商业,线下药店,8,603883.SS,老百姓,96.15,1.6624,12.67,2015-04-23,0,False
医药生物,医药商业,医药流通,9,000950.SZ,重药控股,89.06,1.5376,5.2,1999-09-16,0,False
医药生物,医药商业,线下药店,10,301408.SZ,华人健康,56.44,1.2154,14.11,2023-03-01,0,False
医药生物,医药商业,医药流通,11,603108.SS,润达医疗,56.41,1.3258,9.33,2015-05-27,0,False
医药生物,医药商业,医药流通,12,600829.SS,人民同泰,54.16,2.2608,9.34,1994-02-24,0,False
医药生物,医药商业,医药流通,13,603122.SS,合富中国,51.79,3.2646,13.01,2022-02-16,0,False
医药生物,医药商业,医药流通,14,002589.SZ,瑞康医药,44.54,3.3874,2.96,2011-06-10,0,False
医药生物,医药商业,医药流通,15,002788.SZ,鹭燕医药,41.92,1.4047,10.79,2016-02-18,0,False
医药生物,医药商业,医药流通,16,600272.SS,开开实业,39.37,6.8787,14.99,2001-02-28,0,False
医药生物,医药商业,医药流通,17,603716.SS,塞力医疗,36.22,2.1962,16.04,2016-10-31,0,False
医药生物,医药商业,医药流通,18,300937.SZ,药易购,22.38,1.0551,23.39,2021-01-27,0,False
医药生物,生物制品,其他生物制品,1,688331.SS,荣昌生物,647.79,8.0069,114.76,2022-03-31,0,True
医药生物,生物制品,其他生物制品,2,603087.SS,甘李药业,412.05,5.5868,68.97,2020-06-29,0,True
医药生物,生物制品,其他生物制品,3,688336.SS,三生国健,356.43,3.0591,39.77,2020-07-22,0,True
医药生物,生物制品,其他生物制品,4,688180.SS,君实生物-U,330.8,5.2543,32.22,2020-07-15,0,True
医药生物,生物制品,血液制品,5,002252.SZ,上海莱士,319.74,2.0855,4.8500000000000005,2008-06-23,0,True
医药生物,生物制品,疫苗,6,300122.SZ,智飞生物,296.11,6.8908,12.37,2010-09-28,0,False
医药生物,生物制品,其他生物制品,7,000661.SZ,长春高新,291.63,4.7275,71.49,1996-12-18,0,True
医药生物,生物制品,血液制品,8,600161.SS,天坛生物,238.47,1.5946,12.06,1998-06-16,0,False
医药生物,生物制品,疫苗,9,002007.SZ,华兰生物,232.78,1.7879,12.75,2004-06-25,0,False
医药生物,生物制品,疫苗,10,300142.SZ,沃森生物,208.4,21.4734,13.03,2010-11-12,0,False
医药生物,生物制品,其他生物制品,11,688278.SS,特宝生物,204.01,2.2118,49.98,2020-01-17,0,True
医药生物,生物制品,其他生物制品,12,002773.SZ,康弘药业,176.34,1.232,19.14,2015-06-26,0,False
医药生物,生物制品,疫苗,13,688185.SS,康希诺,159.37,7.9822,64.51,2020-08-13,0,False
医药生物,生物制品,疫苗,14,600739.SS,辽宁成大,157.26,1.6633,10.33,1996-08-19,0,False
医药生物,生物制品,其他生物制品,15,301080.SZ,百普赛斯,154.68,12.8112,92.25,2021-10-18,0,False
医药生物,生物制品,其他生物制品,16,600867.SS,通化东宝,152.18,1.5783,7.77,1994-08-24,0,False
医药生物,生物制品,其他生物制品,17,300009.SZ,安科生物,133.99,4.4918,8.02,2009-10-30,0,False
医药生物,生物制品,疫苗,18,300601.SZ,康泰生物,130.57,3.9789,11.69,2017-02-07,0,False
医药生物,生物制品,血液制品,19,688765.SS,禾元生物-U,127.48,1.2177,35.660000000000004,2025-10-28,0,True
医药生物,生物制品,其他生物制品,20,301047.SZ,义翘神州,124.56,8.7574,102.4,2021-08-16,0,False
医药生物,生物制品,其他生物制品,21,000534.SZ,万泽股份,118.93,3.8868,23.34,1994-01-10,0,False
医药生物,生物制品,其他生物制品,22,600211.SS,西藏药业,115.97,1.7549,35.980000000000004,1999-07-21,0,False
医药生物,生物制品,疫苗,23,688319.SS,欧林生物,108.65,1.8886,26.8,2021-06-08,0,False
医药生物,生物制品,疫苗,24,301207.SZ,华兰疫苗,108.49,1.7191,18.05,2022-02-18,0,False
医药生物,生物制品,其他生物制品,25,688105.SS,诺唯赞,104.69,2.7101,20.25,2021-11-15,0,False
医药生物,生物制品,其他生物制品,26,300357.SZ,我武生物,99.64,2.7951,19.03,2014-01-21,0,False
医药生物,生物制品,其他生物制品,27,688806.SS,泰诺麦博-U,96.9,1.1843,21.04,2026-07-21,0,False
医药生物,生物制品,其他生物制品,28,688293.SS,奥浦迈,95.16,3.2208,66.92,2022-09-02,0,False
医药生物,生物制品,其他生物制品,29,688488.SS,艾迪药业,65.6,1.2947,15.59,2020-07-20,0,False
医药生物,生物制品,疫苗,30,300841.SZ,康华生物,64.35,2.3291,49.52,2020-06-16,0,False
医药生物,生物制品,其他生物制品,31,301393.SZ,昊帆生物,63.86,1.6244,59.13,2023-07-12,0,False
医药生物,生物制品,其他生物制品,32,688137.SS,近岸蛋白,59.57,5.0482,85.2,2022-09-29,0,False
医药生物,生物制品,血液制品,33,002880.SZ,卫光生物,46.86,1.0217,20.66,2017-06-16,0,False
医药生物,生物制品,其他生物制品,34,688136.SS,科兴制药,39.83,2.0053,19.72,2020-12-14,0,False
医药生物,生物制品,其他生物制品,35,000518.SZ,四环生物,38.92,1.7315,3.78,1993-09-08,0,False
商贸零售,一般零售,商业物业经营,1,600415.SS,小商品城,627.87,6.7006,11.45,2002-05-09,0,False
商贸零售,一般零售,超市,2,300972.SZ,万辰集团,341.45,3.5014,172.97,2021-04-19,0,False
商贸零售,一般零售,百货,3,000564.SZ,供销大集,269.07,7.4396,1.49,1994-01-10,0,False
商贸零售,一般零售,超市,4,601933.SS,永辉超市,266.86,6.5495,2.99,2010-12-15,0,False
商贸零售,一般零售,多业态零售,5,600827.SS,百联股份,137.02,1.089,7.68,1994-02-04,0,False
商贸零售,一般零售,商业物业经营,6,000785.SZ,居然智家,137.0,1.2541,2.2,1997-07-11,0,False
商贸零售,一般零售,商业物业经营,7,600113.SS,XD浙江东,125.03,1.9848,30.39,1997-10-21,0,False
商贸零售,一般零售,商业物业经营,8,000061.SZ,农 产 品,116.52,2.2804,5.87,1997-01-10,0,False
商贸零售,一般零售,百货,9,600859.SS,王府井,108.12,1.5433,9.62,1994-05-06,0,False
商贸零售,一般零售,百货,10,601086.SS,国芳集团,97.04,6.8203,14.57,2017-09-29,0,False
商贸零售,一般零售,超市,11,002251.SZ,步步高,93.57,4.289,3.48,2008-06-19,0,False
商贸零售,一般零售,商业物业经营,12,601828.SS,美凯龙,92.3,1.1568,2.12,2018-01-17,0,False
商贸零售,一般零售,百货,13,600693.SS,东百集团,79.33,9.4751,9.12,1993-11-22,0,False
商贸零售,一般零售,百货,14,603123.SS,翠微股份,76.04,6.7829,9.52,2012-05-03,0,False
商贸零售,一般零售,百货,15,002277.SZ,友阿股份,75.29,1.7991,5.4,2009-07-17,0,False
商贸零售,一般零售,百货,16,600828.SS,茂业商业,71.01,2.2492,4.1,1994-02-24,0,False
商贸零售,一般零售,超市,17,002697.SZ,红旗连锁,62.56,1.1036,4.6000000000000005,2012-09-05,0,False
商贸零售,一般零售,超市,18,605188.SS,国光连锁,59.91,3.1112,11.8,2020-07-28,0,False
商贸零售,一般零售,超市,19,601116.SS,三江购物,54.27,2.2524,9.91,2011-03-02,0,False
商贸零售,一般零售,商业物业经营,20,600605.SS,汇通能源,53.7,1.1181,26.03,1992-03-27,0,False
商贸零售,一般零售,百货,21,600814.SS,杭州解百,49.4,1.1839,6.72,1994-01-14,0,False
商贸零售,一般零售,百货,22,600857.SS,宁波中百,47.4,1.8009,21.13,1994-04-25,0,False
商贸零售,一般零售,商业物业经营,23,603682.SS,锦和商管,45.88,1.3236,9.71,2020-04-21,0,False
商贸零售,一般零售,多业态零售,24,000417.SZ,合百集团,43.67,2.7465,5.6000000000000005,1996-08-12,0,False
商贸零售,一般零售,超市,25,000759.SZ,中百集团,41.07,8.187,6.26,1997-05-19,0,False
商贸零售,一般零售,百货,26,600865.SS,百大集团,38.79,3.5927,10.31,1994-08-09,0,False
商贸零售,一般零售,商业物业经营,27,000007.SZ,全新好,38.7,1.3146,11.17,1992-04-13,0,False
商贸零售,一般零售,百货,28,600280.SS,中央商场,33.17,1.881,2.94,2000-09-26,0,False
商贸零售,一般零售,多业态零售,29,600785.SS,新华百货,32.13,5.8958,10.17,1997-01-08,0,False
商贸零售,一般零售,多业态零售,30,600838.SS,上海九百,31.23,1.912,7.79,1994-02-24,0,False
商贸零售,一般零售,百货,31,600712.SS,南宁百货,27.01,1.9648,4.96,1996-06-26,0,False
商贸零售,一般零售,多业态零售,32,600778.SS,友好集团,18.38,1.2017,5.9,1996-12-03,0,False
商贸零售,专业连锁,专业连锁Ⅲ,1,002416.SZ,爱施德,110.92,1.4895,8.950000000000001,2010-05-28,0,False
商贸零售,专业连锁,专业连锁Ⅲ,2,000829.SZ,天音控股,90.31,1.5844,8.81,1997-12-02,0,False
商贸零售,专业连锁,专业连锁Ⅲ,3,301078.SZ,孩子王,87.38,1.668,6.91,2021-10-14,0,False
商贸零售,专业连锁,专业连锁Ⅲ,4,300622.SZ,博士眼镜,45.27,1.2415,14.19,2017-03-15,0,False
商贸零售,互联网电商,综合电商,1,603613.SS,国联股份,140.22,2.2179,19.46,2019-07-30,0,False
商贸零售,互联网电商,跨境电商,2,002315.SZ,焦点科技,98.75,1.7389,23.9,2009-12-09,0,False
商贸零售,互联网电商,跨境电商,3,301381.SZ,赛维时代,92.76,1.1975,22.82,2023-07-12,0,False
商贸零售,互联网电商,电商服务,4,003010.SZ,若羽臣,90.77,2.9981,29.18,2020-09-25,0,False
商贸零售,互联网电商,跨境电商,5,002803.SZ,吉宏股份,90.16,1.8583,19.69,2016-07-12,0,False
商贸零售,互联网电商,跨境电商,6,300592.SZ,华凯易佰,79.38,2.1168,20.29,2017-01-20,0,False
商贸零售,互联网电商,电商服务,7,002127.SZ,南极电商,73.4,1.0197,2.99,2007-04-18,0,False
商贸零售,互联网电商,电商服务,8,300792.SZ,壹网壹创,55.95,2.2656,23.54,2019-09-27,0,False
商贸零售,互联网电商,跨境电商,9,002640.SZ,跨境通,52.66,3.0219,3.38,2011-12-08,0,False
商贸零售,互联网电商,电商服务,10,300518.SZ,新迅达,47.9,2.0167,24.02,2016-06-24,0,False
商贸零售,互联网电商,跨境电商,11,300464.SZ,星徽股份,46.82,1.3235,10.02,2015-06-10,0,False
商贸零售,互联网电商,电商服务,12,301110.SZ,青木科技,44.95,1.1685,34.7,2022-03-11,0,False
商贸零售,互联网电商,电商服务,13,600539.SS,狮头股份,30.22,2.0328,13.14,2001-08-24,0,False
商贸零售,旅游零售,旅游零售Ⅲ,1,601888.SS,中国中免,1064.04,10.8133,51.21,2009-10-15,0,True
商贸零售,旅游零售,旅游零售Ⅲ,2,600185.SS,珠免集团,89.35,2.3835,4.74,1999-06-11,0,False
商贸零售,贸易,贸易Ⅲ,1,601061.SS,中信金属,551.25,2.4521,11.25,2023-04-10,0,False
商贸零售,贸易,贸易Ⅲ,2,600710.SS,苏美达,146.36,1.2668,11.2,1996-07-01,0,False
商贸零售,贸易,贸易Ⅲ,3,002183.SZ,怡 亚 通,112.71,1.8243,4.34,2007-11-13,0,False
商贸零售,贸易,贸易Ⅲ,4,002072.SZ,凯瑞德,25.85,1.7743,7.03,2006-10-18,0,False
国防军工,军工电子,军工电子Ⅲ,1,302132.SZ,中航成飞,1592.3,5.9898,59.59,2010-08-27,0,True
国防军工,军工电子,军工电子Ⅲ,2,688002.SS,睿创微纳,861.64,18.7908,185.08,2019-07-22,0,True
国防军工,军工电子,军工电子Ⅲ,3,002179.SZ,中航光电,729.63,6.62,34.74,2007-11-01,0,True
国防军工,军工电子,军工电子Ⅲ,4,688629.SS,华丰科技,617.49,15.9617,131.87,2023-06-27,0,True
国防军工,军工电子,军工电子Ⅲ,5,002414.SZ,高德红外,521.46,7.1212,12.21,2010-07-16,0,False
国防军工,军工电子,军工电子Ⅲ,6,688375.SS,国博电子,423.17,2.1086,71.0,2022-07-22,0,True
国防军工,军工电子,军工电子Ⅲ,7,600562.SS,国睿科技,339.65,3.3982,27.35,2003-01-28,0,False
国防军工,军工电子,军工电子Ⅲ,8,002025.SZ,航天电器,317.5,8.4334,69.93,2004-07-26,0,True
国防军工,军工电子,军工电子Ⅲ,9,002465.SZ,海格通信,253.89,3.9418,10.23,2010-08-31,0,True
国防军工,军工电子,军工电子Ⅲ,10,300474.SZ,景嘉微,249.71,2.3003,47.78,2016-03-31,0,False
国防军工,军工电子,军工电子Ⅲ,11,603678.SS,火炬电子,241.87,9.6382,50.86,2015-01-26,0,False
国防军工,军工电子,军工电子Ⅲ,12,300726.SZ,宏达电子,240.89,6.044,58.49,2017-11-21,0,True
国防军工,军工电子,军工电子Ⅲ,13,000547.SZ,航天发展,236.09,7.365,14.77,1993-11-30,0,True
国防军工,军工电子,军工电子Ⅲ,14,000733.SZ,振华科技,228.32,3.962,41.2,1997-07-03,0,True
国防军工,军工电子,军工电子Ⅲ,15,001270.SZ,铖昌科技,206.22,5.5447,100.05,2022-06-06,0,False
国防军工,军工电子,军工电子Ⅲ,16,300762.SZ,上海瀚讯,178.2,4.6116,27.4,2019-03-14,0,True
国防军工,军工电子,军工电子Ⅲ,17,002151.SZ,北斗星通,155.0,2.629,28.55,2007-08-13,0,True
国防军工,军工电子,军工电子Ⅲ,18,301682.SZ,宏明电子,136.59,1.7086,112.37,2026-03-25,0,True
国防军工,军工电子,军工电子Ⅲ,19,301571.SZ,国科天成,124.77,2.6846,69.54,2024-08-21,0,False
国防军工,军工电子,军工电子Ⅲ,20,603267.SS,鸿远电子,119.1,3.1664,51.54,2019-05-15,0,False
国防军工,军工电子,军工电子Ⅲ,21,002413.SZ,雷科防务,109.77,3.106,8.32,2010-05-28,0,False
国防军工,军工电子,军工电子Ⅲ,22,002214.SZ,大立科技,103.03,1.3259,17.21,2008-02-18,0,False
国防军工,军工电子,军工电子Ⅲ,23,688552.SS,航天南湖,102.73,1.3188,30.46,2023-05-18,0,False
国防军工,军工电子,军工电子Ⅲ,24,002338.SZ,奥普光电,99.89,1.4061,41.62,2010-01-15,0,False
国防军工,军工电子,军工电子Ⅲ,25,603712.SS,七一二,88.55,1.187,11.47,2018-02-26,0,False
国防军工,军工电子,军工电子Ⅲ,26,300252.SZ,金信诺,88.33,4.7728,12.91,2011-08-18,0,False
国防军工,军工电子,军工电子Ⅲ,27,301306.SZ,西测测试,83.94,2.7517,99.46,2022-07-26,0,False
国防军工,军工电子,军工电子Ⅲ,28,688011.SS,新光光电,79.11,1.613,79.51,2019-07-22,0,False
国防军工,军工电子,军工电子Ⅲ,29,301592.SZ,六九一二,77.98,1.1512,111.4,2024-10-24,0,False
国防军工,军工电子,军工电子Ⅲ,30,300045.SZ,华力创通,77.47,1.4007,11.69,2010-01-20,0,False
国防军工,军工电子,军工电子Ⅲ,31,002446.SZ,盛路通信,76.16,1.7075,8.32,2010-07-13,0,False
国防军工,军工电子,军工电子Ⅲ,32,600590.SS,泰豪科技,72.66,1.7651,8.52,2002-07-03,0,False
国防军工,军工电子,军工电子Ⅲ,33,688788.SS,科思科技,64.69,1.0165,29.55,2020-10-22,0,False
国防军工,军工电子,军工电子Ⅲ,34,600855.SS,航天长峰,61.61,1.432,13.15,1994-04-25,0,False
国防军工,军工电子,军工电子Ⅲ,35,002383.SZ,合众思壮,60.41,1.8757,8.16,2010-04-02,0,False
国防军工,军工电子,军工电子Ⅲ,36,300397.SZ,天和防务,55.65,1.587,10.75,2014-09-10,0,False
国防军工,军工电子,军工电子Ⅲ,37,688636.SS,智明达,36.0,1.1682,20.7,2021-04-08,0,False
国防军工,地面兵装,地面兵装Ⅲ,1,601606.SS,长城军工,237.55,14.2743,32.8,2018-08-06,0,False
国防军工,地面兵装,地面兵装Ⅲ,2,600967.SS,内蒙一机,228.72,11.3417,13.44,2004-05-18,0,False
国防军工,地面兵装,地面兵装Ⅲ,3,000519.SZ,中兵红箭,214.59,9.8839,15.41,1993-10-08,0,False
国防军工,地面兵装,地面兵装Ⅲ,4,600435.SS,北方导航,170.14,3.0083,11.25,2003-07-04,0,True
国防军工,地面兵装,地面兵装Ⅲ,5,600184.SS,光电股份,125.0,4.5177,21.45,2003-11-06,0,False
国防军工,地面兵装,地面兵装Ⅲ,6,688543.SS,国科军工,107.09,3.8217,42.73,2023-06-21,0,False
国防军工,地面兵装,地面兵装Ⅲ,7,301357.SZ,北方长龙,92.97,6.0265,97.66,2023-04-18,0,False
国防军工,地面兵装,地面兵装Ⅲ,8,002519.SZ,银河电子,68.49,2.7076,6.08,2010-12-07,0,False
国防军工,地面兵装,地面兵装Ⅲ,9,000576.SZ,甘化科工,35.83,1.9082,8.21,1994-09-07,0,False
国防军工,地面兵装,地面兵装Ⅲ,10,300875.SZ,捷强装备,32.47,1.8395,32.52,2020-08-24,0,False
国防军工,地面兵装,地面兵装Ⅲ,11,300922.SZ,天秦装备,28.92,2.8012,17.98,2020-12-25,0,False
国防军工,航天装备,航天装备Ⅲ,1,601698.SS,中国卫通,1011.32,4.1156,23.94,2019-06-28,0,True
国防军工,航天装备,航天装备Ⅲ,2,688818.SS,电科蓝天,729.86,2.3536,42.02,2026-02-10,0,True
国防军工,航天装备,航天装备Ⅲ,3,600118.SS,中国卫星,688.33,13.7737,58.21,1997-09-08,0,True
国防军工,航天装备,航天装备Ⅲ,4,600879.SS,航天电子,481.04,8.8369,14.58,1995-11-15,0,True
国防军工,航天装备,航天装备Ⅲ,5,688523.SS,航天环宇,168.61,1.3165,41.44,2023-06-02,0,False
国防军工,航天装备,航天装备Ⅲ,6,003009.SZ,中天火箭,78.34,1.651,47.56,2020-09-25,0,False
国防军工,航天装备,航天装备Ⅲ,7,002829.SZ,星网宇达,41.25,1.2372,19.85,2016-12-13,0,False
国防军工,航海装备,航海装备Ⅲ,1,600150.SS,中国船舶,2837.16,42.9021,37.7,1998-05-20,0,True
国防军工,航海装备,航海装备Ⅲ,2,603268.SS,松发股份,1897.87,10.7634,186.3,2015-03-19,0,False
国防军工,航海装备,航海装备Ⅲ,3,600685.SS,中船防务,394.23,4.0349,27.89,1993-10-28,0,True
国防军工,航海装备,航海装备Ⅲ,4,600764.SS,中国海防,133.17,1.3463,18.74,1996-11-04,0,True
国防军工,航海装备,航海装备Ⅲ,5,300065.SZ,海兰信,112.13,4.6486,15.54,2010-03-26,0,False
国防军工,航海装备,航海装备Ⅲ,6,300008.SZ,天海防务,110.08,3.853,6.37,2009-10-30,0,True
国防军工,航海装备,航海装备Ⅲ,7,601890.SS,亚星锚链,92.87,5.1519,9.68,2010-12-28,0,True
国防军工,航海装备,航海装备Ⅲ,8,300589.SZ,江龙船艇,50.08,3.351,13.26,2017-01-13,0,False
国防军工,航海装备,航海装备Ⅲ,9,300600.SZ,国瑞科技,30.54,1.0779,10.38,2017-01-25,0,False
国防军工,航空装备,航空装备Ⅲ,1,600760.SS,中航沈飞,1253.04,8.2371,44.2,1996-10-11,0,True
国防军工,航空装备,航空装备Ⅲ,2,600893.SS,航发动力,1052.64,12.567,39.49,1996-04-08,0,True
国防军工,航空装备,航空装备Ⅲ,3,000768.SZ,中航西飞,619.52,7.2328,22.28,1997-06-26,0,True
国防军工,航空装备,航空装备Ⅲ,4,002625.SZ,光启技术,579.15,4.7164,26.88,2011-11-03,0,True
国防军工,航空装备,航空装备Ⅲ,5,600372.SS,中航机载,550.18,3.308,11.37,2001-07-06,0,True
国防军工,航空装备,航空装备Ⅲ,6,300395.SZ,菲利华,514.95,21.7983,97.95,2014-09-10,0,True
国防军工,航空装备,航空装备Ⅲ,7,688122.SS,西部超导,327.95,3.8782,50.48,2019-07-22,0,True
国防军工,航空装备,航空装备Ⅲ,8,688297.SS,中无人机,292.55,4.4234,43.34,2022-06-29,0,False
国防军工,航空装备,航空装备Ⅲ,9,000738.SZ,航发控制,253.57,2.8871,19.28,1997-06-26,0,False
国防军工,航空装备,航空装备Ⅲ,10,688563.SS,航材股份,249.98,1.2131,55.63,2023-07-19,0,False
国防军工,航空装备,航空装备Ⅲ,11,600862.SS,中航高科,249.91,2.3726,17.94,1994-05-20,0,True
国防军工,航空装备,航空装备Ⅲ,12,600316.SS,洪都航空,236.65,4.3819,33.0,2000-12-15,0,False
国防军工,航空装备,航空装备Ⅲ,13,600038.SS,中直股份,221.04,1.7469,26.96,2000-12-18,0,False
国防军工,航空装备,航空装备Ⅲ,14,600765.SS,中航重机,208.34,2.5184,13.42,1996-11-06,0,False
国防军工,航空装备,航空装备Ⅲ,15,300699.SZ,光威复材,195.28,2.0704,23.49,2017-09-01,0,False
国防军工,航空装备,航空装备Ⅲ,16,688281.SS,华秦科技,194.81,1.6679,51.05,2022-03-07,0,False
国防军工,航空装备,航空装备Ⅲ,17,002389.SZ,航天彩虹,187.82,3.9462,19.07,2010-04-13,0,False
国防军工,航空装备,航空装备Ⅲ,18,600391.SS,航发科技,136.24,5.6965,41.27,2001-12-12,0,False
国防军工,航空装备,航空装备Ⅲ,19,002297.SZ,博云新材,127.46,20.2066,22.24,2009-09-29,0,False
国防军工,航空装备,航空装备Ⅲ,20,300034.SZ,钢研高纳,126.16,1.5802,15.83,2009-12-25,0,False
国防军工,航空装备,航空装备Ⅲ,21,300775.SZ,三角防务,115.1,2.753,21.02,2019-05-21,0,False
国防军工,航空装备,航空装备Ⅲ,22,688239.SS,航宇科技,101.45,4.3932,53.14,2021-07-05,0,False
国防军工,航空装备,航空装备Ⅲ,23,605123.SS,派克新材,95.71,1.2617,78.99,2020-08-25,0,False
国防军工,航空装备,航空装备Ⅲ,24,002985.SZ,北摩高科,93.25,1.3289,28.1,2020-04-29,0,False
国防军工,航空装备,航空装备Ⅲ,25,300777.SZ,中简科技,92.12,1.3043,20.95,2019-05-16,0,False
国防军工,航空装备,航空装备Ⅲ,26,002651.SZ,利君股份,86.81,2.5822,8.4,2012-01-06,0,False
国防军工,航空装备,航空装备Ⅲ,27,300900.SZ,广联航空,76.0,2.9048,23.19,2020-10-29,0,False
国防军工,航空装备,航空装备Ⅲ,28,002023.SZ,海特高新,71.05,1.1261,9.59,2004-07-21,0,False
国防军工,航空装备,航空装备Ⅲ,29,688510.SS,航亚科技,62.62,1.513,24.09,2020-12-16,0,False
国防军工,航空装备,航空装备Ⅲ,30,300696.SZ,爱乐达,58.82,1.1432,19.99,2017-08-22,0,False
国防军工,航空装备,航空装备Ⅲ,31,300581.SZ,晨曦航空,56.72,1.7103,10.31,2016-12-20,0,False
国防军工,航空装备,航空装备Ⅲ,32,688685.SS,迈信林,52.53,1.0346,35.77,2021-05-13,0,False
国防军工,航空装备,航空装备Ⅲ,33,603261.SS,立航科技,42.36,1.497,54.65,2022-03-15,0,False
国防军工,航空装备,航空装备Ⅲ,34,300424.SZ,航新科技,37.83,1.2778,14.74,2015-04-22,0,False
基础化工,农化制品,钾肥,1,000792.SZ,盐湖股份,1312.31,15.0264,24.8,1997-09-04,0,True
基础化工,农化制品,氮肥,2,600426.SS,华鲁恒升,542.56,8.6536,19.73,2002-06-20,0,True
基础化工,农化制品,磷肥及磷化工,3,600096.SS,云天化,523.93,11.4693,28.74,1997-07-09,0,True
基础化工,农化制品,钾肥,4,000893.SZ,亚钾国际,367.77,7.4119,39.8,1998-12-24,0,True
基础化工,农化制品,磷肥及磷化工,5,600141.SS,兴发集团,352.15,8.6148,29.44,1999-06-16,0,True
基础化工,农化制品,磷肥及磷化工,6,600331.SS,宏达股份,300.09,5.378,11.36,2001-12-20,0,False
基础化工,农化制品,农药,7,600486.SS,扬农化工,213.21,3.1105,52.76,2002-04-25,0,True
基础化工,农化制品,钾肥,8,002545.SZ,东方铁塔,201.66,3.3883,16.21,2011-02-11,0,False
