to_combo,direction,1w_n,1w_mean,1w_median,1w_std,1w_win,1w_p25,1w_p75,2w_n,2w_mean,2w_median,2w_std,2w_win,2w_p25,2w_p75,1m_n,1m_mean,1m_median,1m_std,1m_win,1m_p25,1m_p75,2m_n,2m_mean,2m_median,2m_std,2m_win,2m_p25,2m_p75,events
正无无,换挡,1256,0.006132259597527811,0.0,0.06648481161501542,0.4984076433121019,-0.030868219222539427,0.0362773871555026,1250,0.008086438099905726,-0.0030208864912151497,0.09401799927034767,0.4832,-0.0476383839946372,0.04739909623087182,1248,0.01294307145784393,-0.0038821820839462,0.13751578343942072,0.483974358974359,-0.06781548336116412,0.07052759298477965,1235,0.03266241710993617,-0.0030138725834797,0.21251813081892837,0.491497975708502,-0.09403664062499989,0.10629901918286419,1258
正无无,降级,402,0.006327890570182889,-0.00310644804810975,0.07071126172224358,0.4552238805970149,-0.03232545354590423,0.036939529822686425,397,0.012113832804642587,0.0016783216783216,0.09998262409098012,0.5138539042821159,-0.0486111111111111,0.0511363636363637,397,0.017828070091330684,-0.0145228215767635,0.15889439106291048,0.44584382871536526,-0.0693877551020407,0.0694848606513616,393,0.040678862554210306,-0.0178817056396148,0.26270927454995385,0.46055979643765904,-0.0929938985903641,0.1028192371475955,403
正无正,升级,11336,0.0070811979504498065,-0.0008635636542613501,0.08993593728072963,0.49329569513055754,-0.0405219615266246,0.04197070577332759,11318,0.01536662645443058,0.0021232953905104502,0.12731966796961566,0.5095423219650115,-0.055623747081959,0.06497195269860513,11268,0.026815915710426182,-0.0011034833882585002,0.18845900764864804,0.49449769258075965,-0.08423106283160632,0.10221057130227652,11230,0.06070214256076645,0.00755960571066005,0.27515327820481955,0.5178094390026714,-0.1003215608257169,0.15402947660619903,11351
正无正,换挡,576,0.01589635269206674,0.0055210726655462,0.09463537159269902,0.53125,-0.035599711760560676,0.05790036736506385,576,0.02456764996220108,0.011365880333571301,0.13141765755724832,0.5503472222222222,-0.05679003746014033,0.08167406848592162,575,0.03878017224818009,0.0177453027139875,0.18057152872949858,0.5669565217391305,-0.0744995805332455,0.1211004928564766,574,0.05315921398388723,0.006188897459885,0.27081891995913443,0.5087108013937283,-0.10087674329955172,0.1494062219395809,577
正无正,降级,30,0.022799081383444737,0.01373716061240675,0.07690473233740923,0.6,-0.021412787749287676,0.06679489640843089,30,0.04518621886819119,0.0112749951914631,0.13273477632850392,0.6,-0.029465937241948827,0.11266070762237528,30,0.06738619483912131,0.007176224282036649,0.25586691231547065,0.5333333333333333,-0.06282907843601478,0.11179531085353005,29,0.05746191703048491,-0.0235783633841885,0.2959162480805201,0.41379310344827586,-0.1109123434704831,0.0964062836238432,30
正无负,升级,7795,0.009379259458776136,0.002183406113537,0.07799395235142222,0.5146889031430404,-0.029582927158608302,0.03594680560272355,7766,0.013662918179586644,0.0081978063154978,0.0966776852345351,0.5480298738089107,-0.03774675117016017,0.0551442538200162,7552,0.026552591416842467,0.0127946633198734,0.15097820730181383,0.5454184322033898,-0.057267140515532,0.09232324084793987,7122,0.04811164780508897,0.01586360321115695,0.2253927237825598,0.5452120190957597,-0.07531770922239242,0.13132243168999627,7807
正无负,换挡,156,0.01867134223742107,0.0080332946186604,0.07455817992012286,0.5512820512820513,-0.015717911776498575,0.044733480989295,155,0.01769558223363045,0.0113080684596578,0.10718844600514256,0.5548387096774193,-0.04577152693843155,0.060879332060820954,154,0.04190704134628618,0.0193654760065035,0.18611444588418916,0.564935064935065,-0.08284900074807043,0.11164179933787545,147,0.06686832063223819,0.0140350877192982,0.2708541043278802,0.5102040816326531,-0.0879242445738524,0.15764173069413828,156
正无负,降级,54,0.011832719257154779,0.014010847107437899,0.06658003783554717,0.5740740740740741,-0.032862216784594125,0.05819174561814802,53,0.04734643880446193,0.015206611570248,0.11264930028319085,0.6792452830188679,-0.0156441717791411,0.1080114449213163,52,0.06445374137417507,0.0440877919337563,0.15851021212244157,0.5769230769230769,-0.020126089701561302,0.15367908807857125,51,0.06777897365099426,0.0027573529411764,0.22967495583876482,0.5294117647058824,-0.0647662492322687,0.15194456552244945,54
正正无,升级,19249,0.003195380203622389,-0.0050377833753149,0.0831842405278754,0.45602368954231387,-0.0390092879256965,0.0338372930165584,19200,0.011201747465641832,-0.00256437797051625,0.11541161208234606,0.48515625,-0.05086355814288052,0.051530131061172775,19154,0.022860571962841716,-0.0023463480743062502,0.16590802148473205,0.49034144304061816,-0.06886989596488062,0.08093355500995617,19044,0.04232811316549477,-0.00451710066070715,0.2561934977636737,0.48781768536021847,-0.1007208501702675,0.12230218162674128,19285
正正无,换挡,25,-0.018686032797712877,-0.0171480144404331,0.05726191089706129,0.44,-0.0464461646727656,0.0240679565832939,25,-0.03651166049310561,-0.0383707201889019,0.04941813313083242,0.2,-0.0680970149253731,-0.0090016366612112,25,-0.05353594216203901,-0.070975918884664,0.137337465455922,0.28,-0.1494252873563218,0.0209737827715357,25,-0.04828706014088019,-0.1022222222222222,0.2070926781145462,0.32,-0.1662619394528087,0.0163231939163497,25
