seed,annual_return,max_drawdown,sharpe,calmar,trades,avg_positions,max_positions_held,flat_day_pct,turnover
1,0.07905346322278395,-0.38286599754012085,0.5114499825521746,0.2064781509214588,1171,4.269807280513919,5,0.018201284796573874,233.6247405514453
7,0.09444126440379019,-0.3373003894519859,0.5865503623993605,0.279991566440909,1141,4.30728051391863,5,0.013918629550321198,228.55483339534203
101,0.14465165622553,-0.23755871400020112,0.8165679877551245,0.6089090725815578,1107,4.284796573875803,5,0.01980728051391863,220.01830922128607
4242,0.08833440462672204,-0.4322925790694373,0.5570287785780201,0.2043393962877472,1163,4.259100642398287,5,0.016595289079229122,230.5705939289902
20260914,0.15975667509939306,-0.26576620056059874,0.8916834652561165,0.6011173533820607,1102,4.28693790149893,5,0.016595289079229122,215.89411457936285
