,random,rank:trend_score,rank:trend_score:asc,random_sub:0.2|random,pct:trend_score:0.2|rank:trend_score,pct:trend_score:0.5|rank:trend_score,young_golden:20|pct:trend_score:0.2|rank:trend_score,rank:er,rank:atr_pct
2020-09-18,171368.12467023387,160397.03322091032,156851.86577625663,156896.48971104485,178110.8802448578,171789.49856949766,178110.8802448578,179230.8453804487,176283.02217692594
2020-09-21,170050.3698590145,158974.3826450377,155635.23451703016,156138.49060103952,176562.80213315488,170286.74473230846,176562.80213315488,177840.11380202137,175050.41416380828
2020-09-22,167464.89417950434,156596.54417483715,153275.63159551503,153662.5896295071,174012.78898953,167830.16371845876,174012.78898953,175125.11996887758,172095.59662715654
2020-09-23,167305.21137950436,156403.203418812,153145.92397791953,154017.38070638635,173582.02563423256,167344.31597541715,173582.02563423256,174977.38596887758,172595.47711946716
2020-09-24,164618.97285390436,153441.18397480325,150422.1850888661,151873.15512916818,171851.33903143258,165048.43749556981,171851.33903143258,172380.7212378776,169264.64059860123
2020-09-25,165118.17285390434,154061.6043553712,150862.10693754238,151829.06421614578,172207.33903143258,165562.89579093058,172207.33903143258,172741.12123787758,169367.5457678294
2020-09-28,165084.07285390433,152991.43651400326,150715.10861849913,151455.56107370084,171494.00236423258,164695.43428076984,171494.00236423258,172014.47341987758,168125.626963108
2020-09-29,165212.23933177727,153286.40181740694,151514.7227478462,151519.92631224645,171127.8683889342,164807.7256556682,171127.8683889342,171580.86061497193,167922.09583386264
2020-09-30,165213.88966711191,153471.61192862966,151393.2397766333,151122.83982378707,171167.28321281308,165253.61505130772,171167.28321281308,171598.9923359427,168575.20206620378
2020-10-09,171521.06160748887,159323.26480371703,156307.67011543261,155948.48993865924,177585.60732032527,172180.09757088224,177585.60732032527,177731.8819029152,173539.15058945416
2020-10-12,176160.7852245391,164583.68148816546,161706.75342618453,160899.97400119225,182798.87554723187,177204.56733492113,182798.87554723187,182280.42870231473,180249.28351135386
2020-10-13,175189.6248834089,164678.2641333822,160949.19712353707,159842.53778809428,182213.56466365576,176828.73929783382,182213.56466365576,181432.84493675368,180687.5084136496
2020-10-14,173365.87504936795,162761.1020512175,159574.74365150163,157984.8232361602,180730.65260989967,175426.5923559157,180730.65260989967,179522.25387826803,179256.2011639258
2020-10-15,172884.31831759858,162327.41403961656,159091.14429378157,157500.27680097535,180238.19672929414,174995.061115615,180238.19672929414,179032.87495128898,178201.68057201084
2020-10-16,172791.18773784084,161057.47499515678,158679.15688346713,157203.1830813021,179379.58526062802,174465.01438372972,179379.58526062802,179375.8396656711,178030.39754085705
2020-10-19,171738.42748334928,159709.2184516986,157450.92695667408,156332.8708883351,178109.14026359862,172990.63155932512,178109.14026359862,177734.98943324623,174972.73721847098
2020-10-20,173384.53253844535,162279.32559501127,158748.92020994515,157134.37023817524,180050.3520248097,175453.95233528723,180050.3520248097,178918.80545094237,176828.38282385218
2020-10-21,171447.70318878925,159695.21413887286,156652.68408235506,155161.3708928879,177895.8767045282,173316.10428873106,177895.8767045282,177478.84034766516,175292.71490044263
2020-10-22,171191.70318878925,159784.4264573583,156434.88408235504,155310.1708928879,178440.67670452822,173409.94883443578,178440.67670452822,177068.70385359155,174196.61607414234
2020-10-23,169482.94598878923,158124.0644579141,154900.93088235505,154457.3708928879,176893.37670452823,171207.02979542705,176893.37670452823,175572.5980893994,171717.2380998204
2020-10-26,169309.39776378922,158499.8057829141,154741.89708235505,154300.7370928879,177582.5737545282,171846.67659542704,177582.5737545282,175380.5851893994,171264.4500748204
2020-10-27,169176.19776378924,158837.0057829141,154619.89708235505,154177.5370928879,177822.9737545282,172083.47659542706,177822.9737545282,175246.1851893994,171264.4500748204
2020-10-28,168792.77862007526,159502.1737597984,154268.2091657159,153957.55021805989,178548.0169543611,172710.47044347375,178548.0169543611,174854.42908165941,171044.99257531977
2020-10-29,169725.72981817153,160647.54729281922,155115.92739779767,154139.57431768323,178848.50828017414,173752.73499231637,178848.50828017414,175824.5590206206,172278.21710748159
2020-10-30,167055.9114554674,157756.0309405046,152529.00653781442,152377.3077700723,175967.31580118882,171061.38025420054,175967.31580118882,172870.51844419457,169041.0482190904
2020-11-02,167759.1135236894,160179.04629823138,153672.07161980832,152739.09417496674,177251.68299079733,172837.92372613304,177251.68299079733,174179.66951073322,170912.19528683517
2020-11-03,169614.91790316824,161415.1100087607,155652.7204930164,153473.57005789457,177845.5619576387,174260.11989652732,177845.5619576387,176211.42791786641,172772.04041580248
2020-11-04,170066.85450564657,162786.88785370396,155798.04750250687,153088.76397359365,178244.9030036722,175862.83156981113,178244.9030036722,176867.4322299512,173573.5555429264
2020-11-05,171412.1276804856,166355.10746399956,158115.5468617188,154372.0765405369,182344.84124938166,179556.37859885834,182344.84124938166,179739.92666102538,174952.13298024962
2020-11-06,170573.97508420047,164979.3478625161,158228.4979643523,154437.1417785626,180450.25784971367,176903.92545480002,180450.25784971367,178605.9952575139,172707.18516487163
2020-11-09,176891.8700716061,169394.29211244904,164576.47856174823,159967.31316549162,185178.12753106173,181616.99040343123,185178.12753106173,184116.044640855,177792.95571791974
2020-11-10,173992.49705579385,166501.45196087362,161252.85459547918,157715.57013328225,182152.98137465338,178396.6807054433,182152.98137465338,180851.73906180906,174929.33492230723
2020-11-11,170124.508653327,161768.06821804174,157216.57919940827,155074.54511473275,177408.4165598622,173066.91130681906,177408.4165598622,176348.2074176063,170473.43708928756
2020-11-12,169870.58954762702,162308.10654360655,157127.3287797875,155201.83734408751,177859.6165598622,173668.12993645866,177859.6165598622,176438.02323354228,170610.59120081412
2020-11-13,168864.42205411155,162751.53218835063,156717.37912798347,154036.310851812,177899.54780986218,174141.01235016197,177899.54780986218,176006.79947138263,170292.80156916933
2020-11-16,169320.20961664713,162775.1268007204,156776.8520826685,154688.2975162074,177796.11705066223,174184.73986748004,177796.11705066223,176200.85840632184,170844.1663431997
2020-11-17,169113.6186852075,161415.57604164205,156578.8878650248,154733.19367426937,176363.8911590972,172656.07078741534,176363.8911590972,175383.54180444096,169590.5015592058
2020-11-18,169058.15026425768,160404.01110815027,156488.71491771407,154787.5433830277,175615.36542573883,171639.61484677464,175615.36542573883,175279.3667203214,169556.4741248294
2020-11-19,170065.08606094687,161004.1354160724,157126.42807064776,155220.81346318757,175633.459540517,172136.9946869129,175633.459540517,176001.28968122578,170506.8873879217
2020-11-20,169778.93655542366,161904.66399040437,157215.8335146027,155380.75248406024,176871.35944884148,173377.3028360623,176871.35944884148,175950.58166145114,170419.45990544622
2020-11-23,172132.44838936045,164439.71956911363,158871.872346782,156940.9886365135,179211.3587976872,175574.34194514452,179211.3587976872,177771.94067878718,172527.9829117539
2020-11-24,170735.21877559324,163892.13712284435,157999.095384432,156036.78690057228,179021.31486685146,175222.93639467715,179021.31486685146,176599.45326406072,171251.22936103187
2020-11-25,169646.5589861611,162314.70624788298,156364.25355979995,154368.70669229247,176743.87407292554,173070.85914554383,176743.87407292554,174878.37365310895,169866.94652445192
2020-11-26,171143.37122571416,162765.70293683955,158122.84294876043,155567.26468077238,177599.12693190144,173771.2195114105,177599.12693190144,176782.54606099625,170845.18625353993
2020-11-27,173537.17065188132,164217.08349173586,160412.85354787455,157305.2685418197,179617.2048439399,175208.3448066294,179617.2048439399,179199.97965823094,172779.04923447018
2020-11-30,173384.80664860687,164123.3083590416,160754.77810085416,157226.25832326867,179589.32162579487,175203.9710985559,179589.32162579487,179525.50794787245,172758.09704505734
2020-12-01,178466.60538326533,168306.3366080832,165320.62915360837,160641.47932698752,183677.72862411285,179148.88768554875,183677.72862411285,184408.068547931,177527.3053996009
2020-12-02,177917.793282946,167581.13402868574,164919.89913594897,160412.90864258568,183076.07671639128,178501.89243043246,183076.07671639128,183982.70070505183,177128.23599396792
2020-12-03,177459.91910728058,167401.4568465261,164019.06452623665,159530.26286329544,182347.80172474336,177920.75086109983,182347.80172474336,183217.02798085762,176667.69232740934
2020-12-04,176319.77409305135,167316.10665446863,163238.20276354457,159592.8169288396,183091.91139141866,178527.49688762813,183091.91139141866,182771.7863294903,175759.48849519296
2020-12-07,173367.45767837614,165642.889104203,160947.36259092114,157800.59513423924,181896.0451626004,177261.23208718374,181896.0451626004,180532.53097185557,173009.04813132394
2020-12-08,173270.86146798622,166190.36069888956,160802.655617677,156927.83177133717,182571.27184147981,177705.56118852817,182571.27184147981,179582.47520759742,172950.50171871582
2020-12-09,171765.4890328194,164660.52646028556,158870.83139691447,155205.60310526777,180407.70616729412,175674.3957155581,180407.70616729412,177704.70137991657,171471.67154573955
2020-12-10,171270.33223468997,164593.03492624953,158635.33539691445,155247.09507705978,180480.157346646,175678.96525729162,180480.157346646,177939.25757901045,171294.45045990637
2020-12-11,171490.34232956512,164981.4716467787,158228.98687211447,154405.63656880218,180175.38015666744,175356.2915663746,180175.38015666744,177636.1404822592,172323.98224708243
2020-12-14,171417.13372956513,167140.6342103515,158702.17087211445,155027.7941259588,183626.39313169062,178310.5381312071,183626.39313169062,179397.13968922547,173256.26081171253
2020-12-15,171507.25695372178,167026.59222380712,158899.36153551022,155490.82217803207,184100.40693191916,178558.9073857559,184100.40693191916,179580.11023787427,173081.94424042804
2020-12-16,171371.44433684944,167687.04265703543,158516.71006975003,155286.0150940686,184808.7237988243,179183.50606153754,184808.7237988243,180258.9191803984,173775.2479670936
2020-12-17,173597.15120927524,170611.24157646555,160322.8063110357,156600.2536951895,187014.0917709116,181596.90296996012,187014.0917709116,182550.31255837515,176779.93229546884
2020-12-18,174824.49395618998,172132.90476016726,161462.15832463268,156571.84174351857,189220.8327201004,183244.5153647874,189220.8327201004,184184.75469065525,178029.9668676688
2020-12-21,180289.11387923284,178061.44666909578,167992.504163199,160814.15853104444,196925.31778397696,190402.38419977936,196925.31778397696,191419.9611087601,183814.09190725198
2020-12-22,176498.06883808353,175363.90032381972,164428.40926431125,158252.842932256,193667.13948154857,187884.19666118946,193667.13948154857,188235.83210563916,181308.98908029776
2020-12-23,178837.36044301995,177350.96031601008,168114.4060425561,163165.07298468298,197656.40220009867,191305.70505060672,197656.40220009867,192236.5777188592,183191.60685061105
2020-12-24,177913.5566261476,175395.32875202995,167485.8561767959,162764.22199592963,195659.3726758064,189249.25278121477,195659.3726758064,190356.3923965745,181225.4533781091
2020-12-25,181528.6100623605,178967.97984091463,171186.05429743876,165649.0890204192,199946.26260453544,193258.41875489312,199946.26260453544,194311.62959699708,184644.61517104652
2020-12-28,182156.21845742408,180928.73042108977,171583.95751919388,166195.53948155523,202340.41293815122,196203.89026944988,202340.41293815122,196037.1292355421,186852.72397466912
2020-12-29,177875.1566261476,176172.9567754771,167408.45617679594,163623.26907502767,196452.63846413582,190553.7605050629,196452.63846413582,191139.5133489906,182304.78940292448
2020-12-30,183524.49785042458,182225.81087666107,173198.90120992344,168626.9354466894,203198.572279992,197230.92036513737,203198.572279992,197663.19783917314,188334.91008001682
2020-12-31,187370.18182161628,185957.24488855302,177673.4982566479,174303.03100990466,209043.8261939478,202807.57154946585,209043.8261939478,203009.62305181404,192231.0660562999
2021-01-04,195611.2734265527,195374.94709693294,187460.9950348928,183891.0453403518,221458.82111030526,214745.70729003652,221458.82111030526,214453.75784954688,201558.5900448085
2021-01-05,199660.2520582343,200080.68593685588,190718.83523538767,186684.62104487544,224750.84353545093,218991.67597773354,224750.84353545093,218723.55425769687,206758.8241291769
2021-01-06,198938.94060761726,199068.46148455224,190283.88563810702,187250.10715575202,224160.69749117247,218488.92898747046,224160.69749117247,218070.34628729758,205917.00595468178
2021-01-07,203462.5673257237,203137.86012829668,194854.63469842845,191580.05705999897,229360.40501928382,223832.89343258704,229360.40501928382,222351.31353885357,210115.8139509424
2021-01-08,201631.62839568133,200606.80410550488,192173.4325505917,188297.29648740633,225919.52584109007,219647.303519472,225919.52584109007,219512.57196445198,207309.54044587302
2021-01-11,197352.98946563894,195444.26625787016,187398.43040275498,184326.6470002255,219127.76735821448,212712.15565634155,219127.76735821448,213970.00138913834,202037.885115572
2021-01-12,202245.2917598735,200373.50800060268,192602.77328804578,189765.99470768543,224993.0477396159,218495.64245394323,224993.0477396159,219852.093742703,207231.95595356793
2021-01-13,198594.72687304355,196268.06844769078,188726.82557012228,186252.83193778302,220119.3221946045,213616.36900997328,220119.3221946045,215176.4468490851,203172.8079737276
2021-01-14,193891.39503445418,191175.35211935753,182877.2155167722,179105.59265833476,212758.34858981054,206349.0538426704,212758.34858981054,208359.37878000247,197861.34786676618
2021-01-15,195708.0089849541,192830.30422141607,184344.5883487586,179780.37710824335,214545.53496706882,208381.7969667875,214545.53496706882,209540.85413682755,199407.40790455698
2021-01-18,197748.85293510804,194365.22344692555,186668.20700711766,181756.62751158356,216497.77030026642,209940.9116901455,216497.77030026642,211991.84274496982,200979.25145826448
2021-01-19,194159.03580931743,190800.95501697293,183062.78696435134,178976.91090227422,211961.37398909914,206229.12605763949,211961.37398909914,207521.18540460966,197541.25203411537
2021-01-20,198616.16020319198,195425.02214208705,187570.93437547446,181865.4217364052,217728.63019205377,211347.0300985843,217728.63019205377,212830.39978467685,201915.33572477184
2021-01-21,202239.32439897567,198887.0626512027,190720.8285455649,184430.22412746915,221898.56099804767,214743.42651520314,221898.56099804767,217002.1828286607,205341.6719221605
2021-01-22,204587.4545123187,201276.1917008862,192790.8278172363,185721.93254499117,225131.3385709693,217291.55111964408,225131.3385709693,220043.08813759952,207488.84537322514
2021-01-25,204369.7802695529,200335.47494272562,192267.4415332544,184766.9308666914,225389.62026644454,216555.5086067485,225389.62026644454,219761.27544061752,206418.14410382
2021-01-26,199147.0616570296,195297.36568806408,186711.13127033066,178485.56762321896,218511.88072847118,210151.329001169,218511.88072847118,212452.90930850597,201468.03477436534
2021-01-27,200580.05194389628,196527.15316768538,187541.52299534582,179173.30992235514,219492.5261251418,210999.21138540114,219492.5261251418,213659.21802399968,202336.96258966657
2021-01-28,194670.27961322194,191033.36807197687,182183.63950363421,175901.65638731368,214083.1980652072,206121.08831838254,214083.1980652072,208541.89109703506,196116.74242322822
2021-01-29,192888.96168822193,189210.20504697686,180469.08709666648,175170.81101231367,211995.4022402072,204180.75684338252,211995.4022402072,206769.03689703505,194255.82979635982
2021-02-01,193230.76168822192,189117.70504697686,180381.08709666648,175170.81101231367,212271.9022402072,204082.25684338252,212271.9022402072,206670.03689703505,194160.32979635982
2021-02-02,195956.56168822193,191245.20504697686,182405.08709666648,175170.81101231367,215074.4022402072,206347.75684338252,215074.4022402072,208947.03689703505,196356.82979635982
2021-02-03,195916.81802642986,191145.47065440836,182309.79848979885,175095.98630928132,215017.321501521,206240.82189039717,215017.321501521,208838.91093306482,196254.44975819468
2021-02-04,194087.05098903546,189463.6214119939,180708.26372377574,174452.81723572814,213062.98328420665,204440.52414947422,213062.98328420665,207023.30673786762,194522.2721640159
2021-02-05,193163.14132448833,188604.8242427078,179890.16584934574,174874.2100721724,212186.1101644635,203618.81272617288,212186.1101644635,206114.60956376506,193632.9441813873
2021-02-08,195738.55831065198,190431.05743313686,181627.12161845117,176470.63576832053,214672.5264723755,205402.35068947112,214672.5264723755,208111.84114010664,195506.10851289937
2021-02-09,200268.00741042307,194756.10566101765,185633.0921157606,179290.2484560232,219257.310450015,210070.2993997445,219257.310450015,213032.52183883952,199947.34297538808
2021-02-10,206509.79992497218,201053.82706492947,191882.19041055912,184628.80632034692,224975.98284123035,215909.10812208458,224975.98284123035,219882.7470076427,206413.94894018047
2021-02-18,203021.0216092716,195979.59583412524,187332.3973404494,179978.9316623864,220727.03498671378,211119.33654190216,220727.03498671378,215457.603563795,201201.14905973518
2021-02-19,204173.44854209636,197201.57978004945,189488.0752525209,181751.48942132253,222290.3447116064,213212.47227399517,222290.3447116064,217311.40516631474,202454.99126959287
2021-02-22,202680.53977436826,194885.66778388276,185912.01405341385,178286.36092254036,220371.58498824315,210978.02314865554,220371.58498824315,212682.04838783576,200070.73387287318
2021-02-23,201666.64817296123,193690.57950598103,185362.42294932902,178084.2058360097,219113.13192585265,209772.95154632218,219113.13192585265,212492.83782338334,198845.02479774208
2021-02-24,199010.31811128015,190391.3738697912,184146.46217610582,176398.76359579462,216039.80528724717,206831.4207900997,216039.80528724717,209381.60999596238,195410.55906200357
2021-02-25,199124.00152423896,189602.00199146976,186186.3735779833,175978.22472253127,215452.35377018465,206269.9026877234,215452.35377018465,208902.54738335172,194591.17375383485
2021-02-26,194611.92179201404,184961.98994599975,181776.88862810176,173030.39120250533,210941.8296398669,201948.7097615205,210941.8296398669,203824.7276236519,189887.46001868317
2021-03-01,198487.53894132774,187368.78043508276,183774.8892274893,175955.45427195705,213745.2135788772,204633.7167173603,213745.2135788772,206457.2045532749,192360.60712058947
2021-03-02,198118.5725383794,187726.97365200208,183594.81042431825,175946.62232409205,213828.9218529431,204713.71937224068,213828.9218529431,206858.9063667148,192732.35355075955
2021-03-03,202583.00576418042,188833.13702934768,185017.01735953178,176984.06562026215,215120.62867211972,205951.4028656387,215120.62867211972,208067.37959824846,193840.84114260477
2021-03-04,200408.57043486214,184721.40748551846,181192.65540368532,173643.28068301806,210168.13235735765,201211.5365407634,210168.13235735765,203528.079817308,189653.23114138434
2021-03-05,197571.76734693337,184114.41591325964,180721.5207847725,173128.93177299693,209287.70560225117,200367.81206274667,209287.70560225117,202857.60805476794,188975.3075819583
2021-03-08,194816.768687358,181193.33270612342,177863.62263318794,170751.3039600761,206491.05912143455,197689.53229127318,206491.05912143455,199635.25410461766,185991.3325611048
2021-03-09,194520.74709104985,180457.8358841743,176741.10240760853,169315.53629128874,205664.08684772078,196896.53661392914,205664.08684772078,198831.8040899291,185236.2338566347
2021-03-10,193635.72448012832,180457.8358841743,176297.69498380853,169315.53629128874,205664.08684772078,196896.53661392914,205664.08684772078,198831.8040899291,185236.2338566347
2021-03-11,195833.02199689904,180457.8358841743,176297.69498380853,169315.53629128874,205664.08684772078,196896.53661392914,205664.08684772078,198831.8040899291,185236.2338566347
2021-03-12,195819.31053315414,180304.030875555,176147.05882447888,169243.01804849267,205577.03100231034,196812.9764211259,205577.03100231034,198663.26387017278,185078.69776354852
2021-03-15,196636.55871890523,180320.94103027074,176163.08491969982,169229.02075820285,205701.07238844354,196847.86904686328,205701.07238844354,198682.63981067028,185095.67226531016
2021-03-16,195492.99314570805,179778.69989393136,175634.90277705932,169424.8475611959,204637.3826631421,195861.36777546263,204637.3826631421,198085.7516099634,184539.87688727013
2021-03-17,194522.24305873865,179640.7913221645,175500.3867097041,169217.66347034115,204163.52411575196,195592.90567882315,204163.52411575196,197935.4148514741,184399.7816536503
2021-03-18,195299.41576062422,180219.86021395292,176067.8651059767,169597.08924862405,203902.05303279954,195707.99401833152,203902.05303279954,198577.01678887656,184996.81023831334
2021-03-19,193313.1595920714,178477.0688629448,174364.27174675977,167613.42518548563,200196.6148088953,192637.731967673,200196.6148088953,196654.2240859586,183207.2556566154
2021-03-22,194575.12105664672,179131.07927289399,175003.1679742032,168506.53122730588,202175.75249728846,193822.16017180006,202175.75249728846,197372.71060136775,183876.09118328104
2021-03-23,191767.9066077798,178201.8863868474,174095.62306876824,166761.97230930597,199543.3662032431,191825.94413238482,199543.3662032431,196352.17859159183,182925.10889153514
2021-03-24,188715.97749544482,177005.35224285704,172943.61147767992,164644.38143081224,197796.0379123921,190099.1679911006,197796.0379123921,195215.46112135862,181716.83270506712
2021-03-25,188279.18345410578,177223.8094127134,173245.9716544867,164895.53782566273,197762.86243281193,190471.5653581786,197762.86243281193,195594.29069649015,182036.36024455214
2021-03-26,190204.49022664392,178553.7794531613,175577.13916776725,167764.95749593835,201528.9466018601,193042.28064927875,201528.9466018601,197512.2984927204,184483.93431564255
2021-03-29,190857.9779930074,178785.10290339065,176477.8137032549,168839.63044618056,200969.53268922892,191920.0064720669,200969.53268922892,197966.04791659032,185429.9939378488
2021-03-30,190036.10321166913,177570.55990298226,176379.55649939697,168977.2803416077,201746.4022523849,192271.17735812627,201746.4022523849,196879.5752529811,185324.2180784802
2021-03-31,188425.72559507217,176888.32922957785,174652.17740959005,167690.96961515397,201348.1121669126,191228.10784953716,201348.1121669126,195573.06146093708,183637.93703977083
2021-04-01,191822.98696565605,179178.94336696737,177268.44482971885,170111.69054171344,204514.99233785723,194276.41114815822,204514.99233785723,198824.44096688164,186437.84139669582
2021-04-02,192872.43911985483,179369.71204830927,179075.81632380036,172053.40791089105,205047.2373805934,194601.71312565042,205047.2373805934,199173.46842936066,188645.29820983252
2021-04-06,192114.03989810112,180770.378833785,179019.1743910312,171780.64299866668,204883.07842522603,195316.97926350049,204883.07842522603,199661.06294555386,188426.6515240692
2021-04-07,191542.68285817292,179877.6537038908,177126.80841029342,170497.86713318754,204486.3817300686,194433.640263966,204486.3817300686,198966.8951862082,186465.19288857095
2021-04-08,191859.0867970739,178922.0059120116,177699.40781383996,171077.28680740407,204806.5512932246,194339.2542330037,204806.5512932246,198582.26770905842,186923.6580323339
2021-04-09,190206.74059957956,177525.20167158014,175195.92007632577,169418.42562948907,203212.99233006858,192320.29790155325,203212.99233006858,196901.699935042,184374.12135373527
2021-04-12,187997.81516358446,175291.25169817076,172411.98765588825,166364.06221814576,199561.95796035643,188676.29114727996,199561.95796035643,193956.04940962454,181077.40754211386
2021-04-13,186392.97320287564,174964.44122415045,171937.34563328556,165791.39448313415,198064.01734510466,187664.77403219353,198064.01734510466,194152.40382750516,180579.50631447334
2021-04-14,186909.22729201295,175518.21316839603,173038.7948052774,167342.88140358834,198788.44937300237,188354.56863825308,198788.44937300237,194880.23400507012,181738.07077516397
2021-04-15,186939.15489934888,175961.32353237135,172659.75870772608,167228.85291744978,198546.76943946187,188132.62587099674,198546.76943946187,195201.59849804256,181339.7710834661
2021-04-16,188664.7497824747,177283.04777937318,173333.6746571653,168098.2149197503,199890.70832108377,189422.00568278585,199890.70832108377,196709.8674498913,182046.83454233324
2021-04-19,191208.22411701636,179789.09406442966,177085.6812377865,171245.87871032642,203149.05268951046,192504.0926721169,203149.05268951046,199315.102681234,185989.60106018936
2021-04-20,190888.03799914318,179684.51415193538,177187.7449680201,171522.62688461423,202943.2814264865,192300.47886486014,202943.2814264865,199117.22975233186,186097.05285944822
2021-04-21,190854.13649196998,179450.24229157774,177768.03259591662,172187.09350919555,203814.38166631927,193108.7337240828,203814.38166631927,198973.9564026121,186707.07017458125
2021-04-22,191464.38321917574,179859.57821265893,178440.07527408915,172801.53638714494,204407.74631965812,193670.04555664805,204407.74631965812,199258.7271409824,187412.93638413525
2021-04-23,191645.5571974719,180628.65006455925,180184.20552275315,174384.59419980418,205296.0494084766,194498.53248405672,205296.0494084766,200358.3797723414,189247.27040580785
2021-04-26,190626.8019828001,179967.82933660859,179157.77771785576,173702.362951231,204476.93310271652,193719.74515781854,204476.93310271652,199586.85078639656,188169.5697892036
2021-04-27,191187.3898432231,180331.9212760147,180565.1716967534,175091.28540443315,206093.09275377347,195235.1666323942,206093.09275377347,199921.63048885344,189648.85561013507
2021-04-28,193579.87115805762,182196.28505758307,183028.65103199598,177457.65479144908,208857.23267066843,197864.71703794439,208857.23267066843,201537.75166805089,192237.47385017452
2021-04-29,194729.3646124691,183016.35689974535,183937.836388341,177516.67468232752,209552.30632682127,198530.7439942274,209552.30632682127,202570.1931447915,193191.8062692825
2021-04-30,193791.2196278132,182879.233005576,184695.3514192997,178374.03536437824,209508.87110614812,198453.19213278775,209508.87110614812,202401.22917997593,193988.17767991882
2021-05-06,194528.64743447685,182380.08799167135,182461.72809568708,176573.96097850704,208147.97644072742,197226.96865449558,208147.97644072742,202025.78662370876,191640.30719418888
2021-05-07,194966.36721069945,182204.52091391655,180327.72400410115,174686.87875668734,207491.05816879676,196637.54057976467,207491.05816879676,201477.49137140941,189397.8793987619
2021-05-10,199153.33450405317,184200.7174264042,182647.83551975043,177190.49603713417,211484.79172549697,200461.61371089247,211484.79172549697,203668.95540226594,191831.22832870457
2021-05-11,196308.81836215523,181560.84309226222,180980.53075525578,175165.83989120857,207779.1922771754,196928.44446172233,207779.1922771754,200758.65123397883,189017.27652800968
2021-05-12,198163.30123535142,182814.87552804002,182005.1271485025,176746.6294117289,209705.94616604102,198773.5411490473,209705.94616604102,202141.8150718113,190333.3710985999
2021-05-13,193336.85453404114,179029.92620194476,178708.66915712814,173266.91851155183,204275.45858628248,193591.4833513127,204275.45858628248,197968.59480644052,186349.05207663449
2021-05-14,195668.72891034005,181624.0229127757,181134.25378823123,173889.00758138142,206622.40858838422,195812.81387910276,206622.40858838422,200848.85433827044,188853.1849040799
2021-05-17,195753.1465230367,180420.58115952392,180996.61355818575,173818.9607566496,205776.16263636306,195018.6060723554,205776.16263636306,199658.07943886262,188977.56812046483
2021-05-18,196807.66873571184,180896.45624286297,181443.62334557128,174662.1949148235,206793.01292121387,195999.42480854908,206793.01292121387,200324.75864634605,189425.95103655837
2021-05-19,195753.30348025833,180533.41391438636,180806.78121743462,173795.21015754933,205532.48316110804,194786.18577481227,205532.48316110804,199716.6525448364,188839.70635725942
2021-05-20,193797.30799398758,180915.28353207168,180152.29825108277,172740.20872809214,205315.64715966294,194470.60532711772,205315.64715966294,199648.06013927632,189235.08787202448
2021-05-21,192529.62314599907,179744.83954065858,179086.51129315473,172573.33895628137,203715.51595966294,192833.57901529988,203715.51595966294,198250.96496019608,188234.28666086597
2021-05-24,194170.73709663528,181413.0379526802,180033.66689858912,173664.9251169003,205184.11595966294,194882.8621636627,205184.11595966294,199296.8418934515,190730.3380011352
2021-05-25,198517.08802830998,186052.80597844085,183749.3774439238,176329.98662813596,210907.11595966294,200357.96319802478,210907.11595966294,203533.035321856,195512.26043944198
2021-05-26,198068.1765152614,186391.8179956146,183861.03923762712,176801.06877886257,211571.71595966295,200076.94109911623,211571.71595966295,204708.63094079233,195263.7857051135
2021-05-27,199829.87531947787,187069.18760935363,184850.17173529963,178301.36893313352,211849.31595966293,201334.64634638757,211849.31595966293,205139.54743594138,197079.43139909944
2021-05-28,199465.04683149717,188064.33001278836,184652.62093232793,177697.59491818285,212417.31595966296,202028.62424747902,212417.31595966296,205172.62655972864,196950.28785067043
2021-05-31,200928.0819952068,188582.71323167946,185514.4994202644,179133.74356586963,213302.91595966296,202576.61160875115,213302.91595966296,206382.0617405586,197946.48206600713
2021-06-01,201316.1068541215,188526.82524885325,185561.0188707424,179823.77346650616,214345.71595966295,202481.06844529614,214345.71595966295,208291.85735949493,198401.06499159272
2021-06-02,198826.86623283345,186339.65563511424,183942.84861729265,178471.84042946613,211910.51595966294,199651.5937227519,211910.51595966294,206484.54086434585,195797.2469855953
2021-06-03,197809.83774485276,186472.59803854895,183372.18454698927,178376.9775963477,210646.71595966295,199397.07162384337,210646.71595966295,205370.9199881331,196172.90343716627
2021-06-04,198847.2098672339,187203.24202996213,183876.92252802622,178853.09456118994,210636.00235966293,200674.0937227519,210636.00235966293,204792.84537866496,197428.3961803076
2021-06-07,199692.7401591334,187919.42842481,184154.0970143826,179545.3093077243,211467.24235966292,202100.80739584184,211467.24235966292,205274.42669298407,198834.73919093967
2021-06-08,198799.7613610233,187991.50998607097,183609.1956388214,178717.51221406827,211790.67530966294,202077.61443456972,211790.67530966294,205292.90189783502,197078.89578089069
2021-06-09,198836.467427677,187264.46599465786,183586.7954135617,179449.18889556348,210740.87530966295,201310.84074638758,210740.87530966295,204849.29970730317,197297.5330096749
2021-06-10,199869.78804285865,188304.53560839687,184217.20342278865,180670.74575880892,211689.27530966295,202458.99758293256,211689.27530966295,205945.51620245224,198757.94873173532
2021-06-11,198065.9219703559,185827.86599465786,182953.97092511615,179436.82837134364,209302.67530966294,199545.31443456974,209302.67530966294,203977.3997073032,196122.51378970352
2021-06-15,196901.51494046825,184576.75045763626,181351.64475903788,178793.2684450145,206780.62585966295,198780.04942084185,206780.62585966295,201529.68707404775,195253.785373314
