top_pct,annual_return,max_drawdown,sharpe,calmar,trades,avg_positions,max_positions_held,flat_day_pct,turnover
0.1,0.1328423782450694,-0.2795037351420314,0.7498344985674626,0.4752794383143566,1130,4.302462526766595,5,0.016059957173447537,225.4717956722103
0.2,0.12467523171433981,-0.3185547130983497,0.705760640485329,0.3913777652250523,1130,4.339935760171306,5,0.017130620985010708,225.0401471138006
0.35,0.11393781327791541,-0.3520005303127477,0.6557757398592408,0.3236864818830904,1138,4.373126338329764,5,0.015524625267665952,225.79930894192938
0.5,0.10937272691513455,-0.34925757367648924,0.6379051800008426,0.31315778141562783,1152,4.413276231263383,5,0.015524625267665952,228.1629993878388
1.0,0.08712799216137945,-0.33582161346700523,0.533511038375941,0.2594472442136005,1190,4.485546038543897,5,0.013918629550321198,235.94875802784253
