kind,target,feature,topk,days,day_equal_pp,pp_weighted_pp,win_day_pct,bottom_day_equal_pp,top_minus_bottom_pp,half1_day_equal_pp,half2_day_equal_pp,verdict
event,ret_net_pct,atr_pct,3,1555,0.015153478646999634,0.021240496354552052,0.4064308681672026,-0.013527347389929688,0.028680826036929327,0.00963101647961559,0.017144077433493277,★稳健为正
event,ret_net_pct,ret20,3,1555,0.0067485156520241734,0.011711629925098378,0.4032154340836013,-0.0019694013057512624,0.008717916957775438,0.006205936919663762,0.006944090838141839,★稳健为正
event,ret_net_pct,ret60,3,1530,0.0062974952863083895,0.008157695707110543,0.3908496732026144,-0.0028690242360628524,0.00916651952237124,0.006269215252775422,0.006307170034622301,★稳健为正
event,ret_net_pct,dist_ma200,3,1434,0.005251325962858643,0.002678562358756907,0.3905160390516039,-0.002311195034507557,0.0075625209973662014,0.00448750564040957,0.005456813908013086,★稳健为正
event,ret_net_pct,macd_hist_norm,3,1555,0.009456409032603696,0.011527805973412762,0.41093247588424436,-0.004242436510923311,0.013698845543527008,0.008161633388662048,0.009923117313709522,★稳健为正
event,ret_net_pct,trend_age,3,1083,0.0002570343433619191,0.00017692305195132844,0.38134810710988,-0.0004584621939396505,0.000715496537301568,0.004080811529443097,-0.0007344799734940144,分半异号
event,fwd20,trend_score,3,1538,0.005804763063076762,0.004788392738680013,0.4694408322496749,-0.0008175663275347477,0.006622329390611508,0.006039812268848191,0.0057187592684250456,★稳健为正
event,fwd20,price_direction,3,1538,0.0065053375454905485,0.005869866003762355,0.47334200260078024,-0.0009745252361202904,0.00747986278161084,0.004317280166964919,0.007305941133370266,★稳健为正
event,fwd20,confidence,3,1538,0.005157555515909068,0.004002827479962933,0.4850455136540962,-0.0012338645526880161,0.006391420068597084,0.005548888324735938,0.005014368022803677,★稳健为正
event,fwd20,er,3,1538,0.0007003309101962742,-0.002037528055520979,0.4596879063719116,-0.000559541999093312,0.0012598729092895863,0.0064092267895627065,-0.0013885368538347819,分半异号
event,fwd20,vol_ratio,3,1538,0.003638119389665031,0.001987694302343488,0.4687906371911573,-0.0017413334062832706,0.005379452795948302,-0.0037005137559194103,0.006323303098351346,分半异号
event,fwd20,bias_atr,3,1538,0.004026250921910933,0.004662589073227893,0.44993498049414826,-1.163703231702715e-05,0.004037887954227961,0.007868482007998764,0.002620390169274889,★稳健为正
event,fwd20,atr_pct,3,1538,0.011453403670939406,0.019342341976369675,0.476592977893368,-0.008815516635167395,0.0202689203061068,0.001508806271477933,0.015092101831310739,★稳健为正
event,fwd20,ret20,3,1538,0.003506013615321786,0.008678243637079417,0.45123537061118335,0.0019842582904679787,0.0015217553248538082,0.001405214229952781,0.004274689766984334,★稳健为正
event,fwd20,ret60,3,1513,-0.0009420439607548084,0.0009108782461322193,0.43423661599471247,0.001647834478722136,-0.0025898784394769447,0.0012456515903352897,-0.0017017957549891282,分半异号
event,fwd20,dist_ma200,3,1416,0.001690351642978871,0.00010224489242749798,0.4435028248587571,0.0006221210818940592,0.0010682305610848113,0.004020607328632582,0.0010533033260375678,★稳健为正
event,fwd20,macd_hist_norm,3,1538,0.009133649435234464,0.012582796263141008,0.47854356306892065,-0.002184795320178931,0.011318444755413395,0.0069529935616971595,0.009931544834788078,★稳健为正
event,fwd20,trend_age,3,1067,0.0003868757063644804,0.001773548469430071,0.44329896907216493,-3.115515252765091e-05,0.0004180308588921311,0.0017941026139572916,1.506101395547921e-05,★稳健为正
